Name,Lat,Lon,Site ID,Type,Priority
CSG-HUTH44,16.43848,107.59922,HUTH44,CSG,1
CSG-HUTH46,16.45382,107.57707,HUTH46,CSG,1
CSG-HUTH48,16.45792,107.59661,HUTH48,CSG,1
CSG-HUTH49,16.47032,107.59989,HUTH49,CSG,1
CSG-HUTH51,16.44742,107.58385,HUTH51,CSG,1
CSG-HUTH53,16.45983,107.60544,HUTH53,CSG,1
CSG-HUTH54,16.458578,107.591639,HUTH54,CSG,1
CSG-HUTH60,16.46932,107.59374,HUTH60,CSG,1
CSG-HUTH89,16.46522,107.59521,HUTH89,CSG,1
CSG-HUTH98,16.54452,107.57052,HUTH98,CSG,1
CSG-QADB02,15.95509,108.2549,QADB02,CSG,1
CSG-QADB03,15.93025,108.30269,QADB03,CSG,1
CSG-QADB04 5G,15.88972,108.18124,QADB04,CSG,1
CSG-QADB04_1,15.88972,108.18124,QADB04,CSG,1
CSG-QADB04_2,15.88972,108.18124,QADB04,CSG,1
CSG-QADB06,15.89108,108.29044,QADB06,CSG,1
CSG-QADB07,15.88473,108.22689,QADB07,CSG,1
CSG-QADB07 5G,15.88473,108.22689,QADB07,CSG,1
CSG-QADB08,15.90959,108.23822,QADB08,CSG,1
CSG-QADB08-ACX7024,15.90959,108.23822,QADB08,CSG,1
CSG-QADB11,15.92736,108.26009,QADB11,CSG,1
CSG-QADB12,15.90544,108.27245,QADB12,CSG,1
CSG-QADB15,15.87936,108.25613,QADB15,CSG,1
CSG-QADB16,15.93443,108.23181,QADB16,CSG,1
CSG-QADB22,15.91162,108.18553,QADB22,CSG,1
CSG-QADB22-ACX7024,15.91162,108.18553,QADB22,CSG,1
CSG-QADB36,15.958813,108.238145,QADB36,CSG,1
CSG-QADB38,15.942619,108.301596,QADB38,CSG,1
CSG-QADB41,15.90066,108.2878,QADB41,CSG,1
CSG-QADB45,15.9148,108.2691,QADB45,CSG,1
CSG-QADB46,15.89361,108.24381,QADB46,CSG,1
CSG-QADB51,15.91591,108.31086,QADB51,CSG,1
CSG-QADB52,15.90605,108.1592,QADB52,CSG,1
CSG-QADB53,15.96575,108.25373,QADB53,CSG,1
CSG-QADB54,15.85333,108.19631,QADB54,CSG,1
CSG-QADB60,15.91813,108.29428,QADB60,CSG,1
CSG-QADB73,15.93896,108.20789,QADB73,CSG,1
CSG-QADB73-ACX7024,15.93896,108.20789,QADB73,CSG,1
CSG-QADL02,15.85217,108.06094,QADL02,CSG,1
CSG-QADL05,15.85561,107.9979,QADL05,CSG,1
CSG-QADL09,15.92042,108.1326,QADL09,CSG,1
CSG-QADL11,15.87941,108.07823,QADL11,CSG,1
CSG-QADL14,15.8789,108.1048,QADL14,CSG,1
CSG-QADL15,15.84638,108.08684,QADL15,CSG,1
CSG-QADL19,15.90587,108.12176,QADL19,CSG,1
CSG-QADL31,15.87734,108.0925,QADL31,CSG,1
CSG-QADL34,15.8488,107.94628,QADL34,CSG,1
CSG-QADLMA01,15.88095,108.11899,QADLMA01,CSG,1
CSG-QADX03,15.83824,108.14389,QADX03,CSG,1
CSG-QADX04_2,15.82922,108.21915,QADX04,CSG,1
CSG-QADX05,15.84199,108.39322,QADX05,CSG,1
CSG-QADX12,15.85308,108.27552,QADX12,CSG,1
CSG-QADX13,15.84296,108.30636,QADX13,CSG,1
CSG-QADX19,15.82707,108.12114,QADX19,CSG,1
CSG-QADX20,15.83305,108.27284,QADX20,CSG,1
CSG-QADX34,15.82321,108.2002,QADX34,CSG,1
CSG-QADX35,15.83046,108.37688,QADX35,CSG,1
CSG-QADX36,15.85654,108.33887,QADX36,CSG,1
CSG-QADX39,15.81984,108.24974,QADX39,CSG,1
CSG-QAHA02,15.902451,108.354629,QAHA02,CSG,1
CSG-QAHA02_2,15.902451,108.354629,QAHA02,CSG,1
CSG-QAHA03,15.87225,108.33853,QAHA03,CSG,1
CSG-QAHA04,15.881272,108.343099,QAHA04,CSG,1
CSG-QAHA05,15.88142,108.32143,QAHA05,CSG,1
CSG-QAHA06,15.89214,108.32104,QAHA06,CSG,1
CSG-QAHA08,15.88778,108.37968,QAHA08,CSG,1
CSG-QAHA10,15.866546,108.32126,QAHA10,CSG,1
CSG-QAHA16,15.882231,108.386679,QAHA16,CSG,1
CSG-QAHA18,15.870776,108.366877,QAHA18,CSG,1
CSG-QAHA20,15.90278,108.32638,QAHA20,CSG,1
CSG-QAHA25,15.89294,108.3288,QAHA25,CSG,1
CSG-QAHA27,15.881811,108.327432,QAHA27,CSG,1
CSG-QAHA32,15.90198,108.31081,QAHA32,CSG,1
CSG-QANT01,15.414173,108.675761,QANT01,CSG,1
CSG-QANT01_2,15.414173,108.675761,QANT01,CSG,1
CSG-QANT03,15.461073,108.603811,QANT03,CSG,1
