BS_Name,BS_Lat,BS_Lon,Nearest_Router_Name,Nearest_Router_Lat,Nearest_Router_Lon,Router_Type,Router_Priority,Router_Site_ID,Route_Distance_KM,Status
2628-BD101,13.977237,108.804144,LSW-BDTS27,13.97178,108.81737,LSW,2,BDTS27,1.8359,Success
2628-BD102,13.977812,108.784931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD103,13.964357,108.777547,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD104,13.963032,108.766851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD105,13.97939364,109.0087132,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD106,13.630915,108.994646,LSW_BDVC01,13.62184,108.99762,LSW,2,BDVC01,1.176,Success
2628-BD107,13.649331,109.00865,LSW_BDVC08,13.64075,109.00045,LSW,2,BDVC08,1.2889000000000002,Success
2628-BD108,13.6629,109.0309,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD109,13.674161,109.049187,LSW_BDVC04,13.6878,109.05071,LSW,2,BDVC04,1.7610999999999999,Success
2628-BD110,13.701017,109.047809,LSW_BDVC04,13.6878,109.05071,LSW,2,BDVC04,1.6519000000000001,Success
2628-BD111,13.753781,109.104984,LSW-BDTP06,13.7641,109.10985,LSW,2,BDTP06,1.4942,Success
2628-BD112,14.388676,108.977537,CSG-BDHA15,14.37886,108.96823,CSG,1,BDHA15,1.8922,Success
2628-BD113,13.774118,109.2237,LSW-BDQN26,13.771972,109.22382,LSW,2,BDQN26,0.25,Success
2628-BD114,13.887397,109.291439,LSW_BDQN13,13.882814,109.289449,LSW,2,BDQN13,0.7617999999999999,Success
2628-BD115,13.833931,109.062303,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD116,14.43671338,108.9888574,LSW_BDHN55,14.43803,109.00405,LSW,2,BDHN55,2.8029,Success
2628-BD118,13.764469,109.189385,LSW_BDQN22,13.764075,109.199927,LSW,2,BDQN22,2.385,Success
2628-BD119,13.893358,109.112969,LSW-BDAN04,13.88729,109.11353,LSW,2,BDAN04,0.7198,Success
2628-BD120,13.908354,109.112572,CSG-BDAN18,13.8974,109.10811,CSG,1,BDAN18,1.7819,Success
2628-BD121,13.94318,108.93349,LSW-BDTS12,13.95452,108.94263,LSW,2,BDTS12,2.5098000000000003,Success
2628-BD122,13.821959,109.213601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD123,13.760501,109.200104,LSW_BDQN22,13.764075,109.199927,LSW,2,BDQN22,0.7245,Success
2628-BD124,13.769435,109.198732,LSW_BDQN22,13.764075,109.199927,LSW,2,BDQN22,1.3027,Success
2628-BD125,13.741078,109.066677,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD126,13.80761035,109.2188002,CSG-BDQN21,13.79013,109.21804,CSG,1,BDQN21,3.0788,Success
2628-BD127,13.80941142,109.2154944,LSW-BDQN55,13.80173,109.1989,LSW,2,BDQN55,2.7716,Success
2628-BD128,13.79701056,109.2149601,CSG-BDQN21,13.79013,109.21804,CSG,1,BDQN21,1.178,Success
2628-BD129,13.80188341,109.2119694,CSG-BDQN21,13.79013,109.21804,CSG,1,BDQN21,2.7681,Success
2628-BD130,13.87074999,109.2507428,LSW-BDQN34,13.875706,109.255073,LSW,2,BDQN34,1.5497999999999998,Success
2628-BD131,13.76489572,109.1964006,LSW_BDQN22,13.764075,109.199927,LSW,2,BDQN22,1.4167,Success
2628-BD132,13.804055,109.193301,LSW-BDQN76,13.79515,109.19196,LSW,2,BDQN76,1.103,Success
2628-BD133,14.2615467,108.8690481,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD143,14.229038,108.868228,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD144,14.533932,108.728232,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD145,14.606449,108.785793,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD146,14.112508,109.183041,LSW-BDPC15,14.10226,109.18903,LSW,2,BDPC15,1.3684,Success
2628-BD147,14.0355639,108.9999382,LSW-BDPC62,14.04128,108.99157,LSW,2,BDPC62,1.0657999999999999,Success
2628-BD148,14.531826,109.056299,LSW_BDHN38,14.52541,109.05489,LSW,2,BDHN38,0.8859,Success
2628-BD149,13.612079,109.352101,LSW-BDQN68,13.618268,109.346271,LSW,2,BDQN68,1.3882,Success
2628-BD150,14.27266,109.16425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD151,14.356127,108.687426,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-BD152,13.972937,109.105496,CSG-BDPC33,13.96764,109.11652,CSG,1,BDPC33,1.4054,Success
2628-DG001,12.5125,107.750517,CSG-DGDM07,12.521022,107.758327,CSG,1,DGDM07,1.3638,Success
2628-DG002,12.10114,107.7966,LSW-DGDG01,12.091007,107.782837,LSW,2,DGDG01,2.0526999999999997,Success
2628-DG003,11.993246,107.697552,LSW-DGGN39,11.98971,107.69295,LSW,2,DGGN39,1.4329,Success
2628-DG004,12.408465,107.577897,LSW-DGDM06,12.408278,107.586475,LSW,2,DGDM06,1.4792,Success
2628-DG005,12.19199,107.9027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG006,11.9975,107.672,LSW-DGGN23,12.00015,107.67933,LSW,2,DGGN23,1.6789,Success
2628-DG007,12.0007,107.697,CSG-DGGN02,11.998121,107.703326,CSG,1,DGGN02,0.8246,Success
2628-DG008,12.3126,107.939,LSW-DGKN29,12.31792,107.94887,LSW,2,DGKN29,0.6106,Success
2628-DG009,11.80438,107.54865,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG010,12.047475,107.66629,LSW-DGGN41,12.04083,107.65199,LSW,2,DGGN41,3.3599,Success
2628-DG011,12.252476,107.627196,LSW-DGDS03,12.26043,107.61169,LSW,2,DGDS03,2.8055,Success
2628-DG012,12.06845,107.67679,CSG-DGGN05,12.054203,107.680233,CSG,1,DGGN05,1.6823,Success
2628-DG013,12.026048,107.583298,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG014,12.291714,107.471442,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG015,11.956027,107.753071,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG016,12.482329,107.830285,LSW-DGKN18,12.497162,107.836832,LSW,2,DGKN18,6.3256000000000006,Success
2628-DG017,12.260762,107.320721,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG018,12.013589,107.689539,LSW-DGGN31,12.00736,107.68546,LSW,2,DGGN31,1.179,Success
2628-DG019,12.442901,107.624235,CSG-DGDM35,12.44234,107.63013,CSG,1,DGDM35,0.676,Success
2628-DG020,11.89773,107.808722,CSG-DGDG04,11.909468,107.801807,CSG,1,DGDG04,1.8796,Success
2628-DG021,12.006937,107.72104,LSW-DGGN12,12.001315,107.714077,LSW,2,DGGN12,1.2277,Success
2628-DG022,11.875513,107.891107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG023,11.965677,107.855323,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG024,11.99908,107.69448,CSG-DGGN25,11.99761,107.69206,CSG,1,DGGN25,0.6897000000000001,Success
2628-DG025,12.288434,107.977136,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG026,12.267702,108.013839,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG027,12.237648,108.057077,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG028,12.21801,108.083658,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG029,12.155453,108.048301,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG030,12.125847,107.990206,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG031,12.347939,107.929137,LSW-DGKN13,12.336345,107.931132,LSW,2,DGKN13,1.4057,Success
2628-DG032,12.330073,107.909452,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG033,12.66181,107.891987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG034,12.371809,107.570366,CSG-DGDM15,12.356058,107.569135,CSG,1,DGDM15,2.2235,Success
2628-DG035,12.318958,107.524911,LSW-DGDS43,12.30384,107.53234,LSW,2,DGDS43,2.392,Success
2628-DG036,12.213398,107.62176,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG037,12.240063,107.660623,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG038,12.127559,107.826699,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG039,12.077302,107.788181,LSW-DGDG01,12.091007,107.782837,LSW,2,DGDG01,2.0132,Success
2628-DG040,12.111581,107.759919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG041,12.07125,107.743496,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG042,11.868746,107.978194,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG043,11.893397,107.968584,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG044,11.96413,107.966068,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG045,11.892422,107.936119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG046,11.885023,107.91106,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG047,11.882811,107.862581,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG048,11.920383,107.758031,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG049,11.943626,107.772825,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG050,11.994339,107.688117,LSW-DGGN39,11.98971,107.69295,LSW,2,DGGN39,0.916,Success
2628-DG051,11.940318,107.40418,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG052,12.090253,107.477906,CSG-DGTD05,12.103697,107.484538,CSG,1,DGTD05,1.9887000000000001,Success
2628-DG053,12.23783,107.416456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG054,12.264225,107.454487,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG055,12.226202,107.441438,LSW-DGTD07,12.218603,107.454864,LSW,2,DGTD07,1.9005999999999998,Success
2628-DG056,12.148228,107.438118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG057,12.100278,107.414105,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG058,12.020519,107.412493,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG059,12.585033,107.894291,LSW-DGCJ04,12.590941,107.896017,LSW,2,DGCJ04,0.7675,Success
2628-DG060,12.724085,107.825434,LSW-DGCJ18,12.734461,107.83656,LSW,2,DGCJ18,2.3218,Success
2628-DG061,12.605686,107.790982,LSW-DGCJ08,12.617573,107.797998,LSW,2,DGCJ08,1.7934,Success
2628-DG062,12.553936,107.890433,LSW-DGKN05,12.542996,107.883531,LSW,2,DGKN05,1.615,Success
2628-DG063,12.011742,107.673863,CSG-DGGN08,12.00816,107.666797,CSG,1,DGGN08,1.7732999999999999,Success
2628-DG064,11.995333,107.677329,CSG-DGGN01,11.99045,107.67281,CSG,1,DGGN01,1.0483,Success
2628-DG065,12.219642,107.405727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG066,12.282974,107.55759,LSW-DGDS35,12.27278,107.56818,LSW,2,DGDS35,1.9284000000000001,Success
2628-DG067,12.066029,107.377516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG068,11.847926,107.528835,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG069,11.925933,107.618665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG070,11.873254,107.430886,CSG-DGDL32,11.876657,107.41516,CSG,1,DGDL32,2.9184,Success
2628-DG071,12.064601,107.576,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG072,12.255334,107.493099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG073,12.285683,107.611356,LSW-DGDS34,12.27341,107.60141,LSW,2,DGDS34,4.8689,Success
2628-DG074,12.107607,107.610094,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG075,12.441817,107.841878,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG076,11.941773,107.935504,LSW-DGDG18,11.933217,107.943438,LSW,2,DGDG18,1.5323,Success
2628-DG077,12.006069,107.324419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG078,12.02677,107.331389,LSW-DGTD16,12.02549,107.348331,LSW,2,DGTD16,4.7706,Success
2628-DG079,12.116195,107.432176,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG080,12.239854,107.472572,LSW-DGTD19,12.226843,107.475659,LSW,2,DGTD19,1.5494,Success
2628-DG081,12.425182,107.55467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG082,11.944618,107.692429,CSG-DGGN22,11.951412,107.702772,CSG,1,DGGN22,1.596,Success
2628-DG083,12.098171,107.572174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DG084,12.098171,107.572174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL001,12.577435,108.575841,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL002,12.48077,108.0362,LSW-DLKA04_ASR901,12.485285,108.029814,LSW,2,DLKA04,1.2176,Success
2628-DL003,12.7738,108.4075,LSW-DLKP43_ASR901,12.784863,108.412868,LSW,2,DLKP43,1.6436,Success
2628-DL004,12.97767,108.2196,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL005,12.88829,108.25986,LSW-DLBH11_ASR901,12.903898,108.262718,LSW,2,DLBH11,3.762,Success
2628-DL006,12.623159,108.479486,LSW-DLKP65_ASR901,12.61236,108.46658,LSW,2,DLKP65,1.549,Success
2628-DL007,12.548166,108.667625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL008,12.533963,108.690621,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL009,12.540195,108.735409,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL010,12.528787,108.764116,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL011,12.524985,108.81442,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL012,12.724146,108.100555,CSG-DLBT45,12.722173,108.091853,CSG,1,DLBT45,1.6474000000000002,Success
2628-DL013,13.217142,108.249731,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL014,12.664443,108.156158,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL015,12.68445,108.05231,LSW-DLBT46_ACX1000,12.688336,108.052178,LSW,2,DLBT46,0.7686000000000001,Success
2628-DL016,12.71004,108.06719,CSG-DLBT84,12.7104,108.061,CSG,1,DLBT84,0.8096,Success
2628-DL017,12.705363,108.302006,LSW-DLKP04_ASR901,12.710893,108.305092,LSW,2,DLKP04,0.9472,Success
2628-DL018,12.725306,108.082402,LSW-DLBT96_ASR901,12.73505,108.078,LSW,2,DLBT96,1.5699,Success
2628-DL019,12.686503,108.031242,LSW-DLBT81_ASR901,12.68473,108.03456,LSW,2,DLBT81,0.5277000000000001,Success
2628-DL020,12.724607,108.372053,LSW-DLKP02_ASR901,12.728465,108.361173,LSW,2,DLKP02,1.5787,Success
2628-DL021,12.673727,108.036121,LSW-DLBT19_ACX1000,12.67339,108.031887,LSW,2,DLBT19,0.5565,Success
2628-DL023,12.666343,108.077138,LSW-DLBT73_ACX1000,12.6765,108.08075,LSW,2,DLBT73,2.9747,Success
2628-DL029,12.65115,108.1047,CSG-DLBT05,12.657706,108.107314,CSG,1,DLBT05,1.1705999999999999,Success
2628-DL030,12.66934,108.0237,CSG-DLBT72,12.67028,108.027,CSG,1,DLBT72,0.7673,Success
2628-DL031,12.87928,108.1682,CSG-DLCG41,12.89177,108.17996,CSG,1,DLCG41,2.3013000000000003,Success
2628-DL032,12.77409,108.1682,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL034,12.613053,108.114475,CSG-DLCK09,12.607681,108.124574,CSG,1,DLCK09,1.6271,Success
2628-DL035,12.91527,108.5045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL036,12.80046,108.5721,LSW-DLEK12_ASR901,12.80304,108.58277,LSW,2,DLEK12,1.2953,Success
2628-DL037,12.482778,108.021944,LSW-DLKA04_ASR901,12.485285,108.029814,LSW,2,DLKA04,1.1082,Success
2628-DL038,12.56366,107.9868,LSW-DLKA08_ASR920-2,12.576849,107.983922,LSW,2,DLKA08,2.0589,Success
2628-DL040,12.772467,108.377421,LSW-DLKP35_ASR920-2,12.77126,108.39102,LSW,2,DLKP35,1.7691,Success
2628-DL041,12.709915,108.311086,LSW-DLKP04_ASR901,12.710893,108.305092,LSW,2,DLKP04,0.7399,Success
2628-DL042,12.724387,108.330788,LSW-DLKP13_ASR920-2,12.722037,108.340278,LSW,2,DLKP13,1.4623,Success
2628-DL043,12.75295,108.401,CSG-DLKP05,12.76275,108.41395,CSG,1,DLKP05,2.9784,Success
2628-DL044,12.58267,108.3941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL045,12.69707,108.3409,LSW-DLKP22_ASR901,12.694338,108.356237,LSW,2,DLKP22,1.8287,Success
2628-DL046,12.715451,108.311312,LSW-DLKP04_ASR901,12.710893,108.305092,LSW,2,DLKP04,1.0812,Success
2628-DL047,12.42406,108.2262,CSG-DLLK04,12.43176,108.20964,CSG,1,DLLK04,3.0406,Success
2628-DL050,12.71855,108.2293,CSG-DLKP01,12.715607,108.241525,CSG,1,DLKP01,1.8479,Success
2628-DL052,12.80546,108.6253,LSW-DLMD02_ASR920-2,12.804827,108.640343,LSW,2,DLMD02,1.7072,Success
2628-DL053,12.76921,108.7325,LSW-DLMD29_ASR920-1,12.75793,108.73429,LSW,2,DLMD29,1.4713,Success
2628-DL054,12.811634,108.53186,CSG-DLEK03,12.803688,108.540983,CSG,1,DLEK03,1.6191,Success
2628-DL055,12.729749,108.083649,LSW-DLBT96_ASR901,12.73505,108.078,LSW,2,DLBT96,1.2370999999999999,Success
2628-DL056,12.683991,108.003758,CSG-DLBT89,12.683267,108.00995,CSG,1,DLBT89,0.878,Success
2628-DL059,12.69625,108.0494,LSW-DLBT02_ACX1000,12.693432,108.052283,LSW,2,DLBT02,0.44260000000000005,Success
2628-DL061,12.429329,108.563059,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL062,12.624026,107.983419,CSG-DLBT70,12.63359,107.98333,CSG,1,DLBT70,1.2041,Success
2628-DL063,12.644453,108.015063,CSG-DLBT60,12.63974,108.0151,CSG,1,DLBT60,0.7299,Success
2628-DL065,12.397151,108.0597,LSW-DLLK21_ASR901,12.397609,108.047516,LSW,2,DLLK21,1.7286,Success
2628-DL066,12.450198,108.581807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL068,13.198336,107.795441,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL069,12.835817,108.044364,CSG-DLCG14,12.830697,108.033728,CSG,1,DLCG14,1.479,Success
2628-DL070,12.679673,108.324914,LSW-DLKP12_ASR920-2,12.68951,108.331768,LSW,2,DLKP12,1.868,Success
2628-DL071,12.719034,108.453312,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL074,13.02005,108.424078,LSW-DLKN20_ASR920-2,13.007808,108.416663,LSW,2,DLKN20,1.5852,Success
2628-DL076,12.714906,107.958317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL077,12.685074,108.02864,CSG-DLBT06,12.68236,108.02996,CSG,1,DLBT06,0.4288,Success
2628-DL078,12.55982,108.163424,CSG-DLCK11,12.562817,108.169683,CSG,1,DLCK11,1.0651,Success
2628-DL081,12.965805,108.302536,LSW-DLKN17_ACX1000,12.976227,108.310955,LSW,2,DLKN17,1.9827000000000001,Success
2628-DL083,12.896712,108.26276,LSW-DLBH07_ASR901,12.909897,108.270875,LSW,2,DLBH07,2.3726,Success
2628-DL084,12.99507,108.418079,LSW-DLKN20_ASR920-2,13.007808,108.416663,LSW,2,DLKN20,1.4330999999999998,Success
2628-DL085,13.106763,108.223223,LSW-DLKB01_ASR901,13.09577,108.21198,LSW,2,DLKB01,2.3469,Success
2628-DL086,12.868955,108.250606,CSG-DLBH31,12.86139,108.25827,CSG,1,DLBH31,1.7879,Success
2628-DL087,12.704711,108.335892,CSG-DLKP32,12.70365,108.32346,CSG,1,DLKP32,1.765,Success
2628-DL088,12.854024,108.424301,CSG-DLEK10,12.84153,108.43094,CSG,1,DLEK10,1.6861,Success
2628-DL089,12.873912,108.498544,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL090,12.886414,108.532067,CSG-DLEK02,12.876323,108.519368,CSG,1,DLEK02,2.0417,Success
2628-DL091,12.755739,108.749395,LSW-DLMD29_ASR920-1,12.75793,108.73429,LSW,2,DLMD29,2.8509,Success
2628-DL092,12.741624,108.748418,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL093,12.558669,108.733673,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL094,12.510275,108.500039,LSW-DLKG19_ACX1000,12.506136,108.515874,LSW,2,DLKG19,1.8097999999999999,Success
2628-DL095,12.625375,108.194367,LSW-DLCK16_ASR920-2,12.637723,108.197187,LSW,2,DLCK16,1.4862,Success
2628-DL097,12.522308,108.200278,LSW-DLKG23_ASR901,12.507982,108.20473,LSW,2,DLKG23,5.2373,Success
2628-DL098,12.442579,108.221716,CSG-DLLK04,12.43176,108.20964,CSG,1,DLLK04,1.9613,Success
2628-DL099,12.1834,108.137083,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL100,12.450905,108.044216,LSW-DLKA06_ASR901,12.44172,108.03785,LSW,2,DLKA06,1.2975,Success
2628-DL101,12.627468,108.009656,CSG-DLBT04,12.63154,107.998286,CSG,1,DLBT04,2.4501999999999997,Success
2628-DL102,12.652792,108.007887,CSG-DLBT2H,12.64092,107.99681,CSG,1,DLBT2H,2.3670999999999998,Success
2628-DL103,12.697379,108.019951,CSG-DLBT22,12.6978,108.02938,CSG,1,DLBT22,1.8003,Success
2628-DL104,12.721636,108.056376,CSG-DLBT44,12.72156,108.04768,CSG,1,DLBT44,1.0329000000000002,Success
2628-DL107,13.22379774,108.2025688,CSG-DLEH21,13.231676,108.18943,CSG,1,DLEH21,1.8514000000000002,Success
2628-DL108,13.20731804,108.2121119,CSG-DLEH18,13.20129,108.21557,CSG,1,DLEH18,0.9309,Success
2628-DL109,13.160248,108.224033,CSG-DLEH08,13.174432,108.218662,CSG,1,DLEH08,1.7822,Success
2628-DL110,12.62079,107.95359,CSG-DLBT18,12.62536,107.9634,CSG,1,DLBT18,1.2150999999999998,Success
2628-DL111,12.680792,108.040801,LSW-DLBT1P_ASR901,12.68099,108.04263,LSW,2,DLBT1P,0.2551,Success
2628-DL112,12.662103,108.253203,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL113,12.668594,108.315326,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL114,12.635024,108.454223,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL115,12.621022,108.497829,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL116,12.559983,108.613504,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL117,12.552244,108.639328,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL118,12.527069,108.784969,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL119,12.50718,108.85692,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL120,12.505969,108.871377,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL122,12.692866,108.043846,CSG-DLBT57,12.69416,108.04521,CSG,1,DLBT57,0.30410000000000004,Success
2628-DL123,12.706919,108.059808,CSG-DLBT53,12.70516,108.05533,CSG,1,DLBT53,0.7061000000000001,Success
2628-DL124,12.679464,108.023487,CSG-DLBT86,12.67646,108.02686,CSG,1,DLBT86,0.8077000000000001,Success
2628-DL125,12.713636,108.080523,LSW-DLBT55_ASR901,12.710093,108.082085,LSW,2,DLBT55,1.3833,Success
2628-DL126,12.71497,108.084761,LSW-DLBT55_ASR901,12.710093,108.082085,LSW,2,DLBT55,0.7757999999999999,Success
2628-DL127,12.608503,108.131386,CSG-DLCK09,12.607681,108.124574,CSG,1,DLCK09,0.9602,Success
2628-DL128,12.594722,108.129958,CSG-DLCK09,12.607681,108.124574,CSG,1,DLCK09,1.8887,Success
2628-DL129,12.71544,108.269082,LSW-DLKP09_ASR920-2,12.70366,108.26971,LSW,2,DLKP09,1.5075,Success
2628-DL130,12.708153,108.282618,CSG-DLKP25,12.710978,108.289547,CSG,1,DLKP25,1.0566,Success
2628-DL131,12.768728,108.321419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL132,12.819991,108.450124,CSG-DLEK01,12.812267,108.446527,CSG,1,DLEK01,1.2025,Success
2628-DL133,13.038316,108.218487,CSG-DLKB31,13.045997,108.226398,CSG,1,DLKB31,1.64,Success
2628-DL134,13.016996,108.141695,CSG-DLKB22,13.011552,108.152158,CSG,1,DLKB22,1.6633,Success
2628-DL135,12.689142,108.798957,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL136,12.669673,108.817075,LSW-DLMD19_ASR901,12.662304,108.823274,LSW,2,DLMD19,1.072,Success
2628-DL137,12.76929,108.697239,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL138,12.456374,108.215737,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL139,12.404454,108.189262,CSG-DLLK02,12.406426,108.199624,CSG,1,DLLK02,1.3553,Success
2628-DL140,12.23392,108.122837,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL141,13.275445,108.171167,LSW-DLEH14_ACX1000,13.276752,108.15983,LSW,2,DLEH14,1.405,Success
2628-DL142,13.232787,108.221607,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL143,12.774014,108.191787,LSW-DLCG22_ASR901,12.7815,108.19763,LSW,2,DLCG22,1.6080999999999999,Success
2628-DL144,12.802575,108.189959,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL145,13.155547,108.241238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
2628-DL146,13.134887,108.246089,LSW-DLEH42_ASR920-2,13.121957,108.236761,LSW,2,DLEH42,2.6111,Success
2628-DL148,12.660497,108.222996,LSW-DLKP24_ASR920-2,12.66999,108.218388,LSW,2,DLKP24,1.4033,Success
