Name,Lat,Lon,SiteID
CSG-BDHN48,14.549070,109.038320,BDHN48
CSG-BDPC_newsite4,14.130500,109.164720,BDPCMA01
CSG-BDPC01,14.047450,109.048650,BDPC01
CSG-BDPC03,13.988280,109.059010,BDPC03
CSG-BDPC03_2,13.988280,109.059010,BDPC03
CSG-BDPC06,14.012400,109.241000,BDPC06
CSG-BDPC08,13.981400,109.093900,BDPC08
CSG-BDPC09,14.082800,109.074330,BDPC09
CSG-BDPC13,14.041940,109.014850,BDPC13
CSG-BDPC14,13.963173,109.182320,BDPC14
CSG-BDPC21,14.020900,108.988060,BDPC21
CSG-BDPC23,13.920760,109.210330,BDPC23
CSG-BDPC33,13.967640,109.116520,BDPC33
CSG-BDPM01,14.201880,109.061190,BDPM01
CSG-BDPM03,14.159230,109.124310,BDPM03
CSG-BDPM04,14.119790,109.045750,BDPM04
CSG-BDPM06,14.216610,109.164980,BDPM06
CSG-BDPM10,14.316230,109.065560,BDPM10
CSG-BDPM17,14.241150,109.073730,BDPM17
CSG-BDPM19,14.335840,109.121980,BDPM19
CSG-BDPM24,14.292650,109.090600,BDPM24
CSG-BDPM25,14.280320,109.181600,BDPM25
CSG-BDPM27,14.176960,109.045330,BDPM27
CSG-BDPM34,14.323760,109.146980,BDPM34
CSG-BDQN_newsite1,13.744281,109.209951,BDQNMS01
CSG-BDQN03,13.737280,109.153270,BDQN03
CSG-BDQN05,13.772530,109.239890,BDQN05
CSG-BDQN16,13.789480,109.196010,BDQN16
CSG-BDQN1U,13.761364,109.219107,BDQN1U
CSG-BDQN20,13.770780,109.249610,BDQN20
CSG-BDQN21,13.790130,109.218040,BDQN21
CSG-BDQN23,13.760712,109.215399,BDQN23
CSG-BDQN31,13.751902,109.210256,BDQN31
CSG-BDQN32,13.781910,109.231810,BDQN32
CSG-BDQN33,13.762723,109.209894,BDQN33
CSG-BDQN35,13.770360,109.215680,BDQN35
CSG-BDQN37,13.784010,109.214080,BDQN37
CSG-BDQN39,13.781530,109.228000,BDQN39
CSG-BDQN40,13.784151,109.180137,BDQN40
CSG-BDQN45,13.720978,109.161419,BDQN45
CSG-BDQN50,13.763490,109.217560,BDQN50
CSG-BDQN51,13.776201,109.235476,BDQN51
CSG-BDQN52,13.772566,109.244761,BDQN52
CSG-BDQN54,13.796560,109.172500,BDQN54
CSG-BDQN56,13.779690,109.149400,BDQN56
CSG-BDQN58,13.794076,109.154071,BDQN58
CSG-BDQN61,13.767403,109.212130,BDQN61
CSG-BDQN62,13.777100,109.225400,BDQN62
CSG-BDQN63,13.748088,109.152633,BDQN63
CSG-BDQN65,13.787440,109.140250,BDQN65
CSG-BDQN73,13.851910,109.254910,BDQN73
CSG-BDQN75,13.784565,109.219607,BDQN75
CSG-BDQN77,13.746398,109.209222,BDQN77
CSG-BDQN80,13.769490,109.191460,BDQN80
CSG-BDQN90,13.767781,109.223002,BDQN90
CSG-BDQN91,13.779270,109.235810,BDQN91
CSG-BDQN98,13.770570,109.231670,BDQN98
CSG-BDQNMA01,13.784365,109.214922,BDQNMA01
CSG-BDTP_newsite3,13.807947,109.146990,BDTPMA01
CSG-BDTP02,13.819584,109.174725,BDTP02
CSG-BDTP04,13.865490,109.187610,BDTP04
CSG-BDTP05,13.855824,109.133180,BDTP05
CSG-BDTP09,13.812500,109.115330,BDTP09
CSG-BDTP10,13.840430,109.192650,BDTP10
CSG-BDTP13,13.823590,109.146870,BDTP13
CSG-BDTP17,13.826640,109.165550,BDTP17
CSG-BDTP20,13.831630,109.157850,BDTP20
CSG-BDTP29,13.840050,109.141010,BDTP29
CSG-BDTP39,13.886780,109.140180,BDTP39
CSG-QNBS03,15.338387,108.853323,QNBS03
CSG-QNBS05,15.215572,108.916406,QNBS05
CSG-QNBS07,15.322590,108.768140,QNBS07
CSG-QNBS08,15.250560,108.783110,QNBS08
CSG-QNBS09,15.262502,108.676315,QNBS09
CSG-QNBS10,15.258455,108.874644,QNBS10
CSG-QNBS11,15.372404,108.780464,QNBS11
CSG-QNBS15,15.284480,108.740490,QNBS15
CSG-QNBS16,15.291590,108.796270,QNBS16
CSG-QNBS17,15.311298,108.735529,QNBS17
CSG-QNBS18,15.354560,108.810100,QNBS18
CSG-QNBS1F,15.382910,108.812280,QNBS1F
CSG-QNBS21,15.229375,108.846105,QNBS21
CSG-QNBS22,15.268920,108.812770,QNBS22
CSG-QNBS23,15.304760,108.755880,QNBS23
CSG-QNBS25,15.274461,108.770897,QNBS25
CSG-QNBS26,15.301520,108.822930,QNBS26
CSG-QNBS28,15.265640,108.710510,QNBS28
CSG-QNBS29,15.274770,108.788380,QNBS29
CSG-QNBS33,15.330003,108.737686,QNBS33
CSG-QNBS34,15.342150,108.825900,QNBS34
CSG-QNBS38,15.308464,108.849152,QNBS38
CSG-QNBS39,15.371060,108.760480,QNBS39
CSG-QNBS40,15.275630,108.857490,QNBS40
CSG-QNBS47,15.367770,108.745780,QNBS47
CSG-QNBS48,15.367080,108.774270,QNBS48
CSG-QNBS50,15.327230,108.858230,QNBS50
CSG-QNBS52,15.299702,108.752375,QNBS52
CSG-QNBS54,15.310670,108.752680,QNBS54
CSG-QNBS64,15.293600,108.733540,QNBS64
CSG-QNDP04,14.811760,108.953030,QNDP04
CSG-QNMD02,14.885983,108.918403,QNMD02
CSG-QNMD05,14.924050,108.899650,QNMD05
CSG-QNMD06,15.021820,108.902420,QNMD06
CSG-QNMD07,15.056060,108.886230,QNMD07
CSG-QNMD10,15.012460,108.871240,QNMD10
CSG-QNMD11,14.982940,108.907710,QNMD11
CSG-QNMD12,14.946050,108.860270,QNMD12
CSG-QNMD14,15.016628,108.848604,QNMD14
CSG-QNMD19,14.905520,108.911630,QNMD19
CSG-QNMD20,15.028750,108.858955,QNMD20
CSG-QNMD23,15.004679,108.909421,QNMD23
CSG-QNMD24,14.930580,108.921990,QNMD24
CSG-QNMD25,14.950530,108.883310,QNMD25
CSG-QNMD27,15.039153,108.863327,QNMD27
CSG-QNMD28,14.956813,108.847593,QNMD28
CSG-QNMD35,14.946090,108.926450,QNMD35
CSG-QNNH03,14.986930,108.836020,QNNH03
CSG-QNNH04,15.079440,108.779910,QNNH04
CSG-QNNH05,15.045137,108.748902,QNNH05
CSG-QNNH06,14.956620,108.773850,QNNH06
CSG-QNNH07,15.009820,108.783370,QNNH07
CSG-QNNH08,15.038040,108.820460,QNNH08
CSG-QNNH15,15.027016,108.722448,QNNH15
CSG-QNNH16,15.041280,108.797220,QNNH16
CSG-QNNH17,15.024905,108.808331,QNNH17
CSG-QNNH21,15.045010,108.788330,QNNH21
CSG-QNQN02,15.121807,108.768932,QNQN02
CSG-QNQN03,15.113120,108.808100,QNQN03
CSG-QNQN06,15.118040,108.792310,QNQN06
CSG-QNQN07,15.131040,108.842470,QNQN07
CSG-QNQN08,15.129340,108.785530,QNQN08
CSG-QNQN09,15.113390,108.799670,QNQN09
CSG-QNQN10,15.104990,108.788700,QNQN10
CSG-QNQN11,15.114640,108.780160,QNQN11
CSG-QNQN12,15.122520,108.785580,QNQN12
CSG-QNQN15,15.124440,108.777880,QNQN15
CSG-QNQN16,15.120440,108.805440,QNQN16
CSG-QNQN17,15.113570,108.770940,QNQN17
CSG-QNQN19,15.118089,108.814294,QNQN19
CSG-QNQN20,15.112720,108.790500,QNQN20
CSG-QNQN21,15.125751,108.793376,QNQN21
CSG-QNQN22,15.118394,108.829897,QNQN22
CSG-QNQN25,15.097590,108.815060,QNQN25
CSG-QNQN26,15.110330,108.844440,QNQN26
CSG-QNQN2B,15.113370,108.863600,QNQN2B
CSG-QNQN2C,15.111780,108.884224,QNQN2C
CSG-QNQN2D,15.132492,108.869301,QNQN2D
CSG-QNQN2J,15.132932,108.795251,QNQN2J
CSG-QNQN31,15.126280,108.797640,QNQN31
CSG-QNQN35,15.130940,108.806210,QNQN35
CSG-QNQN37,15.125680,108.802600,QNQN37
CSG-QNQN41,15.125280,108.833550,QNQN41
CSG-QNQN43,15.108660,108.819330,QNQN43
CSG-QNQN44,15.105940,108.767470,QNQN44
CSG-QNQN78,15.187291,108.885475,QNQN78
CSG-QNQN79,15.154633,108.842944,QNQN79
CSG-QNQN80,15.152560,108.786010,QNQN80
CSG-QNQN81,15.188330,108.854380,QNQN81
CSG-QNQN82,15.150440,108.796720,QNQN82
CSG-QNQN85,15.214391,108.884787,QNQN85
CSG-QNQN86,15.202680,108.896530,QNQN86
CSG-QNQN87,15.160321,108.884710,QNQN87
CSG-QNQN90,15.200550,108.835770,QNQN90
CSG-QNQN91,15.140530,108.804702,QNQN91
CSG-QNQN94,15.154500,108.796130,QNQN94
CSG-QNQN97,15.142575,108.824520,QNQN97
CSG-QNQN99,15.142030,108.799720,QNQN99
CSG-QNST02,15.200670,108.790550,QNST02
CSG-QNST05,15.201400,108.718190,QNST05
CSG-QNST06,15.170480,108.667000,QNST06
CSG-QNST07,15.156694,108.753965,QNST07
CSG-QNST08,15.225590,108.761920,QNST08
CSG-QNST10,15.176437,108.791426,QNST10
CSG-QNST14,15.220750,108.786320,QNST14
CSG-QNST18,15.155310,108.706190,QNST18
CSG-QNST19,15.143700,108.768200,QNST19
CSG-QNST25,15.199740,108.762850,QNST25
CSG-QNST30,15.224400,108.645330,QNST30
CSG-QNST36,15.137940,108.779300,QNST36
CSG-QNST46,15.240310,108.747380,QNST46
CSG-QNTN_newsite1,15.089620,108.827970,QNTN_newsite1
CSG-QNTN_NEWSITE2,15.058980,108.843320,QNTN05
CSG-QNTN04,15.095750,108.877240,QNTN04
CSG-QNTN06,15.124730,108.730144,QNTN06
CSG-QNTN09,15.137501,108.691212,QNTN09
CSG-QNTN10,15.094146,108.750430,QNTN10
CSG-QNTN12,15.041756,108.847570,QNTN12
CSG-QNTN13,15.077240,108.832390,QNTN13
CSG-QNTN15,15.074070,108.864150,QNTN15
CSG-QNTN23,15.090480,108.796270,QNTN23
CSG-QNTN24,15.067596,108.809750,QNTN24
CSG-QNTN26,15.117270,108.754620,QNTN26
CSG-QNTN31,15.098225,108.773401,QNTN31
CSG-QNTN33,15.070780,108.883030,QNTN33
CSG-QNTN39,15.095170,108.834680,QNTN39
CSG-QNTN43,15.110232,108.719926,QNTN43
CSG-QNTN66,15.117060,108.740035,QNTN66
CSG_BDQN31_2,13.751902,109.210256,BDQN31
CSG-BDHN15-02,14.556500,109.045160,BDHN15
CSG-BDHN33_1,14.428240,109.010240,BDHN33
CSG-KHCL02,12.031300,109.129260,KHCL02
CSG-KHCL03-2,11.996990,109.124210,KHCL03
CSG-KHCL12,12.072500,109.158300,KHCL12
CSG-KHCL17,12.118860,109.113417,KHCL17
CSG-KHCL18,12.029900,109.177300,KHCL18
CSG-KHCL23,12.153707,109.067254,KHCL23
CSG-KHCL23-2,12.153707,109.067254,KHCL23
CSG-KHCL47,12.063280,109.160100,KHCL47
CSG-KHCLMA01,12.079731,109.180985,KHCLMA01
CSG-KHCR02,11.990820,109.193500,KHCR02
CSG-KHCR04,11.837968,109.111695,KHCR04
CSG-KHCR10,12.020986,109.215965,KHCR10
CSG-KHCR13,11.880728,109.110290,KHCR13
CSG-KHCR14,11.909604,109.127235,KHCR14
CSG-KHCR18,11.911400,109.147200,KHCR18
CSG-KHCR19,11.994437,109.152653,KHCR19
CSG-KHCR27,11.966668,109.106668,KHCR27
CSG-KHCR47,11.941070,109.113270,KHCR47
CSG-KHCR49,11.918709,109.145014,KHCR49
CSG-KHCR50,11.918804,109.160228,KHCR50
CSG-KHCR52,11.913860,109.153320,KHCR52
CSG-KHCR52-2,11.913860,109.153320,KHCR52
CSG-KHCR53,11.942270,109.179150,KHCR53
CSG-KHDK06,12.213268,109.074342,KHDK06
CSG-KHDK07,12.315530,108.980290,KHDK07
CSG-KHDK08,12.275289,109.117662,KHDK08
CSG-KHDK12,12.209992,109.042219,KHDK12
CSG-KHDK13,12.248850,109.090610,KHDK13
CSG-KHDK15,12.270000,109.089400,KHDK15
CSG-KHDK25,12.261440,109.037920,KHDK25
CSG-KHDK25-2,12.261440,109.037920,KHDK25
CSG-KHDK37,12.308319,108.997223,KHDK37
CSG-KHDKMA01,12.257248,109.107169,KHDKMA01
CSG-KHDKMA01-2,12.257248,109.107169,KHDKMA01
CSG-KHKV05,12.364490,108.955070,KHKV05
CSG-KHKV08,12.401960,108.948240,KHKV08
CSG-KHNH02,12.542330,109.225810,KHNH02
CSG-KHNH04,12.421140,109.148420,KHNH04
CSG-KHNH06,12.535680,109.027360,KHNH06
CSG-KHNH06-2,12.535680,109.027360,KHNH06
CSG-KHNH09,12.501790,109.078190,KHNH09
CSG-KHNH10,12.472430,109.124820,KHNH10
CSG-KHNH12,12.499760,109.114050,KHNH12
CSG-KHNH14,12.459890,109.081080,KHNH14
CSG-KHNH19,12.503600,109.139900,KHNH19
CSG-KHNH20,12.529600,109.159900,KHNH20
CSG-KHNH27,12.498015,109.005586,KHNH27
CSG-KHNH32,12.557290,109.218270,KHNH32
CSG-KHNH40,12.526700,109.220700,KHNH40
CSG-KHNH44,12.524660,109.102310,KHNH44
CSG-KHNH54,12.486090,109.126630,KHNH54
CSG-KHNH54-2,12.486090,109.126630,KHNH54
CSG-KHNH55,12.489690,109.152280,KHNH55
CSG-KHNH76,12.565960,109.170840,KHNH76
CSG-KHNT05,12.249200,109.183400,KHNT05
CSG-KHNT07,12.302200,109.170300,KHNT07
CSG-KHNT08,12.214932,109.195072,KHNT08
CSG-KHNT13,12.339622,109.197859,KHNT13
CSG-KHNT17,12.258135,109.188384,KHNT17
CSG-KHNT1A,12.216750,109.243990,KHNT1A
CSG-KHNT1E,12.254100,109.172100,KHNT1E
CSG-KHNT1F,12.199648,109.194229,KHNT1F
CSG-KHNT1G,12.220500,109.192700,KHNT1G
CSG-KHNT1M,12.254627,109.137053,KHNT1M
CSG-KHNT1N,12.268600,109.205100,KHNT1N
CSG-KHNT1R,12.231720,109.195950,KHNT1R
CSG-KHNT1Z,12.255627,109.128053,KHNT1Z
CSG-KHNT24,12.252200,109.193700,KHNT24
CSG-KHNT24-2,12.252200,109.193700,KHNT24
CSG-KHNT25,12.242133,109.182258,KHNT25
CSG-KHNT26,12.225202,109.183383,KHNT26
CSG-KHNT28,12.266171,109.196210,KHNT28
CSG-KHNT32,12.209064,109.201835,KHNT32
CSG-KHNT36,12.250630,109.120487,KHNT36
CSG-KHNT3G,12.278346,109.199733,KHNT3G
CSG-KHNT3H,12.257630,109.172460,KHNT3H
CSG-KHNT3K,12.252112,109.161533,KHNT3K
CSG-KHNT3N,12.207021,109.205262,KHNT3N
CSG-KHNT3Q,12.290238,109.205394,KHNT3Q
CSG-KHNT42,12.204330,109.214948,KHNT42
CSG-KHNT44,12.364648,109.194306,KHNT44
CSG-KHNT46,12.202391,109.202007,KHNT46
CSG-KHNT4D,12.216450,109.199740,KHNT4D
CSG-KHNT4E,12.227118,109.198240,KHNT4E
CSG-KHNT4Z,12.237887,109.194992,KHNT4Z
CSG-KHNT55,12.235582,109.183919,KHNT55
CSG-KHNT56,12.219330,109.195300,KHNT56
CSG-KHNT59,12.210871,109.188701,KHNT59
CSG-KHNT60,12.247322,109.187250,KHNT60
CSG-KHNT62,12.267885,109.172122,KHNT62
CSG-KHNT68,12.234349,109.172642,KHNT68
CSG-KHNT69,12.241140,109.160220,KHNT69
CSG-KHNT72,12.210532,109.192670,KHNT72
CSG-KHNT78,12.291920,109.176221,KHNT78
CSG-KHNT79,12.276685,109.197205,KHNT79
CSG-KHNT82,12.222056,109.186561,KHNT82
CSG-KHNT83,12.240829,109.190635,KHNT83
CSG-KHNT84,12.243291,109.186421,KHNT84
CSG-KHNT88,12.288503,109.196216,KHNT88
CSG-KHNT90,12.237830,109.188665,KHNT90
CSG-KHNT94,12.277538,109.184481,KHNT94
CSG-KHNT96,12.255769,109.158780,KHNT96
CSG-KHNTMA01,12.187470,109.170250,KHNTMA01
CSG-KHNTMA01-2,12.187470,109.170250,KHNTMA01
CSG-KHVN03,12.770030,109.304250,KHVN03
CSG-KHVN04,12.705340,109.236830,KHVN04
CSG-KHVN06,12.671200,109.209700,KHVN06
CSG-KHVN13,12.630420,109.186310,KHVN13
CSG-KHVN21,12.599910,109.179210,KHVN21
CSG-KHVN23-2,12.644820,109.193940,KHVN23
CSG-KHVN23-3,12.644820,109.193940,KHVN23
CSG-KHVN29,12.693610,109.227220,KHVN29
CSG-KHVN41,12.732680,109.270220,KHVN41
CSG-KHVN55,12.805040,109.338520,KHVN55
CSG-PYDH05,13.017220,109.330510,PYDH05
CSG-PYDH07,12.993115,109.370020,PYDH07
CSG-PYDH08,12.996152,109.310305,PYDH08
CSG-PYDH09,13.034347,109.297636,PYDH09
CSG-PYDH10,12.987910,109.276350,PYDH10
CSG-PYDH11,12.911037,109.368431,PYDH11
CSG-PYDH12,12.946110,109.339230,PYDH12
CSG-PYDH13,12.956290,109.412100,PYDH13
CSG-PYDH14,12.982067,109.377578,PYDH14
CSG-PYDH17,12.959340,109.402380,PYDH17
CSG-PYDH19,12.975220,109.326530,PYDH19
CSG-PYDH20,12.988560,109.331910,PYDH20
CSG-PYDH21,13.012410,109.291650,PYDH21
CSG-PYDH23,12.996110,109.352565,PYDH23
CSG-PYDH24,13.001340,109.375250,PYDH24
CSG-PYDH28,13.031100,109.337170,PYDH28
CSG-PYDH30,12.998880,109.363950,PYDH30
CSG-PYDX01,13.377680,109.104000,PYDX01
CSG-PYDX03,13.296879,109.064711,PYDX03
CSG-PYDX04,13.399010,109.105300,PYDX04
CSG-PYDX05,13.342200,109.150320,PYDX05
CSG-PYDX08,13.339192,109.171102,PYDX08
CSG-PYDX20,13.372522,109.086060,PYDX20
CSG-PYDX23,13.323464,109.078436,PYDX23
CSG-PYDX25,13.364473,109.125588,PYDX25
CSG-PYPH01,13.041800,109.102750,PYPH01
CSG-PYPH02,13.056406,109.245334,PYPH02
CSG-PYPH03,13.081167,109.213840,PYPH03
CSG-PYPH04,13.037980,109.215390,PYPH04
CSG-PYPH07,13.038070,109.257045,PYPH07
CSG-PYPH08,13.024902,109.219833,PYPH08
CSG-PYPH09,13.056680,109.196980,PYPH09
CSG-PYPH10,13.013720,109.118390,PYPH10
CSG-PYPH11,13.099210,109.193860,PYPH11
CSG-PYPH12,13.083220,109.242130,PYPH12
CSG-PYPH13,13.085520,109.276050,PYPH13
CSG-PYPH17,13.066660,109.290080,PYPH17
CSG-PYPH18,13.079425,109.259634,PYPH18
CSG-PYPH19,13.050610,109.270540,PYPH19
CSG-PYPH26,13.010007,109.161929,PYPH26
CSG-PYPY01,13.087012,109.307015,PYPY01
CSG-PYPY04,13.096180,109.315380,PYPY04
CSG-PYPY05,13.078870,109.294510,PYPY05
CSG-PYPY06,13.089429,109.318326,PYPY06
CSG-PYPY09,13.063970,109.327520,PYPY09
CSG-PYPY10,13.085370,109.299110,PYPY10
CSG-PYPY13,13.050911,109.324931,PYPY13
CSG-PYPY14,13.165977,109.279330,PYPY14
CSG-PYPY16,13.142799,109.281176,PYPY16
CSG-PYPY20,13.093540,109.320550,PYPY20
CSG-PYPY21,13.099740,109.302990,PYPY21
CSG-PYPY32,13.086650,109.313540,PYPY32
CSG-PYPY33,13.039590,109.310590,PYPY33
CSG-PYPY34,13.061270,109.314730,PYPY34
CSG-PYPY35,13.069630,109.335320,PYPY35
CSG-PYPY38,13.163281,109.291970,PYPY38
CSG-PYPY39,13.113680,109.291289,PYPY39
CSG-PYPY40,13.120221,109.301418,PYPY40
CSG-PYPY42,13.077320,109.303460,PYPY42
CSG-PYPY46,13.093230,109.316450,PYPY46
CSG-PYPY47,13.089928,109.309517,PYPY47
CSG-PYPY49,13.086700,109.302700,PYPY49
CSG-PYPY54,13.102590,109.313690,PYPY54
CSG-PYPY58,13.088270,109.295100,PYPY58
CSG-PYPY59,13.092917,109.299971,PYPY59
CSG-PYPY60,13.131223,109.276418,PYPY60
CSG-PYPY63,13.091550,109.305400,PYPY63
CSG-PYPY66,13.114460,109.282710,PYPY66
CSG-PYPY67,13.096668,109.292926,PYPY67
CSG-PYPY68,13.107660,109.301580,PYPY68
CSG-PYSA05,13.195305,108.964204,PYSA05
CSG-PYSA09,13.204800,109.063400,PYSA09
CSG-PYSA10,13.063650,109.025280,PYSA10
CSG-PYSA11,13.123900,109.068900,PYSA11
CSG-PYSA12,13.147542,108.946691,PYSA12
CSG-PYSA13,13.197147,109.111128,PYSA13
CSG-PYSA14,13.085069,108.954368,PYSA14
CSG-PYSA16,13.062400,108.970800,PYSA16
CSG-PYTA01,13.295067,109.233463,PYTA01
CSG-PYTA05,13.339178,109.242915,PYTA05
CSG-PYTA06,13.319950,109.212910,PYTA06
CSG-PYTA07,13.262696,109.252363,PYTA07
CSG-PYTA08,13.307600,109.280920,PYTA08
CSG-PYTA09,13.316820,109.184580,PYTA09
CSG-PYTA10,13.196435,109.234565,PYTA10
CSG-PYTA11,13.250362,109.118627,PYTA11
CSG-PYTA12,13.184560,109.297250,PYTA12
CSG-PYTA13,13.351570,109.274260,PYTA13
CSG-PYTA15,13.225673,109.294264,PYTA15
CSG-PYTA16,13.294215,109.147350,PYTA16
CSG-PYTA19,13.202164,109.275974,PYTA19
CSG-PYTA29,13.332430,109.279147,PYTA29
CSG-PYTA30,13.182620,109.275830,PYTA30
CSG-PYTA32,13.245707,109.254983,PYTA32
CSG-PYTA33,13.352020,109.246270,PYTA33
CSG-PYTH03,12.931470,109.244090,PYTH03
CSG-PYTH05,12.968020,109.245480,PYTH05
CSG-PYTH06,12.948760,109.189370,PYTH06
CSG-PYTH08,12.945560,109.263310,PYTH08
CSG-PYTH09,12.977630,109.206280,PYTH09
CSG-PYTH10,12.963800,109.053900,PYTH10
CSG-PYTH11,12.985830,109.228690,PYTH11
CSG-PYTH12,12.932580,109.154840,PYTH12
CSG-PYTH16,13.008790,109.213720,PYTH16
CSG-PYTH17,12.992710,109.130420,PYTH17
CSG-VNPOST-HOADA,13.202660,109.270306,VNPOST-HOADA
CSG-VNPOST-SONTHANH,12.983640,109.095950,PYTH01
CSG-VNPOST-TUYAN,13.306107,109.213861,PYTA14
CSG-GLAK01,13.952720,108.657780,GLAK01
CSG-GLAK02,13.973810,108.679320,GLAK02
CSG-GLAK03,13.994930,108.654780,GLAK03
CSG-GLAK04,14.091850,108.662870,GLAK04
CSG-GLAK09,13.977730,108.714290,GLAK09
CSG-GLAK10,14.003130,108.689610,GLAK10
CSG-GLAK17,13.971830,108.671510,GLAK17
CSG-GLAP01,13.403590,108.441480,GLAP01
CSG-GLCP04,14.196630,107.960530,GLCP04
CSG-GLCP05,14.140360,107.952470,GLCP05
CSG-GLCP06,14.170630,107.867040,GLCP06
CSG-GLCP08,14.103990,107.930150,GLCP08
CSG-GLCP10,14.067000,107.989120,GLCP10
CSG-GLCP12,14.227290,107.989480,GLCP12
CSG-GLCR02,13.823480,107.892960,GLCR02
CSG-GLCR08,13.745480,107.857490,GLCR08
CSG-GLCR10,13.632520,107.926440,GLCR10
CSG-GLCR11,13.736433,107.956106,GLCR11
CSG-GLCR19,13.484200,107.873150,GLCR19
CSG-GLCR23,13.791677,108.001437,GLCR23
CSG-GLCR28,13.580290,107.865240,GLCR28
CSG-GLCR34,13.757243,107.878960,GLCR34
CSG-GLCR35,13.821010,107.945350,GLCR35
CSG-GLCS03,13.760400,108.025760,GLCS03
CSG-GLCS04,13.691980,108.028160,GLCS04
CSG-GLCS05,13.737380,108.118400,GLCS05
CSG-GLCS06,13.806316,108.107300,GLCS06
CSG-GLCS15,13.846910,108.055110,GLCS15
CSG-GLCS17,13.579162,108.228008,GLCS17
CSG-GLCS25,13.705290,108.090580,GLCS25
CSG-GLCS28,13.653370,108.098990,GLCS28
CSG-GLCS33,13.676608,108.087064,GLCS33
CSG-GLCU01,13.547519,108.099326,GLCU01
CSG-GLCU12,13.590040,107.958220,GLCU12
CSG-GLDC02,13.839550,107.809740,GLDC02
CSG-GLDC03,13.797480,107.644580,GLDC03
CSG-GLDC03_02,13.797480,107.644580,GLDC03
CSG-GLDC06,13.900640,107.708220,GLDC06
CSG-GLDC07,13.776283,107.596456,GLDC07
CSG-GLDD01,13.993140,108.118915,GLDD01
CSG-GLDD02,14.006370,108.206330,GLDD02
CSG-GLDD03,13.988697,108.155696,GLDD03
CSG-GLDD05,14.058670,108.086030,GLDD05
CSG-GLDD06,14.105310,108.116260,GLDD06
CSG-GLDD07,14.168500,108.140800,GLDD07
CSG-GLDD08,13.952179,108.136210,GLDD08
CSG-GLDD14,13.895440,108.049160,GLDD14
CSG-GLDD21,13.878516,108.127397,GLDD21
CSG-GLDP02,13.978610,108.526690,GLDP02
CSG-GLDP07,13.968950,108.482060,GLDP07
CSG-GLDP09,13.963024,108.633344,GLDP09
CSG-GLDP11,13.934780,108.601080,GLDP11
CSG-GLIG02,13.935120,107.787810,GLIG02
CSG-GLIG06_new,13.972574,107.956551,GLIG06
CSG-GLIG07,14.048790,107.942200,GLIG07
CSG-GLIG09,13.976130,107.882510,GLIG09
CSG-GLIG14,13.914600,107.925650,GLIG14
CSG-GLIG17,13.965700,107.593830,GLIG17
CSG-GLIG19,14.013475,107.640400,GLIG19
CSG-GLIG20,13.992230,107.845740,GLIG20
CSG-GLIG24,13.938641,107.481644,GLIG24
CSG-GLKP01,13.195388,108.688647,GLKP01
CSG-GLMY01,14.041600,108.252790,GLMY01
CSG-GLMY05,14.053780,108.292980,GLMY05
CSG-GLMY12,13.983830,108.232980,GLMY12
CSG-GLPK05,14.029330,107.989110,GLPK05
CSG-GLPK07,13.987730,108.087330,GLPK07
CSG-GLPK09,13.979040,108.055690,GLPK09
CSG-GLPK11,13.971270,108.008140,GLPK11
CSG-GLPK13,13.971380,108.033290,GLPK13
CSG-GLPK18,13.960260,108.005010,GLPK18
CSG-GLPK19,13.992850,108.039250,GLPK19
CSG-GLPK20,13.986849,107.990474,GLPK20
CSG-GLPK23,14.037850,108.012850,GLPK23
CSG-GLPK27,13.968490,107.992650,GLPK27
CSG-GLPK39,14.041358,107.977308,GLPK39
CSG-GLPK41,13.958800,108.073340,GLPK41
CSG-GLPK51,14.028600,107.964940,GLPK51
CSG-GLPK54,14.015099,107.991227,GLPK54
CSG-GLPK64,13.980390,108.076530,GLPK64
CSG-GLPK65,13.975834,108.006950,GLPK65
CSG-GLPK68,14.002680,107.988050,GLPK68
CSG-GLPK71,13.872870,107.977980,GLPK71
CSG-GLPK72,13.936668,108.008327,GLPK72
CSG-GLPK73,14.002580,108.050470,GLPK73
CSG-GLPK79,13.899140,108.017900,GLPK79
CSG-GLPK79_02,13.899140,108.017900,GLPK79
CSG-KTDH01,14.494330,107.925080,KTDH01
CSG-KTDH02,14.590890,107.915150,KTDH02
CSG-KTDH04,14.461810,107.911340,KTDH04
CSG-KTDH05,14.441530,107.954940,KTDH05
CSG-KTDH06,14.538350,107.919620,KTDH06
CSG-KTDH08,14.506540,108.009680,KTDH08
CSG-KTDH09,14.518508,107.946291,KTDH09
CSG-KTDH15,14.536350,107.951540,KTDH15
CSG-KTDH16,14.478336,107.933168,KTDH16
CSG-KTDH18,14.500710,107.954500,KTDH18
CSG-KTDH22,14.519900,107.915070,KTDH22
CSG-KTDT02,14.660380,107.775020,KTDT02
CSG-KTDT03,14.655490,107.825180,KTDT03
CSG-KTDT04,14.712266,107.829443,KTDT04
CSG-KTDT07,14.631563,107.848886,KTDT07
CSG-KTDT15,14.650120,107.842420,KTDT15
CSG-KTDT17,14.728074,107.752848,KTDT17
CSG-KTKT01,14.353860,108.002250,KTKT01
CSG-KTKT05,14.311783,107.989439,KTKT05
CSG-KTKT10,14.365150,108.000040,KTKT10
CSG-KTKT11,14.309690,107.931880,KTKT11
CSG-KTKT17,14.344831,107.925220,KTKT17
CSG-KTKT19,14.361260,108.020568,KTKT19
