BS_Name,BS_Lat,BS_Lon,Nearest_Router_Name,Nearest_Router_Lat,Nearest_Router_Lon,Router_Type,Router_Priority,Router_Site_ID,Route_Distance_KM,Status
Huế#CAX#Hương Trà,16.5235,107.4753,HUHA01,16.5252,107.47588,AGG,1,,0.3817,Success
Huế#CAX#Đan Điền,16.53095,107.4919,HUHA01,16.5252,107.47588,AGG,1,,2.6744,Success
Huế#CAX#Kim Trà,16.4913,107.5208,HUHA35,16.48894,107.52013,CSG,2,,0.3531,Success
Huế#CAX#Hương An,16.4687,107.5243,HUHA35,16.48894,107.52013,CSG,2,,3.6493,Success
Huế#CAX#Kim Long,16.4395,107.5244,HUPX73,16.45156,107.5304,AGG,1,,1.8377,Success
Huế#CAX#Hóa Châu,16.5544,107.5804,HUTH98,16.54452,107.57052,CSG,2,,1.7812,Success
Huế#CAX#Mỹ Thượng,16.5046,107.6264,HUTH2N,16.49246,107.60472,CSG,2,,3.8245,Success
Huế#CAX#Phú Xuân,16.4873,107.5877,HUPX23,16.491191,107.588892,CSG,2,,0.4532,Success
Huế#CAX#Dương Nỗ,16.5127,107.5997,HUTH1F,16.51095,107.60384,CSG,2,,0.5951,Success
Huế#CAX#Thuận An,16.54379,107.6362,HUTH1E,16.54695,107.63797,AGG,1,,0.4171,Success
Huế#CAX#Thuận Hóa,16.4514,107.5892,HUTH20,16.45221,107.58958,CSG,2,,0.1,Success
Huế#CAX#An Cựu,16.4588,107.6088,HUTH53,16.45983,107.60544,CSG,2,,0.3764,Success
Huế#CAX#Phú Hồ,16.45432,107.6804,HUPV27,16.45707,107.68002,CSG,2,,0.3095,Success
Huế#CAX#Vỹ Dạ,16.4783,107.5993,HUTH30,16.476861,107.597694,CSG,2,,0.3363,Success
Huế#CAX#Thanh Thủy (CS1),16.4431,107.6164,HUHT32,16.43964,107.614,AGG,1,,1.0701,Success
Huế#CAX#Hương Thủy,16.4232,107.6651,HUHT15,16.42381,107.6514,CSG,2,,2.1028,Success
Huế#CAX#Thủy Xuân,16.4447,107.5441,HUTH35,16.44359,107.54018,CSG,2,,0.5906,Success
Huế#CAX#Bình Điền,16.34926,107.5051,HUPX72,16.375989,107.564828,CSG,2,,7.6637,Success
Huế#CAX#A Lưới 5,16.30119,107.3368,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Huế#CAX#A Lưới 2,16.27597,107.2309,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Huế#CAX#A Lưới 1,16.313,107.1903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Huế#CAX#A Lưới 4,16.11256,107.3506,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Huế#CAX#A Lưới 3,16.23423,107.267,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Huế#CAX#Khe Tre,16.17023,107.7187,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Huế#CAX#Nam Đông,16.15848,107.7119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Huế#CAX#Long Quảng,16.12215,107.6324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Phú Yên#CAX#Xuân Cảnh,12.5193994,108.0419581,DLBT56,12.603598,108.032314,CSG,2,,20.0143,Success
Phú Yên#CAX#Xuân Lộc,13.624411,109.229295,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Phú Yên#CAX#Xuân Lãnh,13.48846,109.03109,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Phú Yên#CAX#Tuy An Nam,13.181704,109.28728,PYTA12,13.18456,109.29725,CSG,2,,1.7255,Success
Phú Yên#CAX#Ô Loan,13.240071,109.257643,PYTA32,13.245707,109.254983,CSG,2,,2.2932,Success
Phú Yên#CAX#Tuy An Đông,13.340476,109.254179,PYTA05,13.339178,109.242915,CSG,2,,1.4387,Success
Phú Yên#CAX#Xuân Thọ,13.397463,109.21378,PYTA06,13.31995,109.21291,CSG,2,,16.0051,Success
Phú Yên#CAX#Xuân Đài,13.39746,109.21377,PYTA06,13.31995,109.21291,CSG,2,,16.0055,Success
Phú Yên#CAX#Tuy An Bắc,13.308276,109.215649,PYTA14,13.306107,109.213861,AGG,1,,0.5273,Success
Phú Yên#CAX#Tuy An Tây,13.256135,109.171689,PYTA16,13.294215,109.14735,CSG,2,,7.6813,Success
Phú Yên#CAX#Phú Mỡ,13.355786,108.983261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Phú Yên#CAX#Xuân Phước,13.298438,109.066,PYDX03,13.29687879,109.0647112,CSG,2,,0.2709,Success
Phú Yên#CAX#Vân Hòa,13.0497487,108.9789,PYSA16,13.0624,108.9708,CSG,2,,1.8598,Success
Phú Yên#CAX#Tây Sơn,13.20336,109000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Phú Yên#CAX#Suối Trai,13.094242,108.889707,PYSA14,13.085069,108.954368,CSG,2,,7.5586,Success
Phú Yên#CAX#Ea Bá,12.969582,108.810929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Phú Yên#CAX#Ea Ly,12.97929,109000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Phú Yên#CAX#Đức Bình,12.932763,109.239138,PYTH03,12.93147,109.24409,CSG,2,,0.6558,Success
Phú Yên#CAX#Sơn Thành,12.984385,109.095316,PYTH01,12.98364,109.09595,CSG,2,,0.0929,Success
Phú Yên#CAX#Hòa Mỹ,12.96442,109.18387,PYTH06,12.94876,109.18937,CSG,2,,2.3232,Success
Phú Yên#CAX#Hòa Thịnh,12.932763,109.239138,PYTH03,12.93147,109.24409,CSG,2,,0.6558,Success
Phú Yên#CAX#Phú Hòa 2,13.082015,109.216297,PYPH03,13.081167,109.21384,CSG,2,,0.5655,Success
Phú Yên#CAX#Phú Yên,13.0529675,109.3105219,PYPY33,13.03959,109.31059,CSG,2,,1.562,Success
Phú Yên#CAX#Đông Hòa,12.990696,109.33169,PYDH20,12.98856,109.33191,CSG,2,,0.4832,Success
Phú Yên#CAX#Hòa Xuân,12.908726,109.36974,PYDH11,12.911037,109.368431,CSG,2,,0.3552,Success
Phú Yên#CAX#Hòa Hiệp (CS1),13.015105,109.356943,PYDH30,12.99888,109.36395,AGG,1,,3.5208,Success
Quảng Ngãi#CAX#Vạn Tường,15.33626,108.8415,QNBS03,15.338387,108.853323,CSG,2,,1.9135,Success
Quảng Ngãi#CAX#Đông Sơn,15.22855,108.8465,QNBS21,15.229375,108.846105,CSG,2,,0.1233,Success
Quảng Ngãi#CAX#Tịnh Khê,15.18297,108.8526,QNQN81,15.18833,108.85438,CSG,2,,0.6532,Success
Quảng Ngãi#CAX#An Phú,15.12683,108.8844,QNQN2D,15.132492,108.869301,CSG,2,,2.3913,Success
Quảng Ngãi#CAX#Bình Minh,15.27297,108.7029,QNBS64,15.2936,108.73354,CSG,2,,4.2671,Success
Quảng Ngãi#CAX#Bình Chương,15.27299,108.7215,QNBS28,15.26564,108.71051,CSG,2,,1.5647,Success
Quảng Ngãi#CAX#Sơn Tịnh,15.15489,108.7366,QNST07,15.156694,108.753965,CSG,2,,2.4844,Success
Quảng Ngãi#CAX#Bình Sơn,15.30289,108.7597,QNBS23,15.30476,108.75588,AGG,1,,0.7469,Success
Quảng Ngãi#CAX#Thọ Phong,15.2163,108.7615,QNST08,15.22559,108.76192,CSG,2,,1.2504,Success
Quảng Ngãi#CAX#Trương Quang Trọng,15.15547,108.7969,QNQN94,15.1545,108.79613,CSG,2,,0.1675,Success
Quảng Ngãi#CAX#Đông Trà Bồng,15.25119,108.5814,QNST30,15.2244,108.64533,CSG,2,,9.187,Success
Quảng Ngãi#CAX#Thanh Bồng,15.27637,108.4089,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Tây Trà Bồng,15.13808,108.3722,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Tây Trà,15.17295,108.3612,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Sơn Tây Hạ,14.92219,108.4505,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Sơn Tây,14.98852,108.3366,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Sơn Thủy,14.98897,108.5044,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Sơn Linh,15.00579,108.5657,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Trường Giang,15.17137,108.6408,QNST06,15.17048,108.667,CSG,2,,3.2693,Success
Quảng Ngãi#CAX#Sơn Hạ,15.11084,108.5751,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Cà Đam,15.17949,108.5883,QNST06,15.17048,108.667,CSG,2,,11.2193,Success
Quảng Ngãi#CAX#Ba Gia,15.23038,108.6905,QNBS28,15.26564,108.71051,CSG,2,,4.798,Success
Quảng Ngãi#CAX#Ba Dinh,14.74855,108.6801,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Ba Tô,14.72347,108.6224,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Ba Vì,14.70711,108.5582,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Sơn Kỳ,14.89265,108.5319,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Ba Vinh,14.83397,108.7039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Ba Động,14.82016,108.7657,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Thiện Tín,14.95658,108.7751,QNNH06,14.95662,108.77385,CSG,2,,0.3031,Success
Quảng Ngãi#CAX#Đình Cương,15.01525,108.8216,QNNH17,15.024905,108.808331,CSG,2,,2.306,Success
Quảng Ngãi#CAX#Nghĩa Hành,15.04397,108.7766,QNNH21,15.04501,108.78833,AGG,1,,1.5892,Success
Quảng Ngãi#CAX#Nghĩa Lộ,15.12072,108.787,QNQN12,15.12252,108.78558,CSG,2,,0.3689,Success
Quảng Ngãi#CAX#Sơn Mai,15.00387,108.7181,QNNH15,15.027016,108.722448,CSG,2,,2.805,Success
Quảng Ngãi#CAX#Phước Giang,15.04567,108.7422,QNNH05,15.045137,108.748902,CSG,2,,0.7531,Success
Quảng Ngãi#CAX#Trà Giang,15.1323,108.7129,QNTN06,15.12473,108.730144,CSG,2,,2.3163,Success
Quảng Ngãi#CAX#Nghĩa Giang,15.09571,108.7826,QNQN10,15.10499,108.7887,CSG,2,,1.9372,Success
Quảng Ngãi#CAX#Đặng Thùy Trâm,14.73572,108.8704,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Nguyễn Nghiêm,14.86414,108.8906,QNMD02,14.885983,108.918403,CSG,2,,4.4553,Success
Quảng Ngãi#CAX#Khánh Cường,14.74213,109.0294,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Ngãi#CAX#Sa Huỳnh,14.67479,109.0632,BDHN07,14.59101,109.03545,CSG,2,,12.6719,Success
Quảng Ngãi#CAX#Đức Phổ,14.80887,108.9569,QNDP04,14.81176,108.95303,CSG,2,,0.8127,Success
Quảng Ngãi#CAX#Trà Câu,14.86846,108.9285,QNMD02,14.885983,108.918403,CSG,2,,3.0253,Success
Quảng Ngãi#CAX#Mộ Đức,14.94789,108.8879,QNMD25,14.95053,108.88331,AGG,1,,1.0983,Success
Quảng Ngãi#CAX#Vệ Giang,15.04918,108.8491,QNTN12,15.041756,108.84757,CSG,2,,1.2933,Success
Quảng Ngãi#CAX#Cẩm Thành,15.11488,108.8134,QNQN19,15.118089,108.814294,CSG,2,,0.4983,Success
Quảng Ngãi#CAX#Lân Phong,14.92761,108.9179,QNMD24,14.93058,108.92199,CSG,2,,0.7395,Success
Quảng Ngãi#CAX#Mỏ Cày,14.98548,108.9127,QNMD11,14.98294,108.90771,CSG,2,,0.9471,Success
Quảng Ngãi#CAX#Long Phụng,15.04167,108.8642,QNMD27,15.039153,108.863327,CSG,2,,0.4103,Success
Quảng Ngãi#CAX#Tư Nghĩa,15.09092,108.8218,QNTN_Newsite1,15.0895363,108.8279395,AGG,1,,1.0991,Success
Quảng Ngãi#CAX#Ba Xa,14.67663,108.558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Đà Nẵng#CAX#Hải Châu,16.07896,108.2222,DNHC24,16.079285,108.221358,CSG,2,,0.1207,Success
Đà Nẵng#CAX#Hòa Cường,16.0378,108.2154,DNHC46,16.039222,108.217583,CSG,2,,0.4105,Success
Đà Nẵng#CAX#Thanh Khê,16.07077,108.1924,DNTK10,16.07129,108.18794,CSG,2,,0.7181,Success
Đà Nẵng#CAX#An Khê,16.05719,108.1815,DNTK08,16.053417,108.182278,CSG,2,,0.6027,Success
Đà Nẵng#CAX#An Hải,16.06611,108.2414,DNST87,16.06757,108.24173,AGG,1,,0.2314,Success
Đà Nẵng#CAX#Sơn Trà,16.08304,108.2291,DNST12,16.082181,108.23012,CSG,2,,0.2462,Success
Đà Nẵng#CAX#Ngũ Hành Sơn,16.03888,108.2423,DNNH59,16.04242,108.24671,CSG,2,,0.9279,Success
Đà Nẵng#CAX#Hòa Khánh,16.06367,108.1573,DNLC02,16.06294,108.16049,CSG,2,,0.5829,Success
Đà Nẵng#CAX#Hải Vân,16.10747,108.1261,DNLC22,16.109353,108.129976,CSG,2,,0.7552,Success
Đà Nẵng#CAX#Liên Chiểu,16.07665,108.1457,DNLC1P,16.081936,108.146558,CSG,2,,0.8432,Success
Đà Nẵng#CAX#Cẩm Lệ,16.01187,108.1974,DNCL30,16.01206,108.20144,CSG,2,,0.7762,Success
Đà Nẵng#CAX#Hòa Xuân,15.98567,108.2016,DNHV12,15.98037,108.20771,CSG,2,,0.9423,Success
Đà Nẵng#CAX#Hòa Tiến,15.97039,108.1807,DNHV04,15.97037,108.18099,AGG,1,,0.0351,Success
Đà Nẵng#CAX#Bà Nà,16.00011,108.1454,DNHV01,15.999806,108.145667,AGG,1,,0.1389,Success
Quảng Nam#CAX#Núi Thành,15.43312,108.6605,QANT38,15.43534,108.65253,CSG,2,,0.9793,Success
Quảng Nam#CAX#Tam Mỹ,15.41296,108.6423,QANT39,15.43567,108.63941,CSG,2,,3.4588,Success
Quảng Nam#CAX#Tam Anh,15.50558,108.6087,QANT46,15.5003,108.57149,CSG,2,,7.0708,Success
Quảng Nam#CAX#Đức Phú,15.43726,108.5287,QANT03,15.46107301,108.603811,AGG,1,,14.749,Success
Quảng Nam#CAX#Tam Xuân,15.54565,108.5216,QANT49,15.54611,108.52502,CSG,2,,1.0371,Success
Quảng Nam#CAX#Tam Kỳ,15.56375,108.4814,QATK24,15.56684,108.47923,CSG,2,,1.2626,Success
Quảng Nam#CAX#Quảng Phú,15.60622,108.5366,QANT04,15.58422,108.55311,CSG,2,,3.4256,Success
Quảng Nam#CAX#Hương Trà,15.54533,108.4841,QATK03,15.55694,108.48727,CSG,2,,1.4559,Success
Quảng Nam#CAX#Bàn Thạch,15.57577,108.4771,QATK71,15.579387,108.473777,AGG,1,,0.6339,Success
Quảng Nam#CAX#Tây Hồ,15.61694,108.4113,QATB34,15.63384,108.39618,CSG,2,,3.4538,Success
Quảng Nam#CAX#Phú Ninh,15.52352,108.4193,QAPN04,15.5338,108.4342,CSG,2,,2.0616,Success
Quảng Nam#CAX#Lãnh Ngọc,15.45851,108.1722,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Tiên Phước,15.48875,108.3079,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Thạnh Bình,15.42591,108.3193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Sơn Cẩm Hà,15.57462,108.2783,QATB42,15.62891,108.22826,CSG,2,,13.5341,Success
Quảng Nam#CAX#Trà Liên,15.35666,108.3244,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Trà Giáp,15.22252,108.2542,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Trà Tân,15.23992,108.1783,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Trà Đốc,15.36782,108.1483,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Trà Mai,15.14696,108.1143,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Trà Tập,15.15355,108.1085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Trà Vân,15.11066,108.1759,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Trà Linh,15.03806,108.0695,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Trà Leng,15.24319,108.0843,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Thăng An,15.75919,108.3935,QATB25,15.73733894,108.3844111,CSG,2,,4.1268,Success
Quảng Nam#CAX#Thăng Trường,15.65096,108.4856,QATB35,15.65546,108.50342,AGG,1,,2.4914,Success
Quảng Nam#CAX#Thăng Điền,15.64444,108.4255,QATB31,15.6512,108.42046,AGG,1,,1.3904,Success
Quảng Nam#CAX#Thăng Phú,15.6326,108.3741,QATB34,15.63384,108.39618,CSG,2,,2.5096,Success
Quảng Nam#CAX#Đồng Dương,15.67675,108.3053,QATB07,15.70385,108.3267,CSG,2,,4.0583,Success
Quảng Nam#CAX#Quế Sơn Trung,15.73686,108.2884,QAQS10,15.73936,108.29134,CSG,2,,0.4135,Success
Quảng Nam#CAX#Xuân Phú,15.77703,108.3351,QATB11,15.7645,108.34095,CSG,2,,2.0617,Success
Quảng Nam#CAX#Nông Sơn,15.7129,108.0605,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Quế Phước,15.69009,108.0378,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Duy Nghĩa,15.8558,108.3747,QAHA18,15.8707757,108.3668772,CSG,2,,3.3182,Success
Quảng Nam#CAX#Nam Phước,15.83042,108.2721,QADX20,15.83305,108.27284,CSG,2,,0.4186,Success
Quảng Nam#CAX#Thu Bồn,15.82998,108.1244,QADX19,15.82707,108.12114,CSG,2,,0.7091,Success
Quảng Nam#CAX#Điện Bàn Đông,15.949,108.2549,QADB02,15.95509,108.2549,CSG,2,,0.6742,Success
Quảng Nam#CAX#An Thắng,15.92015,108.2215,QADB08,15.90959,108.23822,CSG,2,,2.8191,Success
Quảng Nam#CAX#Điện Bàn Bắc,15.92376,108.1573,QADB52,15.90605,108.1592,CSG,2,,2.6306,Success
Quảng Nam#CAX#Điện Bàn Tây,15.88845,108.1499,QADLMA01,15.88095,108.11899,AGG,1,,3.5487,Success
Quảng Nam#CAX#Gò Nổi,15.84047,108.1723,QADB54,15.85333,108.19631,CSG,2,,3.9201,Success
Quảng Nam#CAX#Hội An Đông,15.88636,108.3625,QAHA18,15.8707757,108.3668772,CSG,2,,2.136,Success
Quảng Nam#CAX#Hội An Tây,15.88521,108.308,QAHA06,15.89214,108.32104,AGG,1,,2.0211,Success
Quảng Nam#CAX#Hà Nha,15.86967,108.053,QADL11,15.87941,108.07823,CSG,2,,3.4997,Success
Quảng Nam#CAX#Thượng Đức,15.86178,107.9126,QADL34,15.8488,107.94628,CSG,2,,7.2314,Success
Quảng Nam#CAX#Vu Gia,15.84647,108.0867,QADL15,15.84638,108.08684,CSG,2,,0,Success
Quảng Nam#CAX#Phú Thuận,15.80999,108.0384,QADL02,15.85217,108.06094,CSG,2,,8.7849,Success
Quảng Nam#CAX#Bến Giằng,15.69034,107.7646,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Nam Giang,15.67655,107.4983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Đắc Pring,15.58896,107.5377,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#La Dêê,15.59786,107.4555,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#La Êê,15.709,107.3338,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Sông Vàng,15.96107,107.9219,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Sông Kôn,15.96371,107.8131,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Bến Hiên,15.83977,107.6819,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#A Vương,15.92919,107.5326,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Tây Giang,15.88751,107.4943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Hùng Sơn,15.82954,107.3508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Việt An,15.60395,108.1674,QATB42,15.62891,108.22826,CSG,2,,7.9688,Success
Quảng Nam#CAX#Phước Trà,15.54102,108.0423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Phước Năng,15.42105,107.7728,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Phước Chánh,15.3183,107.8123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Phước Thành,15.28646,107.8914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Quảng Nam#CAX#Phước Hiệp,15.46271,107.9382,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#Hội Phú,13.95765,108.0329,GLPK13,13.97138,108.03329,CSG,2,,2.9293,Success
Gia Lai#CAX#Thống Nhất,14.01838,107.9888,GLPK54,14.0150989,107.9912269,CSG,2,,0.8418,Success
Gia Lai#CAX#Diên Hồng,13.96712,107.9919,GLPK27,13.96849,107.99265,CSG,2,,0.2112,Success
Gia Lai#CAX#Biển Hồ,14.05828,108.0379,GLPK23,14.03785,108.01285,CSG,2,,3.8141,Success
Gia Lai#CAX#Gào,13.88514,107.9095,GLIG14,13.9146,107.92565,CSG,2,,5.6948,Success
Gia Lai#CAX#Ia Ly,14.20828,107.8375,GLCP06,14.17063,107.86704,CSG,2,,5.7633,Success
Gia Lai#CAX#Chư Păh,14.10218,107.9681,GLCP08,14.10399,107.93015,CSG,2,,4.1715,Success
Gia Lai#CAX#Ia Khươl,14.21644,108.0466,GLCP12,14.22729,107.98948,CSG,2,,7.6397,Success
Gia Lai#CAX#Ia Phí,14.13506,107.8902,GLCP06,14.17063,107.86704,CSG,2,,5.0995,Success
Gia Lai#CAX#Bàu Cạn,13.82045,107.8712,GLCR02,13.82348,107.89296,CSG,2,,3.3739,Success
Gia Lai#CAX#Ia Boòng,13.70417,107.8934,GLCR11,13.7364332,107.956106,AGG,1,,8.988,Success
Gia Lai#CAX#Ia Lâu,13.48368,107.8729,GLCR19,13.4842,107.87315,CSG,2,,0,Success
Gia Lai#CAX#Ia Pia,13.59498,107.8897,GLCR28,13.58029,107.86524,CSG,2,,3.6786,Success
Gia Lai#CAX#Ia Tôr,13.737223,107.953534,GLCR11,13.7364332,107.956106,AGG,1,,0.4746,Success
Gia Lai#CAX#Bờ Ngoong,13.83111,108.1211,GLCS06,13.806316,108.1073,CSG,2,,3.4578,Success
Gia Lai#CAX#Ia Ko,13.58475,108.007116,GLCU12,13.59004,107.95822,CSG,2,,5.6544,Success
Gia Lai#CAX#AlBá,13.73727,108.1185,GLCS05,13.73738,108.1184,CSG,2,,0,Success
Gia Lai#CAX#Ia Le,13.45713,108.0913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#Ia Hrú,13.617778,108.114289,GLCS28,13.65337,108.09899,CSG,2,,4.829,Success
Gia Lai#CAX#An Bình,13.959361,108.61423,GLDP09,13.963024,108.6333436,CSG,2,,2.1587,Success
Gia Lai#CAX#Cửu An,13.979393,108.708116,GLAK09,13.97773,108.71429,CSG,2,,0.7927,Success
Gia Lai#CAX#Ya Hội,13.921656,108.622787,GLDP11,13.93478,108.60108,CSG,2,,4.4718,Success
Gia Lai#CAX#Kbang,14.14569,108.6028,GLAK04,14.09185,108.66287,CSG,2,,10.4539,Success
Gia Lai#CAX#Kông Bơ La,14.03458,108.6283,GLAK03,13.99493,108.65478,CSG,2,,6.1747,Success
Gia Lai#CAX#Tơ Tung,14.04349,108.527,GLDP02,13.97861,108.52669,CSG,2,,8.6746,Success
Gia Lai#CAX#Sơn Lang,14.262231,108.573973,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#Đak Rong,14.41259,108.4605,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#Ya Ma,13.760098,108.558788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#Chư Krey,13.868823,108.436468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#SRó,13.69352,108.61827,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#Đăk Song,13.652167,108.774582,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#Chơ Long,13.797103,108.43058,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#Ayun Pa,13.401049,108.437849,GLAP01,13.40359,108.44148,CSG,2,,0.6639,Success
Gia Lai#CAX#Ia Rbol,13.384636,108.417832,GLAP01,13.40359,108.44148,CSG,2,,3.9547,Success
Gia Lai#CAX#Ia Sao,13.367999,108.465716,GLAP01,13.40359,108.44148,CSG,2,,6.0393,Success
Gia Lai#CAX#Chư A Thai,13.56658,108.3058,GLCS17,13.579162,108.228008,CSG,2,,14.0274,Success
Gia Lai#CAX#Ia Hiao,13.454286,108.399272,GLAP01,13.40359,108.44148,CSG,2,,7.7299,Success
Gia Lai#CAX#Pờ Tó,13.58448,108.4317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#Ia Tul,13.437678,108.469228,GLAP01,13.40359,108.44148,CSG,2,,8.1468,Success
Gia Lai#CAX#Phú Túc,13.204274,108.683067,GLKP01,13.195388,108.688647,CSG,2,,1.3587,Success
Gia Lai#CAX#Ia Dreh,13.123499,108.69745,GLKP01,13.195388,108.688647,CSG,2,,9.2075,Success
Gia Lai#CAX#Ia Rsai,13.306088,108.603516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#Uar,13.32045,108.5871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No router in radius
Gia Lai#CAX#Đăk Đoa,13.99525,108.1132,GLDD01,13.9931398,108.1189152,AGG,1,,1.3111,Success
Gia Lai#CAX#Kon Gang,14.05945,108.0952,GLDD05,14.05867,108.08603,CSG,2,,1.268,Success
Gia Lai#CAX#Ia Băng,13.89347,108.0485,GLDD14,13.89544,108.04916,CSG,2,,0.4006,Success
