Name,Lat,Lon
Đăk Lăk#Phòng#Trại tạm giam Buôn Mê Thuột,12.71203,108.0661
Đăk Lăk#Phòng#Cảng hàng không Buôn Mê Thuột,12.664,108.1171
"Đăk Lăk#Phòng#Cơ sở cai nghiện (X. Tân Tiến, H. Kron Pắc)",12.65602,108.3431
Đăk Lăk#Phòng#Trung tâm huấn luyện PX01,12.67325,108.0336
Khánh Hòa#TTCMKV#CAT Khánh Hòa,12.23211,109.1958
Khánh Hòa#TTCMKV#Diên Khánh,12.2563,109.0941
Khánh Hòa#TTCMKV#Khánh Vĩnh,12.28142,108.9056
Khánh Hòa#TTCMKV#Ninh Hòa,12.50973,109.1375
Khánh Hòa#TTCMKV#Vạn Ninh,12.69077,109.2209
Khánh Hòa#TTCMKV#Cam Lâm,12.07444,109.1681
Khánh Hòa#TTCMKV#Cam Ranh,11.92552,109.1637
Khánh Hòa#Phòng#Khánh Sơn,12.0057,108.9494
Khánh Hòa#Phòng#Cam Phước Đông,11.94161,109.1131
Ninh Thuận#TTCMKV#TT Phan Rang,11.58211,108.9728
Ninh Thuận#Phòng#Đông Hải,11.5643,109.0101
Ninh Thuận#Phòng#PC07 cơ sở 2,11.56495,109.002
Ninh Thuận#Phòng#PC10 cơ sở 2,11.55308,109.0064
Ninh Thuận#TTCMKV#TT Phan Rang 2,11.58211,108.9728
Ninh Thuận#TTCMKV#Ninh Phước,11.52846,108.9327
Ninh Thuận#Phòng#Thuận Nam,11.47223,108.9149
Ninh Thuận#Phòng#PC10 cơ sở 2,11.55308,109.0064
Ninh Thuận#Phòng#Ninh Hải,11.59783,109.0311
Ninh Thuận#TTCMKV#Thuận Bắc,11.71162,109.062
Ninh Thuận#TTCMKV#Ninh Sơn,11.77645,108.7808
Ninh Thuận#TTCMKV#Bác Ái,11.8405,108.904
Ninh Thuận#Phòng#Bảo An,11.58211,108.9728
Khánh Hòa#Phòng#CATP Nha trang cũ,12.24647,109.1894
Khánh Hòa#Phòng#PC06,12.24753,109.1896
Khánh Hòa#Phòng#PA08,12.24755,109.19
Khánh Hòa#Phòng#PA06 cs1,12.25373,109.1942
Khánh Hòa#Phòng#PC08 csc,12.24904,109.1841
Khánh Hòa#Phòng#Nhà tạm giam Diên Khánh,12.24635,109.0729
Khánh Hòa#Phòng#Trại giam A2,12.31491,109.0257
Khánh Hòa#Phòng#PC07,12.2391,109.1866
Khánh Hòa#Phòng#PA06 cs2,12.23647,109.1846
Khánh Hòa#Phòng#PC11a,12.1757,109.1737
Khánh Hòa#Phòng#PC02,12.21899,109.2043
Khánh Hòa#Phòng#PK02 cs1,12.27875,109.1889
Khánh Hòa#Phòng#Trung đoàn CSCĐ-E23,12.28833,109.1638
Khánh Hòa#Phòng#PK02 cs2,12.33893,109.1952
Khánh Hòa#Phòng#Trạm CSGT Ninh An cũ,12.53169,109.1604
Ninh Thuận#Phòng#Trại giam Sông Cái,11.82359,108.8002
Ninh Thuận#Phòng#PC11B,11.76602,109.06
Huế#Phòng#Nguyễn Thái Học,16.46768,107.595
Quảng Ngãi#Phòng ban#TT Quảng Ngãi (mới),15.12304,108.8256
"Quảng Ngãi#Phòng ban#Khối Phòng PA08,PA05",15.11382,108.7964
"Quảng Ngãi#Phòng ban#Đội csgt đường thủy, PC08",15.22061,108.9128
Quảng Ngãi#Phòng ban#Trung tâm HLBD NV- PX01,15.12194,108.817
Quảng Ngãi#Phòng ban#khối phòng CAT KV P.NL,15.12811,108.7955
Khánh Hòa#Phòng#Nhà nghỉ dưỡng 378 BCA,12.25676,109.1976
Khánh Hòa#Phòng#PC08 (xử lý vi phạm),12.24807,109.1858
Khánh Hòa#Phòng#PC08 (CSGT đường thủy),12.1976,109.2157
Khánh Hòa#Phòng#NTG Nha Trang cũ,12.27693,109.1884
Khánh Hòa#Phòng#Cảng HKQT Cam Ranh,11.99821,109.2188
Khánh Hòa#Phòng#Trung tâm Cai nghiện Khánh Bình,12.40598,108.9571
Quảng Trị#Phòng#PC11A - Phân Trại Gio Linh,16.92754,107.0942
Quảng Trị#Phòng#PC11A - Phân Trại Hướng Hoá,16.6945,106.8796
Quảng Trị#Phòng#PC11A - Phân Trại Triệu Phong ,16.77012,107.1639
"Quảng Trị#Phòng#Phòng PH10, Nhà Nghỉ dưỡng Cửa Việt",16.91051,107.1878
Quảng Trị#Phòng#Phòng PH10 Bệnh xá Cơ sở 1 - Phía Nam,16.7889,107.1041
"Quảng Trị#Phòng#Phòng PC08, trạm cảnh sát Giao thông Hải Lăng ",16.66777,107.2694
"Quảng Trị#Phòng#Phòng PC07, Đội PCCC Khu vực 2 ",16.62004,106.6037
"Quảng Trị#Phòng#Phòng PC07, Đội PCCC khu vực 3",17.07781,106.9983
"Quảng Trị#Phòng#Phòng PC07, Đội PCCC khu vực 4",16.91703,107.0967
"Quảng Trị#Phòng#Phòng PC07, Đội PCCC khu vực 5",16.75634,107.1986
"Quảng Trị#Phòng#Phòng PC07, Đội PCCC khu vực 6",16.70092,106.8858
"Quảng Trị#Phòng#Phòng PC07, Đội PCCC khu vực Hải lăng",16.71074,107.2445
"Quảng Trị#Phòng#Phòng PA08, Trạm cửa khẩu Lao Bảo",16.62318,106.5922
"Quảng Trị#Phòng#Phòng PA08, Trạm cửa khẩu La Lay",16.3149,106.968445
Quảng Trị#CAX#Vĩnh Hoàng,17.06962,107.0328
Quảng Trị#CAX#Bến Quan,17.07631,106.8629
Quảng Trị#CAX#Cồn Tiên,16.91979,106.9617
Quảng Trị#CAX#Cửa Tùng,17.00582,107.0823
Quảng Trị#CAX#Cửa Việt,16.90575,107.1769
Quảng Trị#CAX#Hiếu Giang,16.80435,107.0406
Quảng Trị#CAX#Vĩnh Thủy,16.98844,107.0342
Quảng Trị#CAX#Bến Hải,16.98909,107.1067
Quảng Trị#CAX#Gio Linh,16.92741,107.0928
Quảng Trị#CAX#Đông Hà,16.81241,107.0893
Quảng Trị#CAX#Nam Hải Lăng,16.62344,107.3062
Quảng Trị#CAX#Mỹ Thủy,16.72653,107.335
Quảng Trị#CAX#Vĩnh Định,16.7645,107.224
Quảng Trị#CAX#Triệu Bình,16.83946,107.1305
Quảng Trị#CAX#Nam Cửa Việt,16.86187,107.1743
Quảng Trị#CAX#Triệu Cơ,16.76343,107.2432
Quảng Trị#CAX#Nam Đông Hà,16.81566,107.1054
Quảng Trị#CAX#Triệu Phong,16.7704,107.168
Quảng Trị#CAX#Ái Tử,16.791,107.1727
Quảng Trị#CAX#Hải Lăng,16.7306,107.2084
Quảng Trị#CAX#Ba Lòng,16.6599,106.9511
Quảng Trị#CAX#Đakrông,16.65462,106.7961
Quảng Trị#CAX#Hướng Phùng,16.73454,106.5769
Quảng Trị#CAX#Hướng Lập,16.88643,106.569
Quảng Trị#CAX#Tân Lập,16.616,106.7009
Quảng Trị#CAX#Lao Bảo,16.60345,106.6298
Quảng Trị#CAX#Lìa,16.4859,106.7016
Quảng Trị#CAX#A Dơi,16.4777,106.7451
Quảng Trị#CAX#Khe Sanh,16.6299,106.7378
Quảng Trị#CAX#Tà Rụt,16.39185,106.9887
Quảng Trị#CAX#La Lay,16.37402,107.0053
Huế#CAX#Phú Vinh,16.41302,107.8119
Huế#CAX#Vinh Lộc,16.35248,107.9012
Huế#CAX#Chân Mây_Lăng Cô,16.2408,108.0784
Huế#CAX#Hưng Lộc,16.26203,107.7031
Huế#CAX#Lộc An,16.26916,107.7815
Huế#CAX#Phong Dinh,16.66089,107.3833
Huế#CAX#Phong Phú,16.70486,107.3639
Huế#CAX#Phong Quảng,16.66898,107.4792
Huế#CAX#Phong Thái,16.55514,107.4529
Huế#CAX#Hương Trà,16.5235,107.4753
Huế#CAX#Đan Điền,16.53095,107.4919
Huế#CAX#Kim Trà,16.4913,107.5208
Huế#CAX#Hương An,16.4687,107.5243
Huế#CAX#Kim Long,16.4395,107.5244
Huế#CAX#Hóa Châu,16.5544,107.5804
Huế#CAX#Mỹ Thượng,16.5046,107.6264
Huế#CAX#Phú Xuân,16.4873,107.5877
Huế#CAX#Dương Nỗ,16.5127,107.5997
Huế#CAX#Thuận An,16.54379,107.6362
Huế#CAX#Thuận Hóa,16.4514,107.5892
Huế#CAX#An Cựu,16.4588,107.6088
Huế#CAX#Phú Hồ,16.45432,107.6804
Huế#CAX#Vỹ Dạ,16.4783,107.5993
Huế#CAX#Thanh Thủy (CS1),16.4431,107.6164
Huế#CAX#Hương Thủy,16.4232,107.6651
Huế#CAX#Thủy Xuân,16.4447,107.5441
Huế#CAX#Bình Điền,16.34926,107.5051
Huế#CAX#A Lưới 5,16.30119,107.3368
Huế#CAX#A Lưới 2,16.27597,107.2309
Huế#CAX#A Lưới 1,16.313,107.1903
Huế#CAX#A Lưới 4,16.11256,107.3506
Huế#CAX#A Lưới 3,16.23423,107.267
Huế#CAX#Khe Tre,16.17023,107.7187
Huế#CAX#Nam Đông,16.15848,107.7119
Huế#CAX#Long Quảng,16.12215,107.6324
Phú Yên#CAX#Xuân Cảnh,12.5193994,108.0419581
Phú Yên#CAX#Xuân Lộc,13.624411,109.229295
Phú Yên#CAX#Xuân Lãnh,13.48846,109.03109
Phú Yên#CAX#Tuy An Nam,13.181704,109.28728
Phú Yên#CAX#Ô Loan,13.240071,109.257643
Phú Yên#CAX#Tuy An Đông,13.340476,109.254179
Phú Yên#CAX#Xuân Thọ,13.397463,109.21378
Phú Yên#CAX#Xuân Đài,13.39746,109.21377
Phú Yên#CAX#Tuy An Bắc,13.308276,109.215649
Phú Yên#CAX#Tuy An Tây,13.256135,109.171689
Phú Yên#CAX#Phú Mỡ,13.355786,108.983261
Phú Yên#CAX#Xuân Phước,13.298438,109.066
Phú Yên#CAX#Vân Hòa,13.0497487,108.9789
Phú Yên#CAX#Tây Sơn,13.20336,109000000
Phú Yên#CAX#Suối Trai,13.094242,108.889707
Phú Yên#CAX#Ea Bá,12.969582,108.810929
Phú Yên#CAX#Ea Ly,12.97929,109000000
Phú Yên#CAX#Đức Bình,12.932763,109.239138
Phú Yên#CAX#Sơn Thành,12.984385,109.095316
Phú Yên#CAX#Hòa Mỹ,12.96442,109.18387
Phú Yên#CAX#Hòa Thịnh,12.932763,109.239138
Phú Yên#CAX#Phú Hòa 2,13.082015,109.216297
Phú Yên#CAX#Phú Yên,13.0529675,109.3105219
Phú Yên#CAX#Đông Hòa,12.990696,109.33169
Phú Yên#CAX#Hòa Xuân,12.908726,109.36974
Phú Yên#CAX#Hòa Hiệp (CS1),13.015105,109.356943
Quảng Ngãi#CAX#Vạn Tường,15.33626,108.8415
Quảng Ngãi#CAX#Đông Sơn,15.22855,108.8465
Quảng Ngãi#CAX#Tịnh Khê,15.18297,108.8526
Quảng Ngãi#CAX#An Phú,15.12683,108.8844
Quảng Ngãi#CAX#Bình Minh,15.27297,108.7029
Quảng Ngãi#CAX#Bình Chương,15.27299,108.7215
Quảng Ngãi#CAX#Sơn Tịnh,15.15489,108.7366
Quảng Ngãi#CAX#Bình Sơn,15.30289,108.7597
Quảng Ngãi#CAX#Thọ Phong,15.2163,108.7615
Quảng Ngãi#CAX#Trương Quang Trọng,15.15547,108.7969
Quảng Ngãi#CAX#Đông Trà Bồng,15.25119,108.5814
Quảng Ngãi#CAX#Thanh Bồng,15.27637,108.4089
Quảng Ngãi#CAX#Tây Trà Bồng,15.13808,108.3722
Quảng Ngãi#CAX#Tây Trà,15.17295,108.3612
Quảng Ngãi#CAX#Sơn Tây Hạ,14.92219,108.4505
Quảng Ngãi#CAX#Sơn Tây,14.98852,108.3366
Quảng Ngãi#CAX#Sơn Thủy,14.98897,108.5044
Quảng Ngãi#CAX#Sơn Linh,15.00579,108.5657
Quảng Ngãi#CAX#Trường Giang,15.17137,108.6408
Quảng Ngãi#CAX#Sơn Hạ,15.11084,108.5751
Quảng Ngãi#CAX#Cà Đam,15.17949,108.5883
Quảng Ngãi#CAX#Ba Gia,15.23038,108.6905
Quảng Ngãi#CAX#Ba Dinh,14.74855,108.6801
Quảng Ngãi#CAX#Ba Tô,14.72347,108.6224
Quảng Ngãi#CAX#Ba Vì,14.70711,108.5582
Quảng Ngãi#CAX#Sơn Kỳ,14.89265,108.5319
Quảng Ngãi#CAX#Ba Vinh,14.83397,108.7039
Quảng Ngãi#CAX#Ba Động,14.82016,108.7657
Quảng Ngãi#CAX#Thiện Tín,14.95658,108.7751
Quảng Ngãi#CAX#Đình Cương,15.01525,108.8216
Quảng Ngãi#CAX#Nghĩa Hành,15.04397,108.7766
Quảng Ngãi#CAX#Nghĩa Lộ,15.12072,108.787
Quảng Ngãi#CAX#Sơn Mai,15.00387,108.7181
Quảng Ngãi#CAX#Phước Giang,15.04567,108.7422
Quảng Ngãi#CAX#Trà Giang,15.1323,108.7129
Quảng Ngãi#CAX#Nghĩa Giang,15.09571,108.7826
Quảng Ngãi#CAX#Đặng Thùy Trâm,14.73572,108.8704
Quảng Ngãi#CAX#Nguyễn Nghiêm,14.86414,108.8906
Quảng Ngãi#CAX#Khánh Cường,14.74213,109.0294
Quảng Ngãi#CAX#Sa Huỳnh,14.67479,109.0632
Quảng Ngãi#CAX#Đức Phổ,14.80887,108.9569
Quảng Ngãi#CAX#Trà Câu,14.86846,108.9285
Quảng Ngãi#CAX#Mộ Đức,14.94789,108.8879
Quảng Ngãi#CAX#Vệ Giang,15.04918,108.8491
Quảng Ngãi#CAX#Cẩm Thành,15.11488,108.8134
Quảng Ngãi#CAX#Lân Phong,14.92761,108.9179
Quảng Ngãi#CAX#Mỏ Cày,14.98548,108.9127
Quảng Ngãi#CAX#Long Phụng,15.04167,108.8642
Quảng Ngãi#CAX#Tư Nghĩa,15.09092,108.8218
Quảng Ngãi#CAX#Ba Xa,14.67663,108.558
Đà Nẵng#CAX#Hải Châu,16.07896,108.2222
Đà Nẵng#CAX#Hòa Cường,16.0378,108.2154
Đà Nẵng#CAX#Thanh Khê,16.07077,108.1924
Đà Nẵng#CAX#An Khê,16.05719,108.1815
Đà Nẵng#CAX#An Hải,16.06611,108.2414
Đà Nẵng#CAX#Sơn Trà,16.08304,108.2291
Đà Nẵng#CAX#Ngũ Hành Sơn,16.03888,108.2423
Đà Nẵng#CAX#Hòa Khánh,16.06367,108.1573
Đà Nẵng#CAX#Hải Vân,16.10747,108.1261
