BS_Name,BS_Lat,BS_Lon,Nearest_Router_Name,Nearest_Router_Lat,Nearest_Router_Lon,Route_Distance_KM,Status
2628-DL130,12.708153,108.282618,CSG-DLKP25,12.710978,108.289547,1.0566,Success
2628-DL131,12.768728,108.321419,N/A,N/A,N/A,N/A,No router in radius
2628-DL132,12.819991,108.450124,CSG-DLEK01,12.812267,108.446527,1.2025,Success
2628-DL133,13.038316,108.218487,CSG-DLKB31,13.045997,108.226398,1.64,Success
2628-DL134,13.016996,108.141695,CSG-DLKB22,13.011552,108.152158,1.6633,Success
2628-DL135,12.689142,108.798957,N/A,N/A,N/A,N/A,No router in radius
2628-DL136,12.669673,108.817075,N/A,N/A,N/A,N/A,No router in radius
2628-DL137,12.76929,108.697239,N/A,N/A,N/A,N/A,No router in radius
2628-DL138,12.456374,108.215737,N/A,N/A,N/A,N/A,No router in radius
2628-DL139,12.404454,108.189262,CSG-DLLK02,12.406426,108.199624,1.3553,Success
2628-DL140,12.23392,108.122837,N/A,N/A,N/A,N/A,No router in radius
2628-DL141,13.275445,108.171167,N/A,N/A,N/A,N/A,No router in radius
2628-DL142,13.232787,108.221607,N/A,N/A,N/A,N/A,No router in radius
2628-DL143,12.774014,108.191787,N/A,N/A,N/A,N/A,No router in radius
2628-DL144,12.802575,108.189959,N/A,N/A,N/A,N/A,No router in radius
2628-DL145,13.155547,108.241238,N/A,N/A,N/A,N/A,No router in radius
2628-DL146,13.134887,108.246089,N/A,N/A,N/A,N/A,No router in radius
2628-DL148,12.660497,108.222996,N/A,N/A,N/A,N/A,No router in radius
2628-DL149,12.675232,108.292053,N/A,N/A,N/A,N/A,No router in radius
2628-DL150,12.66507,108.331955,CSG-DLKP17,12.662,108.34816,3.7327,Success
2628-DL151,12.645814,108.399958,N/A,N/A,N/A,N/A,No router in radius
2628-DL152,12.629846,108.468203,N/A,N/A,N/A,N/A,No router in radius
2628-DL153,12.61455,108.521432,N/A,N/A,N/A,N/A,No router in radius
2628-DL154,12.591775,108.566955,N/A,N/A,N/A,N/A,No router in radius
2628-DL155,12.579977,108.59224,N/A,N/A,N/A,N/A,No router in radius
2628-DL156,12.544873,108.708888,N/A,N/A,N/A,N/A,No router in radius
2628-DL157,12.521951,108.83698,N/A,N/A,N/A,N/A,No router in radius
2628-DL158,12.609428,107.966681,CSG-DLBT18,12.62536,107.9634,1.9815,Success
2628-DL159,12.589128,107.978049,N/A,N/A,N/A,N/A,No router in radius
2628-DL160,12.580529,108.017629,N/A,N/A,N/A,N/A,No router in radius
2628-DL161,12.604371,108.076586,N/A,N/A,N/A,N/A,No router in radius
2828-DL162,12.893039,108.094761,N/A,N/A,N/A,N/A,No router in radius
2628-DN001,16.052793,108.202384,CSG-DNHC54,16.04813,108.20838,1.0836,Success
2628-DN002,16.056648,108.201892,CSG-DNTK01_IXR-E,16.05868,108.2069,1.0027000000000001,Success
2628-DN003,15.993016,107.991664,N/A,N/A,N/A,N/A,No router in radius
2628-DN004,15.994768,107.990508,N/A,N/A,N/A,N/A,No router in radius
2628-DN005,16.019487,108.041695,N/A,N/A,N/A,N/A,No router in radius
2628-DN006,16.098288,108.279986,N/A,N/A,N/A,N/A,No router in radius
2628-DN007,16.07058,108.245438,CSG-DNST87,16.06757,108.24173,0.9531000000000001,Success
2628-DN008,16.123992,108.3105,N/A,N/A,N/A,N/A,No router in radius
2628-DN009,16.0444969,108.2500584,CSG-DNNH59_IXR-E,16.04242,108.24671,0.6695,Success
2628-DN012,16.06684,108.201728,CSG-DNTK23,16.06843,108.19952,0.395,Success
2628-DN013,16.069794,108.200946,CSG-DNTK13_IXR-E,16.071265,108.200369,0.305,Success
2628-DN014,16.0406966,108.1888129,CSG-DNTK02_IXR-E,16.03683,108.18905,0.527,Success
2628-DN015,16.0997873,108.2506244,CSG-DNST71_IXR-E,16.09782,108.24995,0.3261,Success
2628-DN016,16.014434,108.2194,CSG-DNCL56,16.01077,108.22035,0.5889,Success
2628-DN017,16.071734,108.179278,CSG-DNTK31,16.07298,108.17773,0.22190000000000001,Success
2628-DN018,15.98794,108.21583,CSG-DNHV36,15.991778,108.207528,1.4658,Success
2628-DN019,16.0626573,108.2120638,CSG-DNTK46,16.06104,108.21367,0.5341,Success
2628-DN020,16.021799,108.243826,CSG-DNNH33,16.02587,108.23964,0.77,Success
2628-DN021,16.019629,108.223437,CSG-DNCL56,16.01077,108.22035,1.3444,Success
2628-DN022,16.055735,108.155074,CSG-DNLC06_IXR-E,16.05041,108.15325,0.8606,Success
2628-DN023,15.99205,108.2424,CSG-DNNH18,15.99568,108.23896,0.8065,Success
2628-DN024,16.08373,108.16086,CSG-DNLC15-new,16.084137,108.15679,0.5607000000000001,Success
2628-DN025,16.028528,108.093306,N/A,N/A,N/A,N/A,No router in radius
2628-DN026,16.059517,108.187269,CSG-DNTK34_IXR-E,16.05556,108.18676,0.579,Success
2628-DN027,16.008521,108.222103,CSG-DNCL56,16.01077,108.22035,0.3117,Success
2628-DN028,16.002404,108.225332,CSG-DNCL56,16.01077,108.22035,1.4678,Success
2628-DN029,16.02466,108.215137,CSG-DNCL07_IXR-E,16.02708,108.21301,0.5437000000000001,Success
2628-DN030,16.0782254,108.1612608,CSG-DNLC25,16.07936,108.15781,0.4998,Success
2628-DN031,16.04209,108.182176,CSG-DNTK16_IXR-E,16.04685,108.18472,0.8929,Success
2628-DN032,16.02693,108.1902,CSG-DNCL15_IXR-E,16.02561,108.18761,0.6239,Success
2628-DN033,15.966461,108.040206,N/A,N/A,N/A,N/A,No router in radius
2628-DN034,16.044022,108.176999,CSG-DNCL31_IXR-E,16.04747,108.17698,0.7005,Success
2628-DN035,15.992718,108.137704,CSG-DNHV01_IXR-E,15.999806,108.145667,1.6067,Success
2628-DN036,16.024235,108.242075,CSG-DNNH33,16.02587,108.23964,0.4588,Success
2628-DN037,15.9805,108.2545,CSG-DNNH25,15.982207,108.250315,0.6779,Success
2628-DN038,16.066818,108.197275,CSG-DNTK14_IXR-E,16.06531,108.20105,1.1444,Success
2628-DN039,16.07654,108.169376,CSG-DNLC99,16.074329,108.170791,0.3963,Success
2628-DN040,15.9412493,108.1381168,CSG-DNHV08,15.94787,108.1411,1.0591,Success
2628-DN041,16.090334,108.078665,N/A,N/A,N/A,N/A,No router in radius
2628-DN042,16.093607,108.084401,CSG-DNHW02_IXR-E,16.10168,108.09895,2.3535999999999997,Success
2628-DN043,16.084232,108.079209,CSG-DNHW06_IXR-E,16.08476,108.09725,4.4905,Success
2628-DN044,16.078998,108.078896,N/A,N/A,N/A,N/A,No router in radius
2628-DN045,16.0770765,108.2379489,CSG-DNST01_IXR-E,16.080406,108.235926,0.8867,Success
2628-DN046,15.9310724,108.2677079,CSG-QADB11,15.92736,108.26009,1.0789000000000002,Success
2628-DN047,16.0820017,108.1074017,CSG-DNHW22_IXR-E,16.06993,108.10842,1.8407,Success
2628-DN048,16.090176,108.133265,CSG-DNLC13_IXR-E,16.10014,108.13362,2.1541,Success
2628-DN049,16.1299742,108.1134469,CSG-DNLC11_IXR-E,16.12094,108.11696,1.9581,Success
2628-DN050,16.0859344,108.1328255,CSG-DNLC04_IXR-E,16.07647,108.127625,1.5019,Success
2628-DN051,16.0771203,108.136909,CSG-DNLC36_IXR-E,16.07482,108.13389,0.5377000000000001,Success
2628-DN052,16.094593,108.102895,CSG-DNHW02_IXR-E,16.10168,108.09895,1.0473,Success
2628-DN053,16.0129938,108.2175584,CSG-DNCL56,16.01077,108.22035,0.43539999999999995,Success
2628-DN054,16.009197,108.234361,CSG-DNNH18,15.99568,108.23896,1.9317,Success
2628-DN055,16.003892,108.236745,CSG-DNNH18,15.99568,108.23896,1.2545,Success
2628-DN056,16.012015,108.244304,CSG-DNNH38,16.01245,108.2547,1.4613,Success
2628-DN057,16.004706,108.248282,CSG-DNNH38,16.01245,108.2547,2.8672,Success
2628-DN058,16.001059,108.249956,CSG-DNNH18,15.99568,108.23896,2.7361999999999997,Success
2628-DN059,15.996259,108.250835,CSG-DNNH12,15.985639,108.239806,1.9935999999999998,Success
2628-DN060,15.9898604,108.2363582,CSG-DNNH12,15.985639,108.239806,0.9385,Success
2628-DN061,15.988606,108.2304,CSG-DNNH12,15.985639,108.239806,1.7115,Success
2628-DN062,15.995101,108.211752,CSG-DNHV36,15.991778,108.207528,0.8296,Success
2628-DN063,16.0013143,108.2196458,CSG-DNCL24,16.00206,108.21279,0.9529,Success
2628-DN064,16.0040085,108.2538673,CSG-DNNH02,16.00281,108.25906,0.7241000000000001,Success
2628-DN065,16.0945346,108.228623,CSG-DNST50,16.093069,108.227495,0.3467,Success
2628-DN066,16.064172,108.188894,CSG-DNTK36_IXR-E,16.06404,108.18288,0.7423,Success
2628-DN067,16.019456,108.248225,CSG-DNNH58_IXR-E,16.01829,108.25356,1.0058,Success
2628-DN068,16.071955,108.195199,CSG-DNTK13_IXR-E,16.071265,108.200369,0.7589,Success
2628-DN069,15.995075,108.257293,CSG-DNNH25,15.982207,108.250315,2.3651,Success
2628-DN070,16.067617,108.214494,CSG-DNTK17,16.06821,108.21302,0.2708,Success
2628-DN071,16.0611515,108.2193806,CSG-DNHC23_IXR-E,16.06194,108.22153,0.6083,Success
2628-DN072,16.056126,108.218463,CSG-DNHC64_IXR-E,16.0548,108.21626,0.3437,Success
2628-DN073,16.072375,108.206257,CSG-DNTK13_IXR-E,16.071265,108.200369,0.701,Success
2628-DN074,16.0689,108.18834,CSG-DNTK10_IXR-E,16.07129,108.18794,0.4398,Success
2628-DN075,16.0322936,108.2284321,CSG-DNHC36,16.03128,108.23047,0.3442,Success
2628-DN076,16.0492106,108.1742104,CSG-DNCL31_IXR-E,16.04747,108.17698,0.5795,Success
2628-DN077,16.0006128,108.2642617,CSG-DNNH30,15.9967,108.26281,0.6992,Success
2628-DN078,16.072098,108.183708,CSG-DNTK31,16.07298,108.17773,0.8426,Success
2628-DN079,16.067633,108.208131,CSG-DNTK12,16.07002,108.21181,0.4943,Success
2628-DN080,16.1365312,108.1220578,CSG-DNLC11_IXR-E,16.12094,108.11696,2.3106,Success
2628-DN081,15.9864622,108.1772968,CSG-DNHV20,15.97782,108.17337,1.4369,Success
2628-DN082,15.988793,108.196537,CSG-DNHV12,15.98037,108.20771,1.6845999999999999,Success
2628-DN083,16.0674677,108.2181161,CSG-DNHC77,16.06561,108.21655,0.3195,Success
2628-DN084,16.0624582,108.1768238,CSG-DNLC1A_IXR-E,16.062934,108.169783,0.9271,Success
2628-DN085,16.0650123,108.1500518,CSG-DNLC18_IXR-E,16.06392,108.15302,0.3395,Success
2628-DN086,16.0711845,108.1702584,CSG-DNLC99,16.074329,108.170791,0.45239999999999997,Success
2628-DN087,15.9778761,108.2025891,CSG-DNHV52,15.97569,108.1996,0.49389999999999995,Success
2628-DN088,16.012277,108.198994,CSG-DNCL30_IXR-E,16.01206,108.20144,0.49010000000000004,Success
2628-DN089,15.9924992,108.2136508,CSG-DNHV36,15.991778,108.207528,0.7074,Success
2628-DN090,16.0629407,108.1860188,CSG-DNTK36_IXR-E,16.06404,108.18288,0.537,Success
2628-DN091,16.0549814,108.2110511,CSG-DNTK04_IXR-E,16.05621,108.21259,0.31889999999999996,Success
2628-DN092,16.0125149,108.1946129,CSG-DNCL30_IXR-E,16.01206,108.20144,1.0627,Success
2628-DN093,16.051204,108.20787,CSG-DNHC54,16.04813,108.20838,0.5521,Success
2628-DN094,16.122829,108.120408,CSG-DNLC11_IXR-E,16.12094,108.11696,0.45280000000000004,Success
2628-DN095,16.05914,108.160289,CSG-DNLC23_IXR-E,16.05816,108.16334,0.43239999999999995,Success
2628-DN096,16.010262,108.26448,CSG-DNNH02,16.00281,108.25906,1.4744000000000002,Success
2628-DN097,16.1026332,108.2531235,CSG-DNST71_IXR-E,16.09782,108.24995,0.7786000000000001,Success
2628-DN098,16.0731613,108.211327,CSG-DNHC20_IXR-E,16.0746,108.20979,0.3125,Success
2628-DN099,16.0761916,108.2076721,CSG-DNHC20_IXR-E,16.0746,108.20979,0.7039,Success
2628-DN100,16.0626085,108.2073613,CSG-DNTK45,16.06447,108.20682,0.7911,Success
2628-DN101,16.070016,108.19461,CSG-DNTK10_IXR-E,16.07129,108.18794,0.8482999999999999,Success
2628-DN102,16.0184012,108.1713515,CSG-DNCL03,16.009583,108.174444,2.174,Success
2628-DN103,16.039988,108.1931,CSG-DNTK02_IXR-E,16.03683,108.18905,0.6891,Success
2628-DN104,16.049551,108.245317,CSG-DNNH94,16.052179,108.244469,0.37439999999999996,Success
2628-DN105,16.048019,108.246489,CSG-DNNH94,16.052179,108.244469,0.5866,Success
2628-DN106,16.0498358,108.2239911,CSG-DNHC15,16.049,108.217111,0.7601,Success
2628-DN107,16.0514,108.2124305,CSG-DNHC29_IXR-E,16.05061,108.21418,0.45539999999999997,Success
2628-DN108,16.074061,108.147949,CSG-DNLC16_IXR-E,16.07304,108.15131,0.8262999999999999,Success
2628-DN109,16.0504454,108.1804539,CSG-DNCL31_IXR-E,16.04747,108.17698,0.7686000000000001,Success
2628-DN110,16.022642,108.213658,CSG-DNCL06,16.02153,108.21487,0.2021,Success
2628-DN111,16.015432,108.206923,CSG-DNCL30_IXR-E,16.01206,108.20144,1.0199,Success
2628-DN112,16.0835595,108.2143103,CSG-DNHC75,16.08204,108.21335,0.1983,Success
2628-DN113,16.0452178,108.2081158,CSG-DNHC47,16.043575,108.208936,0.2013,Success
2628-DN114,16.081882,108.161937,CSG-DNLC15-new,16.084137,108.15679,0.6884,Success
2628-DN115,16.068779,108.167511,CSG-DNLC40,16.07306,108.16601,0.7069,Success
2628-DN116,16.079865,108.166929,CSG-DNLC99,16.074329,108.170791,1.0099,Success
2628-DN117,15.9800724,108.2500136,CSG-DNNH25,15.982207,108.250315,0.236,Success
2628-DN118,15.994279,108.264768,CSG-DNNH30,15.9967,108.26281,0.3856,Success
2628-DN119,16.1062095,108.2567131,CSG-DNST17_IXR-E,16.10443,108.2613,0.8345,Success
2628-DN120,15.988621,108.138272,CSG-DNHV01_IXR-E,15.999806,108.145667,2.0458,Success
2628-DN121,16.0403263,108.2513436,CSG-DNNH59_IXR-E,16.04242,108.24671,0.7037,Success
2628-DN122,16.193816,108.151132,N/A,N/A,N/A,N/A,No router in radius
2628-DN123,16.029672,108.054688,CSG-DNHW13,16.02347,108.06766,1.4124,Success
2628-DN124,16.152621,108.134506,N/A,N/A,N/A,N/A,No router in radius
2628-DN125,16.008408,108.0695,CSG-DNHW13,16.02347,108.06766,4.3723,Success
2628-DN126,15.99764,108.13121,CSG-DNHV34_IXR-E,15.99919,108.12607,0.8513,Success
2628-DN127,15.99994384,108.2150281,CSG-DNCL24,16.00206,108.21279,0.4943,Success
2628-DN128,16.07529695,108.1681209,CSG-DNLC40,16.07306,108.16601,0.3518,Success
2628-DN130,16.036277,108.232626,CSG-DNHC36,16.03128,108.23047,1.2138,Success
2628-DN131,16.082933,108.223654,CSG-DNHC60,16.08183,108.22022,0.704,Success
2628-DN132,16.031086,108.244512,CSG-DNNH17,16.02766,108.24499,0.4233,Success
2628-DN134,16.12021,107.99274,N/A,N/A,N/A,N/A,No router in radius
2628-DN135,16.130375,108.122865,CSG-DNLC11_IXR-E,16.12094,108.11696,1.9108,Success
2628-DN136,16.10538158,108.1176825,CSG-DNLC22,16.109353,108.129976,1.8642999999999998,Success
2628-DN137,16.055253,108.183832,CSG-DNTK08_IXR-E,16.053417,108.182278,0.3941,Success
2628-DN138,16.0064724,108.2281926,CSG-DNCL56,16.01077,108.22035,1.7441,Success
2628-DN139,16.01311717,108.2303278,CSG-DNCL56,16.01077,108.22035,1.7325,Success
2628-DN140,16.03366711,108.2457328,CSG-DNNH17,16.02766,108.24499,1.2069,Success
2628-DN141,16.02239195,108.2020041,CSG-DNCL28_IXR-E,16.01993,108.198,0.7161000000000001,Success
2628-DN144,16.07439317,108.1420433,CSG-DNLC36_IXR-E,16.07482,108.13389,1.3347,Success
2628-DN145,16.073845,108.111403,CSG-DNHW22_IXR-E,16.06993,108.10842,0.6016,Success
2628-DN146,16.0686625,108.1040523,CSG-DNHW22_IXR-E,16.06993,108.10842,0.8167000000000001,Success
2628-DN147,16.06830053,108.0965458,CSG-DNHW22_IXR-E,16.06993,108.10842,1.5808,Success
2628-DN148,15.99255826,108.187035,CSG-DNHV22,15.98523,108.18906,1.8134000000000001,Success
2628-DN149,16.062739,108.217958,CSG-DNHC23_IXR-E,16.06194,108.22153,0.5938,Success
2628-DN150,16.04206115,108.2227552,CSG-DNHC61,16.04153,108.21908,0.7068,Success
2628-DN151,16.07936885,108.2074805,CSG-DNHC75,16.08204,108.21335,0.9262,Success
2628-DN152,16.07747745,108.2061192,CSG-DNHC20_IXR-E,16.0746,108.20979,0.999,Success
2628-DN154,16.05106612,108.163322,CSG-DNLC21_IXR-E,16.05435,108.15813,0.9957,Success
2628-DN155,16.07042527,108.1504939,CSG-DNLC16_IXR-E,16.07304,108.15131,0.5478999999999999,Success
2628-DN156,16.09272437,108.1084481,CSG-DNHW02_IXR-E,16.10168,108.09895,1.8397000000000001,Success
2628-DN157,16.05497159,108.1430876,CSG-DNLC06_IXR-E,16.05041,108.15325,1.7427000000000001,Success
2628-DN158,16.054291,108.102144,CSG-DNHW03_IXR-E,16.06129,108.10001,1.2712,Success
2628-DN159,16.01517988,108.1867819,CSG-DNCL15_IXR-E,16.02561,108.18761,1.752,Success
2628-DN160,15.97406267,108.1335947,CSG-DNHV13,15.96875,108.13869,1.4024,Success
2628-DN162,15.97918672,108.2701791,CSG-DNNH24,15.98215,108.26955,0.5197999999999999,Success
2628-DN163,16.07384256,108.2411817,CSG-DNST41,16.07609,108.24029,0.3398,Success
2628-DN164,16.08357541,108.2455367,CSG-DNST43,16.08579,108.24496,0.3802,Success
2628-DN165,16.09171,108.245284,CSG-DNST04_IXR-E,16.099085,108.246097,1.0693,Success
2628-DN166,16.10028029,108.2278855,CSG-DNST32_IXR-E,16.099601,108.231657,0.7161000000000001,Success
2628-DN167,16.078764,108.213817,CSG-DNHC17_IXR-E,16.07745,108.21561,0.2741,Success
2628-DN168,16.039186,108.229468,CSG-DNHC07_IXR-E,16.03716,108.22093,0.9438,Success
2628-DN170,15.985925,108.227373,CSG-DNNH12,15.985639,108.239806,1.9522,Success
2628-DN172,16.021288,108.126878,CSG-DNHV10_IXR-E,16.02858,108.11223,2.8506,Success
2628-DN173,16.092953,108.249288,CSG-DNST18,16.094028,108.251083,0.5678,Success
2628-DN174,15.9703801,108.1719283,CSG-DNHV04,15.97037,108.18099,0.9833999999999999,Success
2628-DN175,16.146108,108.137771,N/A,N/A,N/A,N/A,No router in radius
2628-DN176,16.169031,108.126184,N/A,N/A,N/A,N/A,No router in radius
2628-DN177,16.05583475,108.1777279,CSG-DNCL04_IXR-E,16.05701,108.17522,0.4111,Success
2628-DN178,16.048148,108.171489,CSG-DNCL31_IXR-E,16.04747,108.17698,0.9431,Success
2628-DN179,16.02749193,108.1817295,CSG-DNCL28_IXR-E,16.01993,108.198,7.4578999999999995,Success
2628-DN180,16.015838,108.19888,CSG-DNCL28_IXR-E,16.01993,108.198,0.5565,Success
2628-DN181,16.03376501,108.2099657,CSG-DNCL08_IXR-E,16.0347,108.21336,0.4933,Success
2628-DN182,16.01405844,108.202649,CSG-DNCL30_IXR-E,16.01206,108.20144,0.39030000000000004,Success
2628-DN183,16.01095444,108.1888313,CSG-DNCL12_IXR-E,16.006349,108.190541,0.8567,Success
2628-DN184,16.096334,108.226536,CSG-DNST50,16.093069,108.227495,0.4569,Success
2628-DN185,16.00042517,108.1812296,CSG-DNCL12_IXR-E,16.006349,108.190541,1.7772000000000001,Success
2628-DN186,16.01193282,108.2225664,CSG-DNCL56,16.01077,108.22035,0.3644,Success
2628-DN187,15.99041224,108.2109452,CSG-DNHV36,15.991778,108.207528,0.57,Success
2628-DN188,15.98125435,108.2142178,CSG-DNHV12,15.98037,108.20771,0.8112999999999999,Success
2628-DN190,16.033946,108.1847716,CSG-DNTK02_IXR-E,16.03683,108.18905,0.8148,Success
2628-DN191,16.02081149,108.1808132,CSG-DNCL03,16.009583,108.174444,3.21,Success
2628-DN192,16.05795741,108.2137619,CSG-DNTK04_IXR-E,16.05621,108.21259,0.26730000000000004,Success
2628-DN193,16.051804,108.216839,CSG-DNHC29_IXR-E,16.05061,108.21418,0.36810000000000004,Success
2628-DN194,16.04500482,108.2172188,CSG-DNHC14,16.04552,108.21972,0.3609,Success
2628-DN195,16.04217877,108.2176845,CSG-DNHC61,16.04153,108.21908,0.3067,Success
2628-DN196,16.03342931,108.2146367,CSG-DNCL08_IXR-E,16.0347,108.21336,0.2602,Success
2628-DN197,16.09658683,108.0932925,CSG-DNHW02_IXR-E,16.10168,108.09895,1.1029,Success
2628-DN198,16.08914763,108.1015468,CSG-DNHW06_IXR-E,16.08476,108.09725,1.9922,Success
2628-DN200,16.076782,108.086236,CSG-DNHW06_IXR-E,16.08476,108.09725,3.1172,Success
2628-DN201,16.149558,108.024306,N/A,N/A,N/A,N/A,No router in radius
2628-DN202,16.139524,108.060968,N/A,N/A,N/A,N/A,No router in radius
2628-DN203,16.057086,108.074774,CSG-DNHW05,16.052361,108.079556,1.0378,Success
2628-DN204,16.046181,108.070867,CSG-DNHW05,16.052361,108.079556,1.2851,Success
2628-DN205,16.055676,108.087322,CSG-DNHW05,16.052361,108.079556,1.1449,Success
2628-DN206,16.04445611,108.1121747,CSG-DNHV10_IXR-E,16.02858,108.11223,2.7114000000000003,Success
2628-DN207,16.038288,108.106125,CSG-DNHV10_IXR-E,16.02858,108.11223,1.5055,Success
2628-DN208,15.99752624,108.0696017,CSG-DNHW04,15.986917,108.074056,1.4536,Success
2628-DN209,15.979568,108.102758,CSG-DNHV16,15.97351,108.10279,0.7047,Success
2628-DN210,15.977496,108.179402,CSG-DNHV20,15.97782,108.17337,0.6725,Success
2628-DN211,15.96950815,108.1861299,CSG-DNHV04,15.97037,108.18099,1.6598,Success
2628-DN212,15.96099438,108.1464122,CSG-DNHV13,15.96875,108.13869,1.8539,Success
2628-DN213,15.95375373,108.0892282,N/A,N/A,N/A,N/A,No router in radius
2628-DN214,16.104978,108.130349,CSG-DNLC22,16.109353,108.129976,0.7791,Success
2628-DN215,16.09626767,108.1415237,CSG-DNLC13_IXR-E,16.10014,108.13362,1.3419,Success
2628-DN216,16.086878,108.15109,CSG-DNLC1P_IXR-E,16.081936,108.146558,0.9723999999999999,Success
2628-DN217,16.08561475,108.1567301,CSG-DNLC15-new,16.084137,108.15679,0.4767,Success
2628-DN218,16.0595474,108.1481598,CSG-DNLC32_IXR-E,16.0678,108.14736,1.0914000000000001,Success
2628-DN219,16.062647,108.165547,CSG-DNLC1A_IXR-E,16.062934,108.169783,0.7106,Success
2628-DN220,16.060063,108.1702584,CSG-DNLC1A_IXR-E,16.062934,108.169783,0.42469999999999997,Success
2628-DN221,16.06767021,108.1727756,CSG-DNLC1A_IXR-E,16.062934,108.169783,1.002,Success
2628-DN222,16.046497,108.154674,CSG-DNLC06_IXR-E,16.05041,108.15325,0.6225,Success
2628-DN223,16.03510956,108.2498616,CSG-DNNH17,16.02766,108.24499,1.7728,Success
2628-DN224,16.027433,108.248292,CSG-DNNH06,16.02511,108.24957,0.2909,Success
2628-DN225,16.0222347,108.2523709,CSG-DNNH06,16.02511,108.24957,0.7627999999999999,Success
2628-DN226,16.00916388,108.2544823,CSG-DNNH38,16.01245,108.2547,0.5104,Success
2628-DN227,15.99871939,108.2651925,CSG-DNNH30,15.9967,108.26281,0.4595,Success
2628-DN228,15.97488376,108.2259005,CSG-DNNH12,15.985639,108.239806,3.595,Success
2628-DN229,15.98968497,108.2505394,CSG-DNNH12,15.985639,108.239806,1.5318,Success
2628-DN230,15.96612149,108.2383927,CSG-QADB36,15.958813,108.238145,1.9754,Success
2628-DN231,15.97561817,108.2547699,CSG-QADB53,15.96575,108.25373,1.2119000000000002,Success
2628-DN232,15.97996236,108.2807579,CSG-DNNH15,15.981583,108.274639,0.9339,Success
2628-DN233,16.10590834,108.2514501,CSG-DNST71_IXR-E,16.09782,108.24995,1.1861,Success
2628-DN234,16.08635656,108.2325993,CSG-DNST20,16.08529,108.23405,0.2225,Success
2628-DN235,16.074382,108.173909,CSG-DNLC99,16.074329,108.170791,0.44360000000000005,Success
2628-DN236,16.06092485,108.1902981,CSG-DNTK34_IXR-E,16.05556,108.18676,0.9759,Success
2628-DN237,16.05913913,108.1812057,CSG-DNTK36_IXR-E,16.06404,108.18288,0.8076,Success
2628-DN238,16.05762956,108.1908227,CSG-DNTK34_IXR-E,16.05556,108.18676,0.7114,Success
2628-DN239,16.0341845,108.1907353,CSG-DNTK02_IXR-E,16.03683,108.18905,0.4092,Success
2628-DN241,16.093307,108.078047,N/A,N/A,N/A,N/A,No router in radius
2628-DN242,16.08716,108.079267,CSG-DNHW06_IXR-E,16.08476,108.09725,4.1677,Success
2628-DN244,16.014731,108.253157,CSG-DNNH26_IXR-E,16.01551,108.25593,0.4452,Success
2628-DN245,15.998228,108.259104,CSG-DNNH02,16.00281,108.25906,0.9232,Success
2628-DN246,16.021627,108.208003,CSG-DNCL92,16.023908,108.208655,0.8068,Success
2628-DN247,16.002399,108.192155,CSG-DNCL12_IXR-E,16.006349,108.190541,1.5357,Success
2628-DN249,16.015247,108.20925,CSG-DNCL30_IXR-E,16.01206,108.20144,1.2169,Success
2628-DN250,16.010627,108.160028,CSG-DNHV01_IXR-E,15.999806,108.145667,2.3861999999999997,Success
2628-DN252,16.174171,108.139112,N/A,N/A,N/A,N/A,No router in radius
2628-DN253,16.170266,108.136815,N/A,N/A,N/A,N/A,No router in radius
2628-DN254,16.172069,108.144149,N/A,N/A,N/A,N/A,No router in radius
2628-DN255,16.085455,108.129912,CSG-DNLC04_IXR-E,16.07647,108.127625,1.4924000000000002,Success
2628-DN256,16.054397,108.152913,CSG-DNLC06_IXR-E,16.05041,108.15325,0.6237999999999999,Success
2628-DN257,15.996282,108.054466,N/A,N/A,N/A,N/A,No router in radius
2628-DN259,15.965701,108.26478,CSG-QADB53,15.96575,108.25373,1.8934000000000002,Success
2628-DN260,16.015583,108.2465989,CSG-DNNH38,16.01245,108.2547,2.2521999999999998,Success
2628-DN261,16.14651911,108.1219763,N/A,N/A,N/A,N/A,No router in radius
2628-DN262,16.09902855,108.1075475,CSG-DNHW02_IXR-E,16.10168,108.09895,2.8876,Success
2628-DN263,16.10579566,108.1066372,CSG-DNHW02_IXR-E,16.10168,108.09895,3.649,Success
2628-DN264,16.10905668,108.1174077,CSG-DNLC22,16.109353,108.129976,2.303,Success
2628-DN265,16.09938171,108.1238279,CSG-DNLC22,16.109353,108.129976,1.7423,Success
2628-DN266,16.00123293,108.2412747,CSG-DNNH18,15.99568,108.23896,1.1544,Success
2628-DN267,16.00199,108.247132,CSG-DNNH12,15.985639,108.239806,2.509,Success
2628-DN268,15.99808,108.250308,CSG-DNNH12,15.985639,108.239806,2.0554,Success
2628-DN269,15.973041,108.2660362,CSG-DNNH24,15.98215,108.26955,1.8200999999999998,Success
2628-DN270,15.984908,108.267193,CSG-DNNH24,15.98215,108.26955,0.6487999999999999,Success
2628-DN271,16.01832922,108.2583825,CSG-DNNH26_IXR-E,16.01551,108.25593,0.5147,Success
2628-DN272,15.988125,108.238656,CSG-DNNH12,15.985639,108.239806,0.5337999999999999,Success
2628-DN273,15.996927,108.235473,CSG-DNNH12,15.985639,108.239806,1.5846,Success
2628-DN274,15.991511,108.23802,CSG-DNNH12,15.985639,108.239806,1.4846,Success
2628-DN275,15.98490172,108.2316252,CSG-DNNH12,15.985639,108.239806,1.3665,Success
2628-DN276,15.98235329,108.2267791,CSG-DNNH12,15.985639,108.239806,1.7192,Success
