Tuyến cáp                    , lat1       , lon1       , lat2       , lon2       , Desc,
KHNT96-KHNT1E                ,12.2557692,109.15878,12.25410001,109.1721001," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT96-KHNT1E - CSG # 3","15 km"""
KHNT1E-KHNT05                ,12.25410001,109.1721001,12.2492,109.1834," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT1E-KHNT05 - CSG # 2","55 km"""
KHDKMA01-KHDK13              ,12.2572477,109.1071688,12.24885,109.09061," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHDKMA01-KHDK13 - CSG # 2","41 km"""
KHDK13-KHDK06                ,12.24885,109.09061,12.2132684,109.0743424," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHDK13-KHDK06 - CSG # 5","92 km"""
KHDK06-KHCL23                ,12.2132684,109.0743424,12.1537068,109.0672539," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHDK06-KHCL23 - CSG # 8","52 km"""
KHDK12-KHDK25                ,12.209992,109.042219,12.26144,109.03792," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHDK12-KHDK25 - CSG # 8","05 km"""
KHNTMA01-KHNT59              ,12.1874067,109.1703734,12.2108712,109.1887008," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNTMA01-KHNT59 - CSG # 3","61 km"""
KHNT59-KHNT08                ,12.2108712,109.1887008,12.21493181,109.1950718," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT59-KHNT08 - CSG # 1","17 km"""
KHNT08-KHNT1R                ,12.21493181,109.1950718,12.23172001,109.1959501," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT08-KHNT1R - CSG # 3","04 km"""
KHNT1R-KHNT83                ,12.23172001,109.1959501,12.2408291,109.1906345," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT1R-KHNT83 - CSG # 3","04 km"""
KHNT83-KHNT24                ,12.2408291,109.1906345,12.2522001,109.1937001," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT83-KHNT24 - CSG # 2","43 km"""
KHNTMA01-KHNT1F              ,12.1874067,109.1703734,12.1996477,109.1942289," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNTMA01-KHNT1F - CSG # 3","9 km"""
KHNT1F-KHNT32                ,12.1996477,109.1942289,12.20906401,109.201835," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT1F-KHNT32 - CSG # 4","04 km"""
KHNT32-KHNT56                ,12.20906401,109.201835,12.2193301,109.1953001," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT32-KHNT56 - CSG # 2","43 km"""
KHNT56-KHNT90                ,12.2193301,109.1953001,12.23783023,109.1886646," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT56-KHNT90 - CSG # 5","17 km"""
KHNTMA01-KHNT26              ,12.1874067,109.1703734,12.22520174,109.1833831," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNTMA01-KHNT26 - CSG # 5","82 km"""
KHNT26-KHNT55                ,12.22520174,109.1833831,12.23558201,109.183919," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT26-KHNT55 - CSG # 2","02 km"""
KHNT25-KHNT84                ,12.2421331,109.1822579,12.24329112,109.1864213," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT25-KHNT84 - CSG # 1","41 km"""
KHNT84-KHNT60                ,12.24329112,109.1864213,12.24732201,109.18725," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT84-KHNT60 - CSG # 1","36 km"""
KHNT60-KHNT24                ,12.24732201,109.18725,12.2522001,109.1937001," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT60-KHNT24 - CSG # 2","02 km"""
KHDKMA01-KHNT62              ,12.2572477,109.1071688,12.26788503,109.1721217," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHDKMA01-KHNT62 - CSG # 8","36 km"""
KHNT62-KHNT94                ,12.26788503,109.1721217,12.2775384,109.1844806," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT62-KHNT94 - CSG # 4","05 km"""
KHNT94-KHNT79                ,12.2775384,109.1844806,12.2766852,109.1972048," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT94-KHNT79 - CSG # 2","73 km"""
KHNT79-KHNT28                ,12.2766852,109.1972048,12.26617101,109.19621," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT79-KHNT28 - CSG # 1","53 km"""
KHNT28-KHNT24                ,12.26617101,109.19621,12.2522001,109.1937001," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT28-KHNT24 - CSG # 3","13 km"""
KHDKMA01-KHDK08              ,12.2572477,109.1071688,12.275289,109.117662," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHDKMA01-KHDK08 - CSG # 2","79 km"""
KHDK08-KHNT07                ,12.275289,109.117662,12.30220011,109.1703001," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHDK08-KHNT07 - CSG # 8","52 km"""
KHNT07-KHNT88                ,12.30220011,109.1703001,12.28850301,109.196216," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT07-KHNT88 - CSG # 4","46 km"""
KHNT88-KHNT1N                ,12.28850301,109.196216,12.2686,109.2051," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT88-KHNT1N - CSG # 4","36 km"""
KHNT1N-KHNT17                ,12.2686,109.2051,12.25813501,109.188384," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT1N-KHNT17 - CSG # 3","15 km"""
KHNT17-KHNT24                ,12.25813501,109.188384,12.2522001,109.1937001," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHNT17-KHNT24 - CSG # 1","5 km"""
KHCL23-KHDK12                ,12.1537068,109.0672539,12.209992,109.042219," ""08/2023/HĐDV/MOBIFONE-CMC - Cap thue KHCL23-KHDK12 - CSG # 9","5 km"""
HUPV08-HUHTMA01              ,16.49516,107.62916,16.41168,107.67333," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue HUPV08-HUHTMA01 - AGG # 20","29 km"""
HUPV01-HUPV08                ,16.54695,107.63797,16.49516,107.62916," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue HUPV01-HUPV08 - AGG # 17","39 km"""
HUHA09-HUHA01                ,16.48623,107.49847,16.5252,107.47588," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue HUHA09-HUHA01 - AGG # 6","18 km"""
HUHA34-HUHA09                ,16.45156,107.5304,16.48623,107.49847," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue HUHA34-HUHA09 - AGG # 9","12 km"""
DNHW13-DNHW04                ,16.02347,108.06766,15.986917,108.074056," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue DNHW13-DNHW04 - AGG # 6","5 km"""
DNHC13-DNST06                ,16.05762,108.2205,16.069646,108.233555," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue DNHC13-DNST06 - AGG # 4","5 km"""
DNCL28-DNCL09                ,16.01993,108.198,16.03661,108.20921," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue DNCL28-DNCL09 - AGG # 4","2 km"""
QAPN06-QATK39                ,15.56467,108.37149,15.565,108.4933," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QAPN06-QATK39 - CSG # 18","66 km"""
QAPN07-QAPN06                ,15.58484,108.41643,15.56467,108.37149," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QAPN07-QAPN06 - CSG # 6","25 km"""
QAPN09-QAPN07                ,15.58944,108.44667,15.58484,108.41643," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QAPN09-QAPN07 - CSG # 4","7 km"""
QATK37-QAPN09                ,15.58035,108.46561,15.58944,108.44667," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK37-QAPN09 - CSG # 4","2 km"""
QATK71-QATK37                ,15.579387,108.473777,15.58035,108.46561," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK71-QATK37 - CSG # 2","79 km"""
QATK23-QATK39                ,15.56199,108.49074,15.565,108.4933," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK23-QATK39 - CSG # 0","6 km"""
QATK24-QATK23                ,15.56684,108.47923,15.56199,108.49074," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK24-QATK23 - CSG # 2","6 km"""
QATK71-QATK24                ,15.579387,108.473777,15.56684,108.47923," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK71-QATK24 - CSG # 2","5 km"""
QATK34-QATK39                ,15.556093,108.478029,15.565,108.4933," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK34-QATK39 - CSG # 5","93 km"""
QAPN21-QATK34                ,15.546,108.4109,15.556093,108.478029," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QAPN21-QATK34 - CSG # 8","79 km"""
QATK22-QAPN21                ,15.5593,108.4515,15.546,108.4109," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK22-QAPN21 - CSG # 6","08 km"""
QATK71-QATK22                ,15.579387,108.473777,15.5593,108.4515," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK71-QATK22 - CSG # 6","46 km"""
QATK41-QATK39                ,15.54792,108.4943,15.565,108.4933," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK41-QATK39 - CSG # 4","05 km"""
QAPN04-QATK41                ,15.5338,108.4342,15.54792,108.4943," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QAPN04-QATK41 - CSG # 8","52 km"""
QAPN22-QAPN04                ,15.56253,108.42493,15.5338,108.4342," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QAPN22-QAPN04 - CSG # 6","18 km"""
QATK15-QAPN22                ,15.57176,108.46619,15.56253,108.42493," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK15-QAPN22 - CSG # 7","5 km"""
QATK71-QATK15                ,15.579387,108.473777,15.57176,108.46619," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK71-QATK15 - CSG # 2","6 km"""
QATK03-QATK39                ,15.55694,108.48727,15.565,108.4933," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK03-QATK39 - CSG # 1","32 km"""
QATK18-QATK03                ,15.57251,108.48333,15.55694,108.48727, 04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK18-QATK03 - CSG # 3 km,
QATK71-QATK18                ,15.579387,108.473777,15.57251,108.48333," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATK71-QATK18 - CSG # 1","12 km"""
QATB35-QATK39                ,15.65546,108.50342,15.565,108.4933," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATB35-QATK39 - AGG # 17","42 km"""
QADX35-QATB35                ,15.83046,108.37688,15.65546,108.50342," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QADX35-QATB35 - AGG # 34","87 km"""
QATB35-QATK39                ,15.65546,108.50342,15.565,108.4933," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATB35-QATK39 - AGG # 16","02 km"""
QATB03-QATB35                ,15.77736,108.42229,15.65546,108.50342," ""04/2024/HĐDV/MOBIFONE-PITC - Cap thue QATB03-QATB35 - AGG # 23","43 km"""
KHDK06-KHDK25                ,12.2132684,109.0743424,12.26144,109.03792," ""02/2024/HĐDV/MOBIFONE-CMC - Cap thue KHDK06-KHDK25 - AGG # 16","05 km"""
KHNTMA01-KHDK06              ,12.1874067,109.1703734,12.2132684,109.0743424," ""02/2024/HĐDV/MOBIFONE-CMC - Cap thue KHNTMA01-KHDK06 - AGG # 22","64 km"""
KHCL23-KHDKMA01              ,12.1537068,109.0672539,12.2572477,109.1071688," ""02/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCL23-KHDKMA01 - AGG # 16","87 km"""
KHCL47-KHCL23                ,12.06328,109.1601,12.1537068,109.0672539," ""02/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCL47-KHCL23 - AGG # 19","91 km"""
DLKB31-DLKB22                ,13.045997,108.226398,13.011552,108.152158," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLKB31-DLKB22 - CSG # 10","4 km"""
DLKB36-DLKB31                ,12.96256,108.2495,13.045997,108.226398," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLKB36-DLKB31 - CSG # 12","57 km"""
DLKB14-DLKB36                ,12.940084,108.23028,12.96256,108.2495," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLKB14-DLKB36 - CSG # 3","7 km"""
DLBH02-DLKB14                ,12.931363,108.264228,12.940084,108.23028," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBH02-DLKB14 - CSG # 5","85 km"""
DLKN03-DLKN27                ,13.04259,108.3324,12.9595,108.34714," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLKN03-DLKN27 - CSG # 31","14 km"""
DLEH02-DLKN03                ,13.209395,108.307785,13.04259,108.3324," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLEH02-DLKN03 - CSG # 28","8 km"""
DLEH11-DLEH02                ,13.210228,108.268663,13.209395,108.307785," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLEH11-DLEH02 - CSG # 4","8 km"""
DLEH01-DLEH11                ,13.210478,108.206323,13.210228,108.268663," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLEH01-DLEH11 - CSG # 9","9 km"""
DLEH08-DLEH01                ,13.174432,108.218662,13.210478,108.206323," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLEH08-DLEH01 - CSG # 4","9 km"""
DLBH15-DLEH08                ,12.912622,108.260605,13.174432,108.218662," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBH15-DLEH08 - CSG # 40","23 km"""
DLKN14-DLKN27                ,12.950532,108.306427,12.9595,108.34714," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLKN14-DLKN27 - CSG # 5","75 km"""
DLBH15-DLKN14                ,12.912622,108.260605,12.950532,108.306427," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBH15-DLKN14 - CSG # 8","25 km"""
DLKN15-DLKN27                ,13.11379,108.3287,12.9595,108.34714," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLKN15-DLKN27 - CSG # 42","5 km"""
DLEH07-DLKN15                ,13.26726066,108.2903511,13.11379,108.3287," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLEH07-DLKN15 - CSG # 30","67 km"""
DLEH18-DLEH07                ,13.20129,108.21557,13.26726066,108.2903511," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLEH18-DLEH07 - CSG # 16","8 km"""
DLBH15-DLEH18                ,12.912622,108.260605,13.20129,108.21557," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBH15-DLEH18 - CSG # 41","9 km"""
DLBH15-DLKN02                ,12.912622,108.260605,12.8819829,108.3861617," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBH15-DLKN02 - CSG # 17","5 km"""
DLCG11-DLBTMA01              ,12.76283,108.06857,12.68287,108.0352," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLCG11-DLBTMA01 - CSG # 12","6 km"""
DLBT22-DLBTMA01              ,12.6978,108.02938,12.68287,108.0352," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBT22-DLBTMA01 - CSG # 2","8 km"""
DLBT11-DLBT22                ,12.71978,108.07184,12.6978,108.02938," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBT11-DLBT22 - CSG # 10","18 km"""
DLBT52-DLBT11                ,12.68915,108.04834,12.71978,108.07184," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBT52-DLBT11 - CSG # 5","85 km"""
DLBT45-DLBT36                ,12.722173,108.091853,12.73621,108.14301," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBT45-DLBT36 - CSG # 6","2 km"""
DLBT09-DLBT45                ,12.6882169,108.0558705,12.722173,108.091853," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBT09-DLBT45 - CSG # 6","55 km"""
DLCG32-DLCG03                ,12.9595,108.08953,12.911,108.19305," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLCG32-DLCG03 - CSG # 19","7 km"""
DLKB22-DLCG32                ,13.011552,108.152158,12.9595,108.08953," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLKB22-DLCG32 - CSG # 24","31 km"""
DLBH15-DLBH02                ,12.912622,108.260605,12.931363,108.264228, 03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBH15-DLBH02 - CSG # 3 km,
DLCG07-DLCG11                ,12.781192,108.069675,12.76283,108.06857," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLCG07-DLCG11 - CSG # 2","55 km"""
DLCG30-DLCG07                ,12.8166,108.071,12.781192,108.069675," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLCG30-DLCG07 - CSG # 5","05 km"""
DLCG06-DLCG30                ,12.8522,108.100367,12.8166,108.071," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLCG06-DLCG30 - CSG # 5","65 km"""
DLCG41-DLCG06                ,12.89177,108.17996,12.8522,108.100367," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLCG41-DLCG06 - CSG # 17","34 km"""
DLCG10-DLCG07                ,12.78915,108.014383,12.781192,108.069675," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLCG10-DLCG07 - CSG # 11","97 km"""
DLCG14-DLCG10                ,12.830697,108.033728,12.78915,108.014383, 03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLCG14-DLCG10 - CSG # 10 km,
DLCG33-DLCG14                ,12.85889,107.97312,12.830697,108.033728," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLCG33-DLCG14 - CSG # 9","35 km"""
DLCG08-DLCG33                ,12.89577,108.06609,12.85889,107.97312, 03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLCG08-DLCG33 - CSG # 14 km,
DLCG03-DLCG08                ,12.911,108.19305,12.89577,108.06609," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLCG03-DLCG08 - CSG # 23","53 km"""
DLBH31-DLCG03                ,12.86139,108.25827,12.911,108.19305," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBH31-DLCG03 - CSG # 20","4 km"""
DLBH13-DLBH31                ,12.81509,108.27232,12.86139,108.25827," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBH13-DLBH31 - CSG # 9","12 km"""
DLBHMA01-DLBH13              ,12.788935,108.217171,12.81509,108.27232," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBHMA01-DLBH13 - CSG # 9","22 km"""
DLBT36-DLBHMA01              ,12.73621,108.14301,12.788935,108.217171," ""03/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBT36-DLBHMA01 - CSG # 10","2 km"""
DLBHMA01-DLBH15              ,12.788935,108.217171,12.912622,108.260605," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBHMA01-DLBH15 - AGG # 20","62 km"""
DLBT09-DLBHMA01              ,12.6882169,108.0558705,12.788935,108.217171," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBT09-DLBHMA01 - AGG # 25","2 km"""
DLBH15-DLCG03                ,12.912622,108.260605,12.911,108.19305," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBH15-DLCG03 - AGG # 19","89 km"""
DLBHMA01-DLBH15              ,12.788935,108.217171,12.912622,108.260605," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBHMA01-DLBH15 - AGG # 23","95 km"""
DLBH15-DLCG03                ,12.912622,108.260605,12.911,108.19305," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue DLBH15-DLCG03 - AGG # 18","86 km"""
DLKN27-DLBH15                ,12.9595,108.34714,12.912622,108.260605," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue DLKN27-DLBH15 - AGG # 17","05 km"""
KHCL03-KHCL47                ,11.99699,109.12421,12.06328,109.1601," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCL03-KHCL47 - AGG # 20","79 km"""
KHCR52-KHCL03                ,11.91386,109.15332,11.99699,109.12421," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR52-KHCL03 - AGG # 21","79 km"""
KHNTMA01-KHCLMA01            ,12.1874067,109.1703734,12.0797305,109.1809846," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHNTMA01-KHCLMA01 - AGG # 15","41 km"""
KHCR19-KHCL47                ,11.99443734,109.1526529,12.06328,109.1601," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR19-KHCL47 - CSG # 15","92 km"""
KHCR47-KHCR19                ,11.94107001,109.1132701,11.99443734,109.1526529," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR47-KHCR19 - CSG # 12","07 km"""
KHCR49-KHCR47                ,11.91870901,109.145014,11.94107001,109.1132701," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR49-KHCR47 - CSG # 12","4 km"""
KHCR52-KHCR49                ,11.91386,109.15332,11.91870901,109.145014," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR52-KHCR49 - CSG # 1","62 km"""
KHCL02-KHCL47                ,12.03129996,109.1292599,12.06328,109.1601," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCL02-KHCL47 - CSG # 7","75 km"""
KHCR27-KHCL02                ,11.96666771,109.1066679,12.03129996,109.1292599," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR27-KHCL02 - CSG # 18","91 km"""
KHCR14-KHCR27                ,11.90960356,109.1272345,11.96666771,109.1066679," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR14-KHCR27 - CSG # 9","12 km"""
KHCR52-KHCR14                ,11.91386,109.15332,11.90960356,109.1272345," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR52-KHCR14 - CSG # 4","76 km"""
KHCR13-KHCL47                ,11.88072776,109.1102901,12.06328,109.1601," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR13-KHCL47 - CSG # 29","82 km"""
KHCR04-KHCR13                ,11.83796801,109.111695,11.88072776,109.1102901," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR04-KHCR13 - CSG # 5","98 km"""
KHCR18-KHCR04                ,11.9114,109.1472,11.83796801,109.111695," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR18-KHCR04 - CSG # 12","47 km"""
KHCR52-KHCR18                ,11.91386,109.15332,11.9114,109.1472," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR52-KHCR18 - CSG # 1","3 km"""
KHCL18-KHCL47                ,12.0299,109.1773,12.06328,109.1601," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCL18-KHCL47 - CSG # 15","37 km"""
KHCR02-KHCL18                ,11.99082,109.1935,12.0299,109.1773," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR02-KHCL18 - CSG # 5","85 km"""
KHCL12-KHCL47                ,12.0725,109.1583,12.06328,109.1601," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCL12-KHCL47 - CSG # 1","42 km"""
KHCL17-KHCL12                ,12.11886,109.1134173,12.0725,109.1583," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCL17-KHCL12 - CSG # 8","62 km"""
KHCLMA01-KHCL17              ,12.0797305,109.1809846,12.11886,109.1134173," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCLMA01-KHCL17 - CSG # 41","84 km"""
KHCR50-KHCR52                ,11.9188041,109.1602275,11.91386,109.15332," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR50-KHCR52 - CSG # 1","45 km"""
KHCR53-KHCR50                ,11.94227001,109.17915,11.9188041,109.1602275," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR53-KHCR50 - CSG # 3","7 km"""
KHCR02-KHCR53                ,11.99082,109.1935,11.94227001,109.17915," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR02-KHCR53 - CSG # 6","55 km"""
KHCR10-KHCR02                ,12.020986,109.215965,11.99082,109.1935," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCR10-KHCR02 - CSG # 8","65 km"""
KHCLMA01-KHCR10              ,12.0797305,109.1809846,12.020986,109.215965," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue KHCLMA01-KHCR10 - CSG # 9","5 km"""
QATB31-QAQS05                ,15.6512,108.42046,15.78838,108.32133," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue QATB31-QAQS05 - AGG # 26","72 km"""
QATK71-QATB31                ,15.579387,108.473777,15.6512,108.42046," ""05/2024/HĐDV/MOBIFONE-CMC - Cap thue QATK71-QATB31 - AGG # 14","68 km"""
KTKT19-KTDH09                ,14.3612597,108.0205681,14.518508,107.946291," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTKT19-KTDH09 - CSG # 23","7 km"""
KTDH09-KTDH15                ,14.518508,107.946291,14.53635,107.95154," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTDH09-KTDH15 - CSG # 3","6 km"""
KTDH15-KTDH06                ,14.53635,107.95154,14.53835,107.91962," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTDH15-KTDH06 - CSG # 5","43 km"""
KTDH06-KTDH22                ,14.53835,107.91962,14.5199,107.91507," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTDH06-KTDH22 - CSG # 2","8 km"""
KTDH22-KTDH01                ,14.5199,107.91507,14.49433,107.92508," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTDH22-KTDH01 - CSG # 3","93 km"""
KTDH01-KTDH04                ,14.49433,107.92508,14.46181,107.91134," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTDH01-KTDH04 - CSG # 4","66 km"""
KTDH04-KTDH16                ,14.46181,107.91134,14.478336,107.933168," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTDH04-KTDH16 - CSG # 6","63 km"""
KTDH16-KTDH05                ,14.478336,107.933168,14.44153,107.95494," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTDH16-KTDH05 - CSG # 5","13 km"""
KTDH05-VNPOST Kon Tum        ,14.44153,107.95494,14.35357,108.00216," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTDH05-VNPOST Kon Tum - CSG # 11","88 km"""
KTDH01-KTDH18                ,14.49433,107.92508,14.50071,107.9545," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTDH01-KTDH18 - CSG # 4","6 km"""
KTDH18-KTDH08                ,14.50071,107.9545,14.50654,108.00968," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTDH18-KTDH08 - CSG # 8","13 km"""
KTDH08-KTKT19                ,14.50654,108.00968,14.3612597,108.0205681," ""20/2024/HĐDV/MOBIFONE-VNPT - Cap thue KTDH08-KTKT19 - CSG # 22","5 km"""
PYDH21-PYDH09                ,13.01241,109.29165,13.034347,109.297636," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH21-PYDH09 - CSG # 1","81 km"""
PYDH09-PYPY33                ,13.034347,109.297636,13.03959,109.31059," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH09-PYPY33 - CSG # 1","95 km"""
