Tuyến cáp                    , lat1       , lon1       , lat2       , lon2       , Desc,
PYPY33-PYDH05                ,13.03959,109.31059,13.01722,109.33051," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPY33-PYDH05 - CSG # 6","13 km"""
PYDH05-PYDH23                ,13.01722,109.33051,12.99611,109.352565," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH05-PYDH23 - CSG # 5","84 km"""
PYDH23-PYDH30                ,12.99611,109.352565,12.99888,109.36395," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH23-PYDH30 - CSG # 2","17 km"""
PYDH09-PYDH08                ,13.034347,109.297636,12.996152,109.310305," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH09-PYDH08 - CSG # 8","24 km"""
PYDH08-PYDH19                ,12.996152,109.310305,12.97522,109.32653," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH08-PYDH19 - CSG # 4","81 km"""
PYDH19-PYDH11                ,12.97522,109.32653,12.911037,109.368431," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH19-PYDH11 - CSG # 9","75 km"""
PYDH11-PYDH17                ,12.911037,109.368431,12.95934,109.40238," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH11-PYDH17 - CSG # 20","4 km"""
PYDH17-PYDH07                ,12.95934,109.40238,12.993115,109.37002," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH17-PYDH07 - CSG # 5","8 km"""
PYDH07-PYDH30                ,12.993115,109.37002,12.99888,109.36395," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH07-PYDH30 - CSG # 1","24 km"""
PYDH09-PYDH20                ,13.034347,109.297636,12.98856,109.33191," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH09-PYDH20 - CSG # 7","98 km"""
PYDH20-PYDH12                ,12.98856,109.33191,12.94611,109.33923," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH20-PYDH12 - CSG # 5","93 km"""
PYDH12-PYDH13                ,12.94611,109.33923,12.95629,109.4121," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH12-PYDH13 - CSG # 14","45 km"""
PYDH13-PYDH14                ,12.95629,109.4121,12.982067,109.377578," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH13-PYDH14 - CSG # 5","4 km"""
PYDH14-PYDH30                ,12.982067,109.377578,12.99888,109.36395," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH14-PYDH30 - CSG # 2","64 km"""
PYDH30-PYDH24                ,12.99888,109.36395,13.00134,109.37525," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH30-PYDH24 - CSG # 1","86 km"""
PYDH24-PYPY09                ,13.00134,109.37525,13.06397,109.32752," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH24-PYPY09 - CSG # 9","81 km"""
PYPY09-PYPY35                ,13.06397,109.32752,13.066879,109.335538," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPY09-PYPY35 - CSG # 1","12 km"""
PYPY35-PYPY01                ,13.066879,109.335538,13.087012,109.307015," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPY35-PYPY01 - CSG # 4","76 km"""
PYDH09-PYTH16                ,13.034347,109.297636,13.00879,109.21372," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH09-PYTH16 - CSG # 11","89 km"""
PYTH16-PYTH11                ,13.00879,109.21372,12.98583,109.22869," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTH16-PYTH11 - CSG # 5","21 km"""
PYTH11-PYTH09                ,12.98583,109.22869,12.97763,109.20628," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTH11-PYTH09 - CSG # 5","45 km"""
PYTH09-PYTH17                ,12.97763,109.20628,12.99271,109.13042," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTH09-PYTH17 - CSG # 10","24 km"""
PYTH17-PYTH01                ,12.99271,109.13042,12.98364,109.09595," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTH17-PYTH01 - CSG # 4","34 km"""
PYDH09-PYDH10                ,13.034347,109.297636,12.98791,109.27635," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH09-PYDH10 - CSG # 7","62 km"""
PYDH10-PYTH03                ,12.98791,109.27635,12.93147,109.24409," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH10-PYTH03 - CSG # 11","05 km"""
PYTH03-PYTH06                ,12.93147,109.24409,12.94876,109.18937," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTH03-PYTH06 - CSG # 9","43 km"""
PYTH06-PYTH01                ,12.94876,109.18937,12.98364,109.09595," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTH06-PYTH01 - CSG # 13","07 km"""
PYDH09-PYDH21                ,13.034347,109.297636,13.01241,109.29165," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH09-PYDH21 - CSG # 3","17 km"""
PYDH21-PYTH08                ,13.01241,109.29165,12.94556,109.26331," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDH21-PYTH08 - CSG # 11","57 km"""
PYTH08-PYTH05                ,12.94556,109.26331,12.96802,109.24548," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTH08-PYTH05 - CSG # 8","95 km"""
PYTH05-PYTH12                ,12.96802,109.24548,12.93258,109.15484," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTH05-PYTH12 - CSG # 13","17 km"""
PYTH12-PYTH01                ,12.93258,109.15484,12.98364,109.09595," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTH12-PYTH01 - CSG # 12","17 km"""
PYTH01-PYTH10                ,12.98364,109.09595,12.9638,109.0539," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTH01-PYTH10 - CSG # 5","46 km"""
PYTH10-PYTH01                ,12.9638,109.0539,12.98364,109.09595," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTH10-PYTH01 - CSG # 5","46 km"""
VNPOST Hòa Đa-PYTA10         ,13.2026596,109.270306,13.196435,109.234565," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue VNPOST Hòa Đa-PYTA10 - CSG # 4","82 km"""
PYTA10-PYSA13                ,13.196435,109.234565,13.197147,109.111128," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA10-PYSA13 - CSG # 19","89 km"""
PYSA09-PYSA11                ,13.2048,109.0634,13.1239,109.0689," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYSA09-PYSA11 - CSG # 11","06 km"""
PYSA11-PYSA10                ,13.1239,109.0689,13.06365,109.02528," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYSA11-PYSA10 - CSG # 11","5 km"""
PYSA09-PYSA12                ,13.2048,109.0634,13.147542,108.946691," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYSA09-PYSA12 - CSG # 20","47 km"""
PYSA12-PYSA10                ,13.147542,108.946691,13.06365,109.02528," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYSA12-PYSA10 - CSG # 15","42 km"""
PYSA09-PYSA13                ,13.2048,109.0634,13.197147,109.111128," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYSA09-PYSA13 - CSG # 4","96 km"""
PYSA14-PYSA05                ,13.085069,108.954368,13.195305,108.964204," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYSA14-PYSA05 - CSG # 18","93 km"""
PYSA05-PYSA09                ,13.195305,108.964204,13.2048,109.0634," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYSA05-PYSA09 - CSG # 15","04 km"""
PYSA14-PYSA16                ,13.085069,108.954368,13.0624,108.9708," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYSA14-PYSA16 - CSG # 4","85 km"""
PYSA16-PYSA10                ,13.0624,108.9708,13.06365,109.02528," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYSA16-PYSA10 - CSG # 6","26 km"""
PYSA10-PYPH01                ,13.06365,109.02528,13.0418,109.10275," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYSA10-PYPH01 - CSG # 10","92 km"""
PYPH01-PYPH10                ,13.0418,109.10275,13.01372,109.11839," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH01-PYPH10 - CSG # 3","71 km"""
PYPH10-PYPH26                ,13.01372,109.11839,13.010007,109.161929," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH10-PYPH26 - CSG # 6","52 km"""
PYPH26-PYPH04                ,13.010007,109.161929,13.03798,109.21539," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH26-PYPH04 - CSG # 4","44 km"""
PYPH04-PYPH09                ,13.03798,109.21539,13.05668,109.19698," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH04-PYPH09 - CSG # 6","93 km"""
PYPH09-PYPH11                ,13.05668,109.19698,13.09921,109.19386," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH09-PYPH11 - CSG # 6","18 km"""
PYPH11-PYPH12                ,13.09921,109.19386,13.08322,109.24213," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH11-PYPH12 - CSG # 6","31 km"""
PYPH12-PYPH13                ,13.08322,109.24213,13.08552,109.27605," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH12-PYPH13 - CSG # 4","44 km"""
PYPH13-PYPY01                ,13.08552,109.27605,13.087012,109.307015," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH13-PYPY01 - CSG # 5","55 km"""
PYPH03-PYPH18                ,13.081167,109.21384,13.079425,109.259634," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH03-PYPH18 - CSG # 5","77 km"""
PYPH18-PYPY05                ,13.079425,109.259634,13.07887,109.29451," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH18-PYPY05 - CSG # 5","25 km"""
PYPY05-PYPY01                ,13.07887,109.29451,13.087012,109.307015," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPY05-PYPY01 - CSG # 2","2 km"""
PYPH04-PYPH03                ,13.03798,109.21539,13.081167,109.21384," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH04-PYPH03 - CSG # 5","27 km"""
PYPH04-PYPH02                ,13.03798,109.21539,13.056406,109.245334," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH04-PYPH02 - CSG # 6","35 km"""
PYPH02-PYPH19                ,13.056406,109.245334,13.05061,109.27054," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH02-PYPH19 - CSG # 6","09 km"""
PYPH19-PYPY01                ,13.05061,109.27054,13.087012,109.307015," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH19-PYPY01 - CSG # 4","76 km"""
PYPH04-PYPH08                ,13.03798,109.21539,13.024902,109.219833," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH04-PYPH08 - CSG # 3","12 km"""
PYPH08-PYPH07                ,13.024902,109.219833,13.03807,109.257045," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH08-PYPH07 - CSG # 6","47 km"""
PYPH07-PYPH17                ,13.03807,109.257045,13.06666,109.29008," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH07-PYPH17 - CSG # 7","59 km"""
PYPH17-PYPY01                ,13.06666,109.29008,13.087012,109.307015," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPH17-PYPY01 - CSG # 3","98 km"""
PYPY16-PYPY38                ,13.142799,109.281176,13.163281,109.29197," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPY16-PYPY38 - CSG # 3","67 km"""
PYPY38-PYTA12                ,13.163281,109.29197,13.18456,109.29725," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPY38-PYTA12 - CSG # 3","67 km"""
PYTA12-PYTA19                ,13.18456,109.29725,13.202164,109.275974," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA12-PYTA19 - CSG # 4","48 km"""
PYTA19-VNPOST Hòa Đa         ,13.202164,109.275974,13.2026596,109.270306," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA19-VNPOST Hòa Đa - CSG # 1","6 km"""
PYPY16-PYPY14                ,13.142799,109.281176,13.165977,109.27933," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPY16-PYPY14 - CSG # 3","15 km"""
PYPY14-PYTA30                ,13.165977,109.27933,13.18262,109.27583," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYPY14-PYTA30 - CSG # 2","52 km"""
PYTA30-VNPOST Hòa Đa         ,13.18262,109.27583,13.2026596,109.270306," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA30-VNPOST Hòa Đa - CSG # 3","17 km"""
VNPOST Hòa Đa-PYTA08         ,13.2026596,109.270306,13.3076,109.28092," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue VNPOST Hòa Đa-PYTA08 - CSG # 18","2 km"""
PYTA08-PYTA13                ,13.3076,109.28092,13.35157,109.27426," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA08-PYTA13 - CSG # 6","28 km"""
PYTA13-PYTA33                ,13.35157,109.27426,13.35202,109.24627," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA13-PYTA33 - CSG # 5","56 km"""
PYTA33-PYTA05                ,13.35202,109.24627,13.339178,109.242915," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA33-PYTA05 - CSG # 1","93 km"""
PYTA05-PYTA14                ,13.339178,109.242915,13.306107,109.213861," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA05-PYTA14 - CSG # 6","51 km"""
VNPOST Hòa Đa-PYTA32         ,13.2026596,109.270306,13.245707,109.254983," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue VNPOST Hòa Đa-PYTA32 - CSG # 6","07 km"""
PYTA32-PYTA07                ,13.245707,109.254983,13.262696,109.252363," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA32-PYTA07 - CSG # 2","49 km"""
PYTA07-PYTA01                ,13.262696,109.252363,13.295067,109.233463, 19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA07-PYTA01 - CSG # 5 km,
PYTA01-PYTA14                ,13.295067,109.233463,13.306107,109.213861," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA01-PYTA14 - CSG # 2","86 km"""
VNPOST Hòa Đa-PYTA15         ,13.2026596,109.270306,13.225673,109.294264," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue VNPOST Hòa Đa-PYTA15 - CSG # 7","08 km"""
PYTA15-PYTA29                ,13.225673,109.294264,13.33243,109.279147," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA15-PYTA29 - CSG # 13","61 km"""
PYTA29-PYTA06                ,13.33243,109.279147,13.31995,109.21291," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA29-PYTA06 - CSG # 10","39 km"""
PYTA06-PYTA14                ,13.31995,109.21291,13.306107,109.213861," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA06-PYTA14 - CSG # 1","93 km"""
PYTA14-PYDX08                ,13.306107,109.213861,13.33919171,109.1711022," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA14-PYDX08 - CSG # 7","7 km"""
PYDX08-PYDX04                ,13.33919171,109.1711022,13.39901,109.1053," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDX08-PYDX04 - CSG # 12","9 km"""
PYDX04-PYDX01                ,13.39901,109.1053,13.37768,109.104," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDX04-PYDX01 - CSG # 6","95 km"""
PYTA14-PYTA09                ,13.306107,109.213861,13.31682,109.18458," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA14-PYTA09 - CSG # 4","15 km"""
PYTA09-PYDX05                ,13.31682,109.18458,13.3422,109.15032," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA09-PYDX05 - CSG # 5","16 km"""
PYDX05-PYDX25                ,13.3422,109.15032,13.364473,109.125588," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDX05-PYDX25 - CSG # 4","05 km"""
PYDX25-PYDX01                ,13.364473,109.125588,13.37768,109.104," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDX25-PYDX01 - CSG # 1","87 km"""
PYTA14-PYTA16                ,13.306107,109.213861,13.294215,109.14735," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA14-PYTA16 - CSG # 9","72 km"""
PYTA16-PYTA11                ,13.294215,109.14735,13.250362,109.118627," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA16-PYTA11 - CSG # 7","67 km"""
PYTA11-PYDX01                ,13.250362,109.118627,13.37768,109.104," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYTA11-PYDX01 - CSG # 27","31 km"""
PYDX01-PYDX20                ,13.37768,109.104,13.3725216,109.0860598," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDX01-PYDX20 - CSG # 7","05 km"""
PYDX20-PYDX23                ,13.3725216,109.0860598,13.32346431,109.0784358," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDX20-PYDX23 - CSG # 8","75 km"""
PYDX23-PYDX03                ,13.32346431,109.0784358,13.29687879,109.0647112," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDX23-PYDX03 - CSG # 3","94 km"""
PYDX03-PYSA09                ,13.29687879,109.0647112,13.2048,109.0634," ""19/2024/HĐDV/MOBIFONE-VNPT - Cap thue PYDX03-PYSA09 - CSG # 29","25 km"""
QNQN02-QNQN44                ,15.121807,108.768932,15.10594,108.76747," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNQN02-QNQN44 - CSG # 2","76 km"""
QNQN44-QNTN31                ,15.10594,108.76747,15.098225,108.773401," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNQN44-QNTN31 - CSG # 3","56 km"""
QNTN31-QNNH04                ,15.098225,108.773401,15.07944,108.77991," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN31-QNNH04 - CSG # 2","87 km"""
QNNH04-QNNH21                ,15.07944,108.77991,15.04501,108.78833," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNNH04-QNNH21 - CSG # 4","97 km"""
QNQN02-QNTN26                ,15.121807,108.768932,15.11727,108.75462," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNQN02-QNTN26 - CSG # 2","23 km"""
QNTN26-QNTN66                ,15.11727,108.75462,15.11706,108.740035," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN26-QNTN66 - CSG # 2","14 km"""
QNTN66-QNTN10                ,15.11706,108.740035,15.094146,108.75043," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN66-QNTN10 - CSG # 3","91 km"""
QNTN10-QNNH21                ,15.094146,108.75043,15.04501,108.78833," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN10-QNNH21 - CSG # 9","56 km"""
QNQN02-QNTN06                ,15.121807,108.768932,15.12473,108.730144," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNQN02-QNTN06 - CSG # 5","23 km"""
QNTN06-QNTN09                ,15.12473,108.730144,15.137501,108.691212," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN06-QNTN09 - CSG # 4","65 km"""
QNTN09-QNTN43                ,15.137501,108.691212,15.110232,108.719926," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN09-QNTN43 - CSG # 6","23 km"""
QNTN43-QNNH21                ,15.110232,108.719926,15.04501,108.78833," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN43-QNNH21 - CSG # 12","73 km"""
QNTN05-QNTN33                ,15.05898,108.84332,15.07078,108.88303," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN05-QNTN33 - CSG # 7","01 km"""
QNTN33-QNTN04                ,15.07078,108.88303,15.09575,108.87724," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN33-QNTN04 - CSG # 7","55 km"""
QNTN04-QNQN2D                ,15.09575,108.87724,15.132492,108.869301," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN04-QNQN2D - CSG # 6","8 km"""
QNQN2D-QNQN26                ,15.132492,108.869301,15.11033,108.84444," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNQN2D-QNQN26 - CSG # 7","37 km"""
QNQN26-QNTN_newsite1         ,15.11033,108.84444,15.0895363,108.8279395, 21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNQN26-QNTN_newsite1 - CSG # 4 km,
QNTN05-QNTN24                ,15.05898,108.84332,15.067596,108.80975," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN05-QNTN24 - CSG # 4","96 km"""
QNTN24-QNTN13                ,15.067596,108.80975,15.07724,108.83239," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN24-QNTN13 - CSG # 3","98 km"""
QNTN13-QNTN_newsite1         ,15.07724,108.83239,15.0895363,108.8279395," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN13-QNTN_newsite1 - CSG # 1","87 km"""
QNTN05-QNTN15                ,15.05898,108.84332,15.07407,108.86415," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN05-QNTN15 - CSG # 6","18 km"""
QNTN15-QNQN2C                ,15.07407,108.86415,15.11178,108.884224," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN15-QNQN2C - CSG # 7","55 km"""
QNQN2C-QNQN2B                ,15.11178,108.884224,15.11337,108.8636," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNQN2C-QNQN2B - CSG # 3","82 km"""
QNQN2B-QNTN39                ,15.11337,108.8636,15.09517,108.83468," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNQN2B-QNTN39 - CSG # 4","81 km"""
QNTN39-QNTN_newsite1         ,15.09517,108.83468,15.0895363,108.8279395," ""21/2024/HĐDV/MOBIFONE-FFC - Cap thue QNTN39-QNTN_newsite1 - CSG # 0","99 km"""
GLDD01-GLDD03                ,13.9931398,108.1189152,13.988697,108.155696," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLDD01-GLDD03 - CSG # 5","01 km"""
GLDD03-GLDD02                ,13.988697,108.155696,14.00637,108.20633," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLDD03-GLDD02 - CSG # 6","61 km"""
GLDD02-GLMY12                ,14.00637,108.20633,13.98383,108.23298," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLDD02-GLMY12 - CSG # 4","58 km"""
GLMY12-GLMY01                ,13.98383,108.23298,14.0416,108.25279," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLMY12-GLMY01 - CSG # 8","17 km"""
GLCP04-GLCP12                ,14.19663,107.96053,14.22729,107.98948," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLCP04-GLCP12 - CSG # 4","51 km"""
GLCP12-GLDD07                ,14.22729,107.98948,14.1685,108.1408," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLCP12-GLDD07 - CSG # 20","94 km"""
GLDD07-GLDD06                ,14.1685,108.1408,14.10531,108.11626," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLDD07-GLDD06 - CSG # 8","7 km"""
GLDD06-GLDD05                ,14.10531,108.11626,14.05867,108.08603," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLDD06-GLDD05 - CSG # 6","74 km"""
GLDD05-GLPK05                ,14.05867,108.08603,14.02933,107.98911," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLDD05-GLPK05 - CSG # 12","8 km"""
GLPK65-GLPK72                ,13.975834,108.00695,13.9366678,108.0083274," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLPK65-GLPK72 - CSG # 5","32 km"""
GLPK72-GLPK79                ,13.9366678,108.0083274,13.89914,108.0179," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLPK72-GLPK79 - CSG # 5","16 km"""
GLPK79-GLDD14                ,13.89914,108.0179,13.89544,108.04916," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLPK79-GLDD14 - CSG # 4","58 km"""
GLDD14-GLDD21                ,13.89544,108.04916,13.878516,108.127397," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLDD14-GLDD21 - CSG # 9","54 km"""
GLDD21-GLDD08                ,13.878516,108.127397,13.952179,108.13621," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLDD21-GLDD08 - CSG # 11","26 km"""
GLDD08-GLDD01                ,13.952179,108.13621,13.9931398,108.1189152," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLDD08-GLDD01 - CSG # 5","52 km"""
GLCP04-GLCP05                ,14.19663,107.96053,14.14036,107.95247," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLCP04-GLCP05 - CSG # 6","35 km"""
GLCP05-GLCP10                ,14.14036,107.95247,14.067,107.98912," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLCP05-GLCP10 - CSG # 10","26 km"""
GLCP10-GLPK05                ,14.067,107.98912,14.02933,107.98911," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLCP10-GLPK05 - CSG # 4","49 km"""
GLCP04-GLCP06                ,14.19663,107.96053,14.17063,107.86704," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLCP04-GLCP06 - CSG # 25","94 km"""
GLCP06-GLCP08                ,14.17063,107.86704,14.10399,107.93015," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLCP06-GLCP08 - CSG # 11","26 km"""
GLCP08-GLPK05                ,14.10399,107.93015,14.02933,107.98911," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue GLCP08-GLPK05 - CSG # 13","49 km"""
DG_DWDM_DKGGNA-DGDL11        ,12.00248,107.6923,11.946333,107.579298," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DG_DWDM_DKGGNA-DGDL11 - CSG # 19","93 km"""
DGDL11-DGDL53                ,11.946333,107.579298,11.935448,107.59987," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL11-DGDL53 - CSG # 6","32 km"""
DGDL53-DGDL02                ,11.935448,107.59987,11.900507,107.544217," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL53-DGDL02 - CSG # 17","58 km"""
DGDL02-DGDL13                ,11.900507,107.544217,11.935613,107.539512," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL02-DGDL13 - CSG # 4","87 km"""
DGDL13-DGDL15                ,11.935613,107.539512,11.96196,107.51798," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL13-DGDL15 - CSG # 3","88 km"""
DGDL15-DGDL37                ,11.96196,107.51798,11.98872,107.50814," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL15-DGDL37 - CSG # 4","4 km"""
DG_DWDM_DKGGNA-DGDL25        ,12.00248,107.6923,11.93925,107.45791," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DG_DWDM_DKGGNA-DGDL25 - CSG # 31","26 km"""
