Name,Lat,Lon,Site ID,Type,Priority
QTHL22,16.77698,107.32986,,CSG,2
QTHL24,16.72133,107.19433,,CSG,2
QTHL28,16.69882,107.26566,,CSG,2
QTQT03,16.74744,107.17837,,CSG,2
QTQT05,16.74284,107.1853,,CSG,2
QTQT06,16.756179,107.195775,,CSG,2
QTTP02,16.81,107.18161,,CSG,2
QTTP05,16.77026,107.25003,,CSG,2
QTTP10,16.7875,107.18053,,CSG,2
QTTP15,16.84789,107.19601,,CSG,2
QTTP17,16.82937,107.16792,,CSG,2
QTTP19,16.82803,107.21489,,CSG,2
QTTP21,16.772,107.18918,,CSG,2
QTTP24,16.86322,107.22362,,CSG,2
QTTP27,16.82822,107.26846,,CSG,2
QTTP47,16.81954,107.17156,,CSG,2
QTTP48,16.79406,107.2448,,CSG,2
QTVL01,17.07791,106.99558,,CSG,2
QTVL48,17.04366,107.02607,,CSG,2
QTIDHA1,16.81579,107.11082,,CSG,2
HUHA04,16.50138,107.47243,,CSG,2
HUHA08,16.50409,107.51433,,CSG,2
HUHA21,16.49953,107.44453,,CSG,2
HUHA35,16.48894,107.52013,,CSG,2
HUHT04,16.41865,107.6959,,CSG,2
HUHT12,16.44264,107.62355,,CSG,2
HUHT15,16.42381,107.6514,,CSG,2
HUHT17,16.40466,107.71198,,CSG,2
HUHT19,16.44568,107.64968,,CSG,2
HUHT24,16.3868299,107.6868061,,CSG,2
HUHT27,16.41126,107.64041,,CSG,2
HUHT35,16.37407,107.7145,,CSG,2
HUPD06,16.54869,107.41488,,CSG,2
HUPD19,16.59658,107.35056,,CSG,2
HUPD22,16.55369,107.44243,,CSG,2
HUPD49,16.65211,107.39966,,CSG,2
HUPD53,16.66216,107.34657,,CSG,2
HUPL02,16.31409,108.01515,,CSG,2
HUPL03,16.2723,107.96169,,CSG,2
HUPL06,16.35535,107.88385,,CSG,2
HUPL10,16.31785,107.7779,,CSG,2
HUPL14,16.31283,107.98218,,CSG,2
HUPL18,16.29652,107.81027,,CSG,2
HUPL23,16.38797,107.85808,,CSG,2
HUPL25,16.29091,108.01514,,CSG,2
HUPL35,16.36172,107.7313,,CSG,2
HUPL40,16.3217,107.7401,,CSG,2
HUPL41,16.36098,107.86609,,CSG,2
HUPV05,16.54451,107.67491,,CSG,2
HUPV09,16.48118,107.68446,,CSG,2
HUPV10,16.44547,107.74654,,CSG,2
HUPV14,16.40872,107.83615,,CSG,2
HUPV27,16.45707,107.68002,,CSG,2
HUPV33,16.3915,107.77163,,CSG,2
HUPX03,16.48571,107.5479,,CSG,2
HUPX05,16.48497,107.56901,,CSG,2
HUPX06,16.48023,107.55928,,CSG,2
HUPX07,16.48302,107.5866,,CSG,2
HUPX10,16.48647,107.57874,,CSG,2
HUPX14,16.47323,107.58332,,CSG,2
HUPX17,16.47151,107.55587,,CSG,2
HUPX18,16.491722,107.53477,,CSG,2
HUPX19,16.488139,107.559139,,CSG,2
HUPX21,16.47517,107.5619,,CSG,2
HUPX22,16.47377,107.58811,,CSG,2
HUPX23,16.491191,107.588892,,CSG,2
