Name,lat1,lon1,lat2,lon2,Desc
Đà Nẵng#TTCMKV#Hòa Vang-DNHV87,15.9881,108.1402,15.99286,108.14823,FO thuê#VNPT#DNHV87-DNHV01
Đà Nẵng#TTCMKV#Liên Chiểu-DNLC91,16.07427,108.1583,16.08057,108.16043,FO thuê#VNPT#DNLC91-DNLC15
Đà Nẵng#TTCMKV#Liên Chiểu-DNLC26,16.07427,108.1583,16.08078,108.16388,FO thuê#CMC#DNLC15-DNLC26
Đà Nẵng#TTCMKV#Liên Chiểu-DNTK31,16.07427,108.1583,16.07298,108.17773,FO thuê#PITC#DNLC15-DNTK31
Đà Nẵng#TTCMKV#Liên Chiểu-Đà Nẵng#CAX#Liên Chiểu,16.07427,108.1583,16.07665,108.1457,#PITC#DNLC1P-DNLC15
Đà Nẵng#TTCMKV#Liên Chiểu-DNLC07,16.07427,108.1583,16.09007,108.14254,FO thuê#PITC#DNLC07-DNLC15
Đà Nẵng#TTCMKV#Ngũ Hành Sơn-DNNH35,16.01516,108.2544,16.00213,108.26813,FO thuê#CMC#DNNH02-DNNH35
Đà Nẵng#TTCMKV#Ngũ Hành Sơn-DNNH44,16.01516,108.2544,16.014111,108.26259,FO thuê#CMC#DNNH02-DNNH44
Đà Nẵng#TTCMKV#Sơn Trà-DNST2G,16.0701,108.2336,16.067989,108.244997,FO thuê#PITC#DNST87-DNST2G
Đà Nẵng#TTCMKV#Sơn Trà-DNST53,16.0701,108.2336,16.068671,108.244933,FO thuê#CMC#DNST87-DNST53
Đà Nẵng#TTCMKV#Sơn Trà-DNST94,16.0701,108.2336,16.059008,108.233981,FO thuê#CMC#DNST87-DNST94
Đà Nẵng#TTCMKV#Sơn Trà-DNST68,16.0701,108.2336,16.06805,108.244,FO thuê#CMC#DNST87-DNST68
Đà Nẵng#TTCMKV#Sơn Trà-DNST65,16.0701,108.2336,16.06062,108.23319,FO thuê#CMC#DNST87-DNST65
Đà Nẵng#TTCMKV#Sơn Trà-DNST1D,16.0701,108.2336,16.0657,108.24492,FO thuê#CMC#DNST87-DNST1D
Đà Nẵng#TTCMKV#Sơn Trà-DNST28,16.0701,108.2336,16.05768,108.24085,FO thuê#PITC#DNST87-DNST28
Quảng Nam#TTCMKV#Hội An-QAHA03,15.88074,108.3319,15.87225,108.33853,FO thuê#CMC#QAHA03-QAHA06
Quảng Nam#TTCMKV#Hội An-QAHA32,15.88074,108.3319,15.90198,108.31081,FO thuê#CMC#QAHA32-QAHA06
Quảng Nam#TTCMKV#Hội An-QAHA27,15.88074,108.3319,15.881811,108.327432,FO thuê#CMC#QAHA06-QAHA27
Quảng Nam#TTCMKV#Hội An-QAHA25,15.88074,108.3319,15.89294,108.3288,FO thuê#CMC#QAHA25-QAHA06
Quảng Nam#TTCMKV#Hội An-QAHA05,15.88074,108.3319,15.88142,108.32143,FO thuê#PITC#QAHA05-QAHA06
Quảng Nam#CAX#Núi Thành-QANT37,15.43312,108.6605,15.42247,108.66733,FO thuê#PITC#QANT37-QANT01
Quảng Nam#TTCMKV#Thăng Bình-QATB10,15.73582,108.3517,15.73394,108.34846,FO thuê#PITC#QATB_newsite 2-QATB10
Quảng Nam#TTCMKV#Thăng Bình-QATB18,15.73582,108.3517,15.7571,108.35266,FO thuê#PITC#QATB_newsite 2-QATB18
Quảng Nam#TTCMKV#Thăng Bình-QATB25,15.73582,108.3517,15.73733894,108.3844111,FO thuê#PITC#QATB_newsite 2-QATB25
Quảng Nam#TTCMKV#Thăng Bình-Quảng Nam#CAX#Quế Sơn Trung,15.73582,108.3517,15.73686,108.2884,#CMC#QAQS10-QATB_newsite 2
Quảng Nam#TTCMKV#Thăng Bình-QAQS03,15.73582,108.3517,15.71113,108.26722,FO thuê#CMC#QAQS03-QATB_newsite 2
Quảng Nam#TTCMKV#Thăng Bình-QAQS19,15.73582,108.3517,15.76923,108.32967,FO thuê#CMC#QAQS19-QATB_newsite 2
Quảng Nam#TTCMKV#Thăng Bình-QATB01,15.73582,108.3517,15.74258,108.35948,FO thuê#PITC#QATB01-QATB_newsite 2
Quảng Nam#TTCMKV#Thăng Bình-QATB1D,15.73582,108.3517,15.74886,108.37764,FO thuê#PITC#QATB1D-QATB_newsite 2
Quảng Nam#CAX#Thăng Trường-QANT04,15.65096,108.4856,15.58422,108.55311,FO thuê#PITC#QANT04-QATB35
Quảng Nam#CAX#Thăng Trường-QATB32,15.65096,108.4856,15.718,108.46406,FO thuê#PITC#QATB35-QATB32
Quảng Nam#CAX#Thăng Trường-Quảng Nam#TTCMKV#TT2 Tam Kỳ,15.65096,108.4856,15.57447,108.4746,#PITC#QATB35-QATK39
Quảng Nam#CAX#Thăng Trường-QADX35,15.65096,108.4856,15.83046,108.37688,FO thuê#PITC#QADX35-QATB35
Quảng Nam#CAX#Thăng Trường-Quảng Nam#TTCMKV#TT2 Tam Kỳ,15.65096,108.4856,15.57447,108.4746,#PITC#QATB35-QATK39
Quảng Nam#CAX#Thăng Trường-QATB03,15.65096,108.4856,15.77736,108.42229,FO thuê#PITC#QATB03-QATB35
Quảng Nam#CAX#Thăng Điền-QATB94,15.64444,108.4255,15.67128,108.42281,FO thuê#PITC#QATB94-QATB31
Quảng Nam#CAX#Thăng Điền-QATB1B,15.64444,108.4255,15.6532,108.43851,FO thuê#PITC#QATB1B-QATB31
"Quảng Nam#CAX#Thăng Điền-Quảng Nam#Phòng#Trạm CSGT Thăng Bình (X. Bình Phục, Thăng Bình)",15.64444,108.4255,15.72009,108.3759,#PITC#QATB14-QATB31
Quảng Nam#CAX#Thăng Điền-QATK43,15.64444,108.4255,15.58715,108.47165,FO thuê#PITC#QATB31-QATK43
Quảng Nam#CAX#Thăng Điền-QATB73,15.64444,108.4255,15.66191,108.41513,FO thuê#PITC#QATB31-QATB73
Quảng Nam#CAX#Thăng Điền-QAQS05,15.64444,108.4255,15.78838,108.32133,FO thuê#CMC#QATB31-QAQS05
Quảng Nam#CAX#Thăng Điền-QATK71,15.64444,108.4255,15.579387,108.473777,FO thuê#CMC#QATK71-QATB31
Quảng Nam#TTCMKV#TT2 Tam Kỳ-QATK02,15.57447,108.4746,15.55261,108.50901,FO thuê#PITC#QATK39-QATK02
Quảng Nam#TTCMKV#TT2 Tam Kỳ-QATK04,15.57447,108.4746,15.56801,108.49109,FO thuê#PITC#QATK39-QATK04
Quảng Nam#TTCMKV#TT2 Tam Kỳ-QATK32,15.57447,108.4746,15.55785,108.49531,FO thuê#PITC#QATK39-QATK32
Quảng Nam#TTCMKV#TT2 Tam Kỳ-QAPN06,15.57447,108.4746,15.56467,108.37149,FO thuê#PITC#QAPN06-QATK39
Quảng Nam#TTCMKV#TT2 Tam Kỳ-QATK23,15.57447,108.4746,15.56199,108.49074,FO thuê#PITC#QATK23-QATK39
Quảng Nam#TTCMKV#TT2 Tam Kỳ-QATK34,15.57447,108.4746,15.556093,108.478029,FO thuê#PITC#QATK34-QATK39
Quảng Nam#TTCMKV#TT2 Tam Kỳ-QATK41,15.57447,108.4746,15.54792,108.4943,FO thuê#PITC#QATK41-QATK39
Quảng Nam#TTCMKV#TT2 Tam Kỳ-Quảng Nam#CAX#Hương Trà,15.57447,108.4746,15.54533,108.4841,#PITC#QATK03-QATK39
Quảng Nam#TTCMKV#TT2 Tam Kỳ-Quảng Nam#CAX#Thăng Trường,15.57447,108.4746,15.65096,108.4856,#PITC#QATB35-QATK39
Quảng Nam#TTCMKV#TT2 Tam Kỳ-Quảng Nam#CAX#Thăng Trường,15.57447,108.4746,15.65096,108.4856,#PITC#QATB35-QATK39
Đà Nẵng#Phòng#PC07-DNCL33,16.03569,108.213,16.03388,108.21247,FO thuê#CMC#DNCL08-DNCL33
Đà Nẵng#CAX#Cẩm Lệ-DNCL53,16.01187,108.1974,16.00729,108.19923,FO thuê#CMC#DNCL53-DNCL30
Đà Nẵng#CAX#Cẩm Lệ-DNCL14,16.01187,108.1974,16.009639,108.196167,FO thuê#CMC#DNCL14-DNCL30
Đà Nẵng#CAX#Cẩm Lệ-DNCL70,16.01187,108.1974,16.00975,108.20303,FO thuê#CMC#DNCL30-DNCL70
Đà Nẵng#Phòng#PC08-DNCL93,16.00757,108.2176,16.020977,108.232066,FO thuê#VNPT#DNCL93-DNCL56
Đà Nẵng#Phòng#PC08-DNCL78,16.00757,108.2176,16.014493,108.222335,FO thuê#CMC#DNCL78-DNCL56
Đà Nẵng#Phòng#PC08-DNCL83,16.00757,108.2176,16.00935,108.22971,FO thuê#CMC#DNCL83-DNCL56
Đà Nẵng#Phòng#PC08-DNCL96,16.00757,108.2176,16.01568,108.22912,FO thuê#VNPT#DNCL96-DNCL56
Đà Nẵng#Phòng#PA06-DNHC86,16.0661,108.2218,16.06659,108.222239,FO thuê#CMC#DNHC86-DNHC02
Đà Nẵng#Phòng#PA06-DNHC87,16.0661,108.2218,16.064716,108.223753,FO thuê#CMC#DNHC87-DNHC02
Đà Nẵng#Phòng#PA06-DNHC85,16.0661,108.2218,16.066686,108.224526,FO thuê#CMC#DNHC85-DNHC02
Đà Nẵng#Phòng#PA06-DNHC23,16.0661,108.2218,16.06194,108.22153,FO thuê#PITC#DNHC23-DNHC02
Đà Nẵng#Phòng#PA06-DNHC16,16.0661,108.2218,16.07118,108.22124,FO thuê#PITC#DNHC02-DNHC16
Đà Nẵng#CAX#Hải Châu-Đà Nẵng#Phòng#PA07,16.07896,108.2222,16.07437,108.2226,#CMC#DNHC50-DNHC24
Đà Nẵng#CAX#Hòa Cường-DNHC97,16.0378,108.2154,16.03632,108.21815,FO thuê#CMC#DNHC97-DNHC46
Đà Nẵng#CAX#Hòa Cường-DNHC43,16.0378,108.2154,16.0389,108.21496,FO thuê#CMC#DNHC46-DNHC43
Đà Nẵng#Phòng#PA07-Đà Nẵng#CAX#Hải Châu,16.07437,108.2226,16.07896,108.2222,#CMC#DNHC50-DNHC24
Đà Nẵng#Phòng#Đồn Công an cảng hàng không (Sân bay Đà Nẵng)-DNHC76,16.05277,108.2032,16.05145,108.21021,FO thuê#CMC#DNHC76-DNHC54
Đà Nẵng#Phòng#Đồn Công an cảng hàng không (Sân bay Đà Nẵng)-DNHC2O,16.05277,108.2032,16.04698,108.207,FO thuê#VNPT#DNHC2O-DNHC54
Đà Nẵng#CAX#Hòa Xuân-DNCL41,15.98567,108.2016,15.97891,108.21407,FO thuê#CMC#DNCL41-DNHV12
Đà Nẵng#CAX#Hòa Xuân-DNCL69,15.98567,108.2016,15.97526,108.21393,FO thuê#CMC#DNHV12-DNCL69
Đà Nẵng#CAX#Hòa Xuân-DNCL71,15.98567,108.2016,15.98306,108.2112,FO thuê#CMC#DNHV12-DNCL71
Đà Nẵng#CAX#Hòa Xuân-DNHV64,15.98567,108.2016,15.98528,108.20109,FO thuê#CMC#DNHV12-DNHV64
Đà Nẵng#CAX#Hòa Xuân-DNCL67,15.98567,108.2016,15.98092,108.21241,FO thuê#CMC#DNHV12-DNCL67
Đà Nẵng#CAX#Hòa Xuân-22DN015,15.98567,108.2016,#N/A,#N/A,FO thuê#PITC#22DN015-DNHV12
Đà Nẵng#CAX#Hòa Xuân-22DN067,15.98567,108.2016,#N/A,#N/A,FO thuê#PITC#22DN067-DNHV12
Đà Nẵng#Phòng#Trại giam CATP-DNHW10,16.07797,108.1151,16.07799,108.11456,FO thuê#CMC#DNHW22-DNHW10
Đà Nẵng#Phòng#PK02-DNCL31,16.04673,108.1571,16.04747,108.17698,FO thuê#PITC#DNCL31-DNLC06
Đà Nẵng#Phòng#PK02-DNLC21,16.04673,108.1571,16.05435,108.15813,FO thuê#PITC#DNLC06-DNLC21
Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp-DNLC31,16.14062,108.1196,16.11658,108.10466,FO thuê#VNPT#DNLC31-DNLC11
Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp-DNLC28,16.14062,108.1196,16.12582,108.12071,FO thuê#CMC#DNLC28-DNLC11
Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp-DNLC1E,16.14062,108.1196,16.124568,108.113549,FO thuê#CMC#DNLC11-DNLC1E
Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp-DNLC64,16.14062,108.1196,16.12799,108.12224,FO thuê#CMC#DNLC11-DNLC64
Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp-DNHW23,16.14062,108.1196,16.11111,108.08781,FO thuê#PITC#DNHW23-DNLC11
Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp-Đà Nẵng#CAX#Hải Vân,16.14062,108.1196,16.10747,108.1261,#PITC#DNLC11-DNLC22
Đà Nẵng#CAX#Liên Chiểu-DNLC36,16.07665,108.1457,16.07482,108.13389,FO thuê#PITC#DNLC36-DNLC1P
Đà Nẵng#CAX#Liên Chiểu-Đà Nẵng#TTCMKV#Liên Chiểu,16.07665,108.1457,16.07427,108.1583,#PITC#DNLC1P-DNLC15
Đà Nẵng#CAX#Hải Vân-DNLC10,16.10747,108.1261,16.11484,108.12662,FO thuê#CMC#DNLC10-DNLC22
Đà Nẵng#CAX#Hải Vân-DNLC33,16.10747,108.1261,16.1127078,108.1286299,FO thuê#CMC#DNLC33-DNLC22
Đà Nẵng#CAX#Hải Vân-DNLC1C,16.10747,108.1261,16.12752,108.11735,FO thuê#CMC#DNLC1C-DNLC22
Đà Nẵng#CAX#Hải Vân-DNLC68,16.10747,108.1261,16.10466,108.12659,FO thuê#CMC#DNLC22-DNLC68
Đà Nẵng#CAX#Hải Vân-Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp,16.10747,108.1261,16.14062,108.1196,#PITC#DNLC11-DNLC22
Đà Nẵng#CAX#Hải Vân-DNLC13,16.10747,108.1261,16.10014,108.13362,FO thuê#PITC#DNLC22-DNLC13
Đà Nẵng#CAX#Ngũ Hành Sơn-DNNH08,16.03888,108.2423,16.03887,108.24853,FO thuê#CMC#DNNH08-DNNH59
Đà Nẵng#CAX#Ngũ Hành Sơn-DNNH1T,16.03888,108.2423,16.0397921,108.2456869,FO thuê#CMC#DNNH1T-DNNH59
Đà Nẵng#CAX#Ngũ Hành Sơn-DNNH63,16.03888,108.2423,16.049395,108.248625,FO thuê#CMC#DNNH63-DNNH59
Đà Nẵng#CAX#Ngũ Hành Sơn-DNNH64,16.03888,108.2423,#N/A,#N/A,FO thuê#PITC#DNNH59-DNNH64
Đà Nẵng#CAX#Ngũ Hành Sơn-DNNH65,16.03888,108.2423,16.04351,108.2424,FO thuê#CMC#DNNH59-DNNH65
Đà Nẵng#CAX#Ngũ Hành Sơn-DNNH74,16.03888,108.2423,16.04887,108.24847,FO thuê#CMC#DNNH59-DNNH74
Đà Nẵng#CAX#Ngũ Hành Sơn-DNNH80,16.03888,108.2423,16.041505,108.248295,FO thuê#CMC#DNNH59-DNNH80
Đà Nẵng#CAX#An Khê-DNCL74,16.05719,108.1815,16.05673,108.18025,FO thuê#CMC#DNCL74-DNTK08
Đà Nẵng#CAX#Thanh Khê-DNTK32,16.07077,108.1924,16.06952,108.18445,FO thuê#CMC#DNTK32-DNTK10
Đà Nẵng#CAX#Thanh Khê-DNTK75,16.07077,108.1924,16.07,108.19159,FO thuê#CMC#DNTK10-DNTK75
Đà Nẵng#CAX#Thanh Khê-DNTK76,16.07077,108.1924,16.07399,108.18022,FO thuê#CMC#DNTK10-DNTK76
Đà Nẵng#CAX#Thanh Khê-DNTK13,16.07077,108.1924,16.071265,108.200369,FO thuê#PITC#DNTK13-DNTK10
Đà Nẵng#CAX#Thanh Khê-DNTK14,16.07077,108.1924,16.06531,108.20105,FO thuê#PITC#DNTK10-DNTK14
Quảng Nam#CAX#Điện Bàn Đông-QADB34,15.949,108.2549,15.93552,108.25534,FO thuê#PITC#QADB02-QADB34
Quảng Nam#CAX#Điện Bàn Đông-QADB35,15.949,108.2549,15.92581,108.28296,FO thuê#PITC#QADB02-QADB35
Quảng Nam#CAX#Điện Bàn Đông-QADB59,15.949,108.2549,15.94121,108.26717,FO thuê#PITC#QADB02-QADB59
Quảng Nam#CAX#Điện Bàn Đông-QADB64,15.949,108.2549,15.94834,108.26868,FO thuê#PITC#QADB02-QADB64
Quảng Nam#CAX#Điện Bàn Đông-QADB11,15.949,108.2549,15.92736,108.26009,FO thuê#CMC#QADB11-QADB02
Quảng Nam#CAX#Điện Bàn Đông-QADB16,15.949,108.2549,15.93443,108.23181,FO thuê#CMC#QADB02-QADB16
Quảng Nam#CAX#Điện Bàn Đông-QADB53,15.949,108.2549,15.96575,108.25373,FO thuê#CMC#QADB53-QADB02
Quảng Nam#CAX#Điện Bàn Đông-QADB36,15.949,108.2549,15.95881344,108.2381446,FO thuê#CMC#QADB36-QADB02
Quảng Nam#CAX#Điện Bàn Đông-20QA168,15.949,108.2549,#N/A,#N/A,FO thuê#PITC#20QA168-QADB02
Quảng Nam#CAX#Thu Bồn-QADX70,15.82998,108.1244,15.82794,108.10744,FO thuê#PITC#QADX70-QADX19
Quảng Nam#CAX#Hội An Đông-QAHA02,15.88636,108.3625,15.90245084,108.3546292,FO thuê#CMC#QAHA02-QAHA18
Quảng Nam#CAX#Hội An Đông-QAHA04,15.88636,108.3625,15.8812723,108.3430994,FO thuê#CMC#QAHA18-QAHA04
Quảng Nam#CAX#Phú Ninh-QAPN05,15.52352,108.4193,15.5174,108.402,FO thuê#VNPT#QAPN05-QAPN04
Quảng Nam#CAX#Phú Ninh-QAPN42,15.52352,108.4193,15.5409,108.4251,FO thuê#PITC#QAPN42-QAPN04
Quảng Nam#CAX#Phú Ninh-QAPN32,15.52352,108.4193,15.5285,108.4678,FO thuê#PITC#QAPN32-QAPN04
Quảng Nam#CAX#Phú Ninh-QAPN39,15.52352,108.4193,15.5139,108.4235,FO thuê#PITC#QAPN39-QAPN04
Quảng Nam#CAX#Phú Ninh-QATK41,15.52352,108.4193,15.54792,108.4943,FO thuê#PITC#QAPN04-QATK41
Quảng Nam#CAX#Phú Ninh-QAPN22,15.52352,108.4193,15.56253,108.42493,FO thuê#PITC#QAPN22-QAPN04
Quảng Nam#CAX#Quế Sơn Trung-QAQS36,15.73686,108.2884,15.7261,108.27801,FO thuê#VNPT#QAQS36-QAQS10
Quảng Nam#CAX#Quế Sơn Trung-QATB42,15.73686,108.2884,15.62891,108.22826,FO thuê#PITC#QATB42-QAQS10
Quảng Nam#CAX#Quế Sơn Trung-QAQS49,15.73686,108.2884,15.73266,108.3063,FO thuê#PITC#QAQS10-QAQS49
Quảng Nam#CAX#Quế Sơn Trung-Quảng Nam#TTCMKV#Thăng Bình,15.73686,108.2884,15.73582,108.3517,#CMC#QAQS10-QATB_newsite 2
Quảng Nam#CAX#Quế Sơn Trung-QAQS33,15.73686,108.2884,15.748974,108.303345,FO thuê#CMC#QAQS33-QAQS10
Quảng Nam#CAX#Quế Sơn Trung-QAQS16,15.73686,108.2884,15.71764,108.30676,FO thuê#CMC#QAQS16-QAQS10
Quảng Nam#CAX#Xuân Phú-QAQS19,15.77703,108.3351,15.76923,108.32967,FO thuê#PITC#QAQS19-QATB11
"Quảng Nam#Phòng#Trạm CSGT Thăng Bình (X. Bình Phục, Thăng Bình)-QATB74",15.72009,108.3759,15.72259,108.36884,FO thuê#PITC#QATB74-QATB14
"Quảng Nam#Phòng#Trạm CSGT Thăng Bình (X. Bình Phục, Thăng Bình)-QATB_ newsite 2",15.72009,108.3759,15.745207,108.359478,FO thuê#PITC#QATB_ newsite 2-QATB14
"Quảng Nam#Phòng#Trạm CSGT Thăng Bình (X. Bình Phục, Thăng Bình)-Quảng Nam#CAX#Thăng Điền",15.72009,108.3759,15.64444,108.4255,#PITC#QATB14-QATB31
"Quảng Nam#Phòng#Trạm CSGT Thăng Bình (X. Bình Phục, Thăng Bình)-QATB49",15.72009,108.3759,15.70423,108.38293,FO thuê#PITC#QATB14-QATB49
"Quảng Nam#Phòng#Trạm CSGT Thăng Bình (X. Bình Phục, Thăng Bình)-QATB26",15.72009,108.3759,15.69828,108.39686,FO thuê#PITC#QATB14-QATB26
"Quảng Nam#Phòng#Trạm CSGT Thăng Bình (X. Bình Phục, Thăng Bình)-QATB25",15.72009,108.3759,15.73733894,108.3844111,FO thuê#PITC#QATB25-QATB14
Quảng Nam#CAX#Thăng Phú-QATB1A,15.6326,108.3741,15.62735,108.388,FO thuê#PITC#QATB1A-QATB34
Quảng Nam#CAX#Thăng Phú-QATB59,15.6326,108.3741,15.636993,108.378782,FO thuê#PITC#QATB59-QATB34
Quảng Nam#CAX#Thăng Phú-QATB06,15.6326,108.3741,15.66507,108.35354,FO thuê#PITC#QATB06-QATB34
Quảng Nam#CAX#Thăng Phú-QATK71,15.6326,108.3741,15.579387,108.473777,FO thuê#PITC#QATB34-QATK71
Quảng Nam#CAX#Thăng Phú-QATB47,15.6326,108.3741,15.65022,108.39257,FO thuê#PITC#QATB34-QATB47
Quảng Nam#CAX#Hương Trà-Quảng Nam#TTCMKV#TT2 Tam Kỳ,15.54533,108.4841,15.57447,108.4746,#PITC#QATK03-QATK39
Quảng Nam#CAX#Hương Trà-Quảng Nam#Phòng#PC07,15.54533,108.4841,15.57504,108.4772,#PITC#QATK18-QATK03
Quảng Nam#CAX#Hương Trà-QATK70,15.54533,108.4841,15.5518,108.4921,FO thuê#PITC#QATK70-QATK03
Quảng Nam#CAX#Tam Kỳ-QATK24,15.56375,108.4814,15.56684,108.47923,FO thuê#PITC#QATK24-QATK05
Quảng Nam#Phòng#PK02-QATK57,15.58243,108.4643,15.5733,108.45273,FO thuê#PITC#QATK15-QATK57
Quảng Nam#Phòng#PK02-QAPN22,15.58243,108.4643,15.56253,108.42493,FO thuê#PITC#QATK15-QAPN22
Quảng Nam#Phòng#PK02-QATK71,15.58243,108.4643,15.579387,108.473777,FO thuê#PITC#QATK71-QATK15
Quảng Nam#Phòng#PC07-QATK71,15.57504,108.4772,15.579387,108.473777,FO thuê#PITC#QATK71-QATK18
Quảng Nam#Phòng#PC07-Quảng Nam#CAX#Hương Trà,15.57504,108.4772,15.54533,108.4841,#PITC#QATK18-QATK03
Quảng Nam#Phòng#PC07-QATK71,15.57504,108.4772,15.579387,108.473777,FO thuê#PITC#QATK71-QATK18
Quảng Nam#Phòng#PC11-QATK36,15.55858,108.45,15.56439,108.46027,FO thuê#VNPT#QATK36-QATK22
Quảng Nam#Phòng#PC11-QAPN17,15.55858,108.45,15.55249,108.43562,FO thuê#PITC#QATK22-QAPN17
Quảng Nam#Phòng#PC11-QATK49,15.55858,108.45,15.55891,108.4681,FO thuê#PITC#QATK22-QATK49
Quảng Nam#Phòng#PC11-QAPN41,15.55858,108.45,15.5499,108.4525,FO thuê#PITC#QATK22-QAPN41
Quảng Nam#Phòng#PC11-QAPN21,15.55858,108.45,15.546,108.4109,FO thuê#PITC#QATK22-QAPN21
Quảng Nam#Phòng#PC11-QATK71,15.55858,108.45,15.579387,108.473777,FO thuê#PITC#QATK71-QATK22
Quảng Nam#Phòng#PA06-QAPN09,15.58103,108.4692,15.58944,108.44667,FO thuê#PITC#QATK37-QAPN09
Quảng Nam#Phòng#PA06-QATK71,15.58103,108.4692,15.579387,108.473777,FO thuê#PITC#QATK71-QATK37
Quảng Nam#CAX#Bàn Thạch-QATK71,15.57577,108.4771,15.579387,108.473777,FO thuê#PITC#QATK71-QATK47
Đà Nẵng#TTCMKV#Cẩm Lệ-DNHC07,16.01692,108.2035,16.03716,108.22093,FO DT#MBF#DNHC07-DNCL28
Đà Nẵng#TTCMKV#Cẩm Lệ-DNTK16,16.01692,108.2035,16.04685,108.18472,FO DT#MBF#DNCL28-DNTK16
Đà Nẵng#TTCMKV#Cẩm Lệ-DNCL48,16.01692,108.2035,16.0188,108.20392,FO DT#MBF#DNCL28-DNCL48
Đà Nẵng#TTCMKV#Cẩm Lệ-DNCL26,16.01692,108.2035,16.01664,108.20834,FO DT#MBF#DNCL26-DNCL28
Đà Nẵng#TTCMKV#Cẩm Lệ-DNCL12,16.01692,108.2035,16.006349,108.1905407,FO DT#MBF#DNCL28-DNCL12
Đà Nẵng#TTCMKV#Cẩm Lệ-Đà Nẵng#CAX#Cẩm Lệ,16.01692,108.2035,16.01187,108.1974,#MBF#DNCL28-DNCL30
Đà Nẵng#TTCMKV#TT1 Đà Nẵng-DNTK01,16.07756,108.2192,16.05868,108.2069,FO DT#MBF#DNHC17-DNTK01
Đà Nẵng#TTCMKV#TT1 Đà Nẵng-DNHC13,16.07756,108.2192,16.05762,108.2205,FO DT#MBF#DNHC13-DNHC17
Đà Nẵng#TTCMKV#TT1 Đà Nẵng-DNHC20,16.07756,108.2192,16.0746,108.20979,FO DT#MBF#DNHC17-DNHC20
Đà Nẵng#TTCMKV#TT1 Đà Nẵng-DNTK12,16.07756,108.2192,16.07002,108.21181,FO DT#MBF#DNTK12-DNHC17
Đà Nẵng#TTCMKV#TT1 Đà Nẵng-DNTK05,16.07756,108.2192,16.07057,108.20532,FO DT#MBF#DNHC17-DNTK05
Đà Nẵng#TTCMKV#TT1 Đà Nẵng-DNHC28,16.07756,108.2192,16.076546,108.2199,FO DT#MBF#DNHC17-DNHC28
Đà Nẵng#TTCMKV#TT1 Đà Nẵng-DNHC75,16.07756,108.2192,16.08204,108.21335,FO DT#MBF#DNHC75-DNHC17
Đà Nẵng#TTCMKV#Hòa Vang-DNCL03,15.9881,108.1402,16.009583,108.174444,FO DT#MBF#DNCL03-DNHV01
Đà Nẵng#TTCMKV#Hòa Vang-DNHW02,15.9881,108.1402,16.10168,108.09895,FO DT#MBF#DNHV01-DNHW02
Đà Nẵng#TTCMKV#Hòa Vang-DNHV73,15.9881,108.1402,16.01416,108.1425,FO DT#MBF#DNHV73-DNHV01
Đà Nẵng#TTCMKV#Hòa Vang-DNHV44,15.9881,108.1402,15.96325,108.12164,FO DT#MBF#DNHV01-DNHV44
Đà Nẵng#TTCMKV#Hòa Vang-DNHV34,15.9881,108.1402,15.99919,108.12607,FO DT#MBF#DNHV01-DNHV34
Đà Nẵng#TTCMKV#Hòa Vang-DNHV13,15.9881,108.1402,15.96875,108.13869,FO DT#MBF#DNHV13-DNHV01
Đà Nẵng#TTCMKV#Hòa Vang-DNHV9A,15.9881,108.1402,15.988117,108.138945,FO DT#MBF#DNHV9A-DNHV01
Đà Nẵng#CAX#Hòa Tiến-DNNH12,15.97039,108.1807,15.985639,108.239806,FO DT#MBF#DNNH12-DNHV04
Đà Nẵng#CAX#Hòa Tiến-DNCL92,15.97039,108.1807,16.023908,108.208655,FO DT#MBF#DNHV04-DNCL92
Đà Nẵng#CAX#Hòa Tiến-DNHV22,15.97039,108.1807,15.98523,108.18906,FO DT#MBF#DNHV22-DNHV04
Đà Nẵng#CAX#Hòa Tiến-DNHV29,15.97039,108.1807,15.946556,108.179833,FO DT#MBF#DNHV29-DNHV04
Đà Nẵng#CAX#Hòa Tiến-DNHV52,15.97039,108.1807,15.97569,108.1996,FO DT#MBF#DNHV52-DNHV04
Đà Nẵng#CAX#Hòa Tiến-DNCL92,15.97039,108.1807,16.023908,108.208655,FO DT#MBF#DNHV04-DNCL92
Đà Nẵng#CAX#Hòa Tiến-DT-DN06,15.97039,108.1807,#N/A,#N/A,FO DT#MBF#DT-DN06-DNHV04
Đà Nẵng#CAX#Hòa Tiến-DNCL92,15.97039,108.1807,16.023908,108.208655,FO DT#MBF#DNCL92-DNHV04
Đà Nẵng#TTCMKV#Liên Chiểu-DNHW02,16.07427,108.1583,16.10168,108.09895,FO DT#MBF#DNHW02-DNLC15
Đà Nẵng#TTCMKV#Liên Chiểu-DNTK31,16.07427,108.1583,16.07298,108.17773,FO DT#MBF#DNLC15-DNTK31
Đà Nẵng#TTCMKV#Liên Chiểu-DNLC07,16.07427,108.1583,16.09007,108.14254,FO DT#MBF#DNLC07-DNLC15
