Name,lat1,lon1,lat2,lon2,Desc
Đà Nẵng#TTCMKV#Liên Chiểu-Đà Nẵng#CAX#Liên Chiểu,16.07427,108.1583,16.07665,108.1457,#MBF#DNLC1P-DNLC15
Đà Nẵng#TTCMKV#Liên Chiểu-DNLC25,16.07427,108.1583,16.07936,108.15781,FO DT#MBF#DNLC15-DNLC25
Đà Nẵng#TTCMKV#Liên Chiểu-DNLC16,16.07427,108.1583,16.07304,108.15131,FO DT#MBF#DNLC15-DNLC16
Đà Nẵng#TTCMKV#Ngũ Hành Sơn-DNNH11,16.01516,108.2544,16.04248,108.24477,FO DT#MBF#DNNH11-DNNH02
Đà Nẵng#TTCMKV#Ngũ Hành Sơn-DNNH12,16.01516,108.2544,15.985639,108.239806,FO DT#MBF#DNNH02-DNNH12
Đà Nẵng#TTCMKV#Ngũ Hành Sơn-DNNH30,16.01516,108.2544,15.9967,108.26281,FO DT#MBF#DNNH02-DNNH30
Đà Nẵng#TTCMKV#Ngũ Hành Sơn-DNNH26,16.01516,108.2544,16.01551,108.25593,FO DT#MBF#DNNH26-DNNH02
Đà Nẵng#TTCMKV#Ngũ Hành Sơn-DNNH31,16.01516,108.2544,16.0075,108.25652,FO DT#MBF#DNNH31-DNNH02
Đà Nẵng#TTCMKV#Ngũ Hành Sơn-DNNH38,16.01516,108.2544,16.01245,108.2547,FO DT#MBF#DNNH38-DNNH02
Đà Nẵng#TTCMKV#Ngũ Hành Sơn-DNNH1X,16.01516,108.2544,15.998705,108.255302,FO DT#MBF#DNNH02-DNNH1X
Đà Nẵng#TTCMKV#Sơn Trà-DNST18,16.0701,108.2336,16.094028,108.251083,FO DT#MBF#DNST18-DNST87
Đà Nẵng#TTCMKV#Sơn Trà-DNTK01,16.0701,108.2336,16.05868,108.2069,FO DT#MBF#DNST87-DNTK01
Đà Nẵng#TTCMKV#Sơn Trà-DNST15,16.0701,108.2336,16.07939,108.24348,FO DT#MBF#DNST15-DNST87
Đà Nẵng#TTCMKV#Sơn Trà-DNST47,16.0701,108.2336,16.06756,108.24014,FO DT#MBF#DNST47-DNST87
Đà Nẵng#TTCMKV#Sơn Trà-DNST25,16.0701,108.2336,16.06104,108.24428,FO DT#MBF#DNST87-DNST25
Đà Nẵng#TTCMKV#Sơn Trà-DNST28,16.0701,108.2336,16.05768,108.24085,FO DT#MBF#DNST87-DNST28
Đà Nẵng#TTCMKV#Sơn Trà-DNST2H,16.0701,108.2336,16.06717,108.24618,FO DT#MBF#DNST2H-DNST87
Quảng Nam#TTCMKV#Điện Bàn-QAQS05,15.88756,108.254,15.78838,108.32133,FO DT#MBF#QADB15-QAQS05
Quảng Nam#TTCMKV#Điện Bàn-QADB04,15.88756,108.254,15.88972,108.18124,FO DT#MBF#QADB15-QADB04
Quảng Nam#TTCMKV#Điện Bàn-Quảng Nam#CAX#An Thắng,15.88756,108.254,15.92015,108.2215,#MBF#QADB15-QADB08
Quảng Nam#TTCMKV#Điện Bàn-QADB07,15.88756,108.254,15.88473,108.22689,FO DT#MBF#QADB15-QADB07
Quảng Nam#TTCMKV#Điện Bàn-QADX12,15.88756,108.254,15.85308,108.27552,FO DT#MBF#QADB15-QADX12
Quảng Nam#TTCMKV#Điện Bàn-QADB13,15.88756,108.254,15.86851,108.26307,FO DT#MBF#QADB15-QADB13
Quảng Nam#TTCMKV#Điện Bàn-QADB85,15.88756,108.254,15.878183,108.264772,FO DT#MBF#QADB85-QADB15
Quảng Nam#TTCMKV#Điện Bàn-QADB01,15.88756,108.254,15.88926,108.2494,FO DT#MBF#QADB01-QADB15
Quảng Nam#TTCMKV#Điện Bàn-QADB39,15.88756,108.254,15.8773,108.23961,FO DT#MBF#QADB39-QADB15
Quảng Nam#TTCMKV#Đại Lộc-QADB04,15.88297,108.1158,15.88972,108.18124,FO DT#MBF#QADB04-QADLMA01
Quảng Nam#TTCMKV#Đại Lộc-Quảng Nam#TTCMKV#Duy Xuyên,15.88297,108.1158,15.82266,108.2464,#MBF#QADLMA01-QADX04
Quảng Nam#TTCMKV#Đại Lộc-QADL19,15.88297,108.1158,15.90587,108.12176,FO DT#MBF#QADL19-QADLMA01
Quảng Nam#TTCMKV#Đại Lộc-QADL11,15.88297,108.1158,15.87941,108.07823,FO DT#MBF#QADLMA01-QADL11
Quảng Nam#TTCMKV#Đại Lộc-QADL14,15.88297,108.1158,15.8789,108.1048,FO DT#MBF#QADLMA01-QADL14
Quảng Nam#TTCMKV#Đại Lộc-QADL31,15.88297,108.1158,15.87734,108.0925,FO DT#MBF#QADLMA01-QADL31
Quảng Nam#TTCMKV#Đại Lộc-QADL22,15.88297,108.1158,15.8754236,108.126505,FO DT#MBF#QADL22-QADLMA01
Quảng Nam#TTCMKV#Đại Lộc-QADL37,15.88297,108.1158,15.86699,108.1138,FO DT#MBF#QADLMA01-QADL37
Quảng Nam#TTCMKV#Đại Lộc-QADL67,15.88297,108.1158,15.884982,108.116816,FO DT#MBF#QADL67-QADLMA01
Quảng Nam#TTCMKV#Đại Lộc-QADL01,15.88297,108.1158,15.88424,108.1116,FO DT#MBF#QADL01-QADLMA01
Quảng Nam#TTCMKV#Duy Xuyên-Quảng Nam#TTCMKV#Đại Lộc,15.82266,108.2464,15.88297,108.1158,#MBF#QADLMA01-QADX04
Quảng Nam#TTCMKV#Duy Xuyên-QAQS06,15.82266,108.2464,15.82296,108.29238,FO DT#MBF#QADX04-QAQS06
Quảng Nam#TTCMKV#Duy Xuyên-QADX03,15.82266,108.2464,15.83824,108.14389,FO DT#MBF#QADX03-QADX04
Quảng Nam#TTCMKV#Duy Xuyên-QADX34,15.82266,108.2464,15.82321,108.2002,FO DT#MBF#QADX34-QADX04
Quảng Nam#TTCMKV#Duy Xuyên-Quảng Nam#CAX#Thu Bồn,15.82266,108.2464,15.82998,108.1244,#MBF#QADX19-QADX04
Quảng Nam#TTCMKV#Duy Xuyên-QADB54,15.82266,108.2464,15.85333,108.19631,FO DT#MBF#QADX04-QADB54
Quảng Nam#TTCMKV#Duy Xuyên-QADX24,15.82266,108.2464,15.82483,108.23177,FO DT#MBF#QADX04-QADX24
Quảng Nam#TTCMKV#Duy Xuyên-QADX50,15.82266,108.2464,15.80961,108.21095,FO DT#MBF#QADX04-QADX50
Quảng Nam#TTCMKV#Duy Xuyên-QADX63,15.82266,108.2464,15.83456,108.23333,FO DT#MBF#QADX63-QADX04
Quảng Nam#TTCMKV#Duy Xuyên-QADX61,15.82266,108.2464,15.83011,108.18051,FO DT#MBF#QADX61-QADX04
Quảng Nam#TTCMKV#Hội An-QAHA02,15.88074,108.3319,15.90245084,108.3546292,FO DT#MBF#QAHA02-QAHA06
Quảng Nam#TTCMKV#Hội An-QADB46,15.88074,108.3319,15.89361,108.24381,FO DT#MBF#QAHA06-QADB46
Quảng Nam#TTCMKV#Hội An-QAHA41,15.88074,108.3319,#N/A,#N/A,FO DT#MBF#QAHA06-QAHA41
Quảng Nam#CAX#Núi Thành-QANT03,15.43312,108.6605,15.46107301,108.603811,FO DT#MBF#QANT03-QANT01
Quảng Nam#CAX#Núi Thành-QATK71,15.43312,108.6605,15.579387,108.473777,FO DT#MBF#QANT01-QATK71
Quảng Nam#CAX#Núi Thành-QANT38,15.43312,108.6605,15.43534,108.65253,FO DT#MBF#QANT38-QANT01
Quảng Nam#CAX#Núi Thành-QANT14,15.43312,108.6605,15.4479,108.683,FO DT#MBF#QANT14-QANT01
Quảng Nam#CAX#Núi Thành-QANT31,15.43312,108.6605,15.4334047,108.68669,FO DT#MBF#QANT01-QANT31
Quảng Nam#CAX#Núi Thành-QANT53,15.43312,108.6605,15.40065,108.68678,FO DT#MBF#QANT01-QANT53
Quảng Nam#TTCMKV#Thăng Bình-QAQS05,15.73582,108.3517,15.78838,108.32133,FO DT#MBF#QAQS05-QATB_newsite 2
Quảng Nam#TTCMKV#Thăng Bình-QATB03,15.73582,108.3517,15.77736,108.42229,FO DT#MBF#QATB_newsite 2-QATB03
Quảng Nam#TTCMKV#Thăng Bình-CHGD huyện Thăng Bình,15.73582,108.3517,#N/A,#N/A,FO DT#MBF#CHGD huyện Thăng Bình-QATB_newsite 2
Quảng Nam#TTCMKV#Thăng Bình-QATB43,15.73582,108.3517,15.74392,108.3542,FO DT#MBF#QATB43-QATB_newsite 2
Quảng Nam#CAX#Thăng Trường-QATB03,15.65096,108.4856,15.77736,108.42229,FO DT#MBF#QATB03-QATB35
Quảng Nam#CAX#Thăng Trường-QATKMA01,15.65096,108.4856,#N/A,#N/A,FO DT#MBF#QATB35-QATKMA01
Quảng Nam#CAX#Thăng Trường-QATB12,15.65096,108.4856,15.68838,108.48233,FO DT#MBF#QATB12-QATB35
Quảng Nam#CAX#Thăng Trường-QATK62,15.65096,108.4856,15.6370667,108.5156807,FO DT#MBF#QATB35-QATK62
Quảng Nam#CAX#Thăng Trường-MX QATKMA01-QADX35 hướng cầu Bình Nam,15.65096,108.4856,#N/A,#N/A,FO DT#MBF#MX QATKMA01-QADX35 hướng cầu Bình Nam-QATB35
Quảng Nam#CAX#Thăng Trường-QADX35 hướng cầu Tỉnh Thủy,15.65096,108.4856,#N/A,#N/A,FO DT#MBF#QATB35-MX QATKMA01-QADX35 hướng cầu Tỉnh Thủy
Quảng Nam#CAX#Thăng Điền-QAQS06,15.64444,108.4255,15.82296,108.29238,FO DT#MBF#QAQS06-QATB31
Quảng Nam#CAX#Thăng Điền-QATK71,15.64444,108.4255,15.579387,108.473777,FO DT#MBF#QATB31-QATK71
Quảng Nam#CAX#Thăng Điền-QATB1B,15.64444,108.4255,15.6532,108.43851,FO DT#MBF#QATB1B-QATB31
Đà Nẵng#Phòng#PC07-DNHC92,16.03569,108.213,16.036997,108.215225,FO DT#MBF#DNHC92-DNCL08
Đà Nẵng#Phòng#PC07-DNHC49,16.03569,108.213,16.03479,108.21748,FO DT#MBF#DNHC49-DNCL08
Đà Nẵng#Phòng#PC07-DNCL09,16.03569,108.213,16.03661,108.20921,FO DT#MBF#DNCL08-DNCL09
Đà Nẵng#CAX#Cẩm Lệ-DNCL80,16.01187,108.1974,16.00525,108.1979,FO DT#MBF#DNCL80-DNCL30
Đà Nẵng#CAX#Cẩm Lệ-Đà Nẵng#TTCMKV#Cẩm Lệ,16.01187,108.1974,16.01692,108.2035,#MBF#DNCL28-DNCL30
Đà Nẵng#CAX#Cẩm Lệ-DNCL18,16.01187,108.1974,16.02548,108.20952,FO DT#MBF#DNCL18-DNCL30
Đà Nẵng#Phòng#PC08-DNCL58,16.00757,108.2176,16.01059,108.22422,FO DT#MBF#DNCL58-DNCL56
Đà Nẵng#Phòng#PC08-DNCL47,16.00757,108.2176,16.0032,108.22732,FO DT#MBF#DNCL56-DNCL47
Đà Nẵng#Phòng#PC08-DNNH18,16.00757,108.2176,15.99568,108.23896,FO DT#MBF#DNNH18-DNCL56
Đà Nẵng#Phòng#PC08-DNCL24,16.00757,108.2176,16.00206,108.21279,FO DT#MBF#DNCL56-DNCL24
Đà Nẵng#Phòng#PA06-Phan Chu Trinh,16.0661,108.2218,#N/A,#N/A,FO DT#MBF#DNHC02-MX Lê Hồng Phong-Phan Chu Trinh
Đà Nẵng#Phòng#PA06-MX Yên Bái – Nguyễn Thái Học,16.0661,108.2218,#N/A,#N/A,FO DT#MBF#MX Yên Bái – Nguyễn Thái Học-DNHC02
Đà Nẵng#Phòng#PA06-DNHC23,16.0661,108.2218,16.06194,108.22153,FO DT#MBF#DNHC23-DNHC02
Đà Nẵng#Phòng#PA06-DNHC16,16.0661,108.2218,16.07118,108.22124,FO DT#MBF#DNHC16-DNHC02
Đà Nẵng#Phòng#PA06-DNHC2S,16.0661,108.2218,16.0654959,108.2234554,FO DT#MBF#DNHC02-DNHC2S
Đà Nẵng#CAX#Hải Châu-DNHC79,16.07896,108.2222,16.08083,108.22337,FO DT#MBF#DNHC79-DNHC24
Đà Nẵng#CAX#Hải Châu-DNHC75,16.07896,108.2222,16.08204,108.21335,FO DT#MBF#DNHC24-DNHC75
Đà Nẵng#CAX#Hải Châu-DNHC13,16.07896,108.2222,16.05762,108.2205,FO DT#MBF#DNHC13-DNHC24
Đà Nẵng#CAX#Hải Châu-DNHC60,16.07896,108.2222,16.08183,108.22022,FO DT#MBF#DNHC60-DNHC24
Đà Nẵng#CAX#Hòa Cường-DNHC61,16.0378,108.2154,16.04153,108.21908,FO DT#MBF#DNHC46-DNHC61
Đà Nẵng#CAX#Hòa Cường-DNHC30,16.0378,108.2154,16.0415,108.21228,FO DT#MBF#DNHC30-DNHC46
Đà Nẵng#Phòng#Đồn Công an cảng hàng không (Sân bay Đà Nẵng)-DNHC05,16.05277,108.2032,16.04609,108.21013,FO DT#MBF#DNHC54-DNHC05
Đà Nẵng#Phòng#Đồn Công an cảng hàng không (Sân bay Đà Nẵng)-DNHC34,16.05277,108.2032,16.05341,108.206081,FO DT#MBF#DNHC54-DNHC34
Đà Nẵng#Phòng#PX04-DNTK17,16.06706,108.2201,16.06821,108.21302,FO DT#MBF#DNTK17-DNHC77
Đà Nẵng#Phòng#PX04-DNHC01,16.06706,108.2201,16.06398,108.2142,FO DT#MBF#DNHC01-DNHC77
Đà Nẵng#CAX#Hòa Xuân-DNHV52,15.98567,108.2016,15.97569,108.1996,FO DT#MBF#DNHV12-DNHV52
Đà Nẵng#CAX#Hòa Xuân-DNNH12,15.98567,108.2016,15.985639,108.239806,FO DT#MBF#DNNH12-DNHV12
Đà Nẵng#Phòng#Trại giam CATP-DNHW03,16.07797,108.1151,16.06129,108.10001,FO DT#MBF#DNHW03-DNHW22
Đà Nẵng#Phòng#Trại giam CATP-DNHW06,16.07797,108.1151,16.08476,108.09725,FO DT#MBF#DNHW22-DNHW06
Đà Nẵng#CAX#Hòa Khánh-DNTK31,16.06367,108.1573,16.07298,108.17773,FO DT#MBF#DNLC02-DNTK31
Đà Nẵng#CAX#Hòa Khánh-DNLC18,16.06367,108.1573,16.06392,108.15302,FO DT#MBF#DNLC18-DNLC02
Đà Nẵng#CAX#Hòa Khánh-21DN013,16.06367,108.1573,#N/A,#N/A,FO DT#MBF#21DN013-DNLC02
Đà Nẵng#Phòng#PK02-DNLC55,16.04673,108.1571,16.04903,108.14654,FO DT#MBF#DNLC06-DNLC55
Đà Nẵng#Phòng#PK02-DNLC82,16.04673,108.1571,16.04909,108.15778,FO DT#MBF#DNLC82-DNLC06
Đà Nẵng#Phòng#PK02-DNLC21,16.04673,108.1571,16.05435,108.15813,FO DT#MBF#DNLC06-DNLC21
Đà Nẵng#Phòng#PK02-DNCL31,16.04673,108.1571,16.04747,108.17698,FO DT#MBF#DNCL31-DNLC06
Đà Nẵng#Phòng#PK02-DNLC1Y,16.04673,108.1571,16.041847,108.148335,FO DT#MBF#DNLC1Y-DNLC06
Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp-DNHW23,16.14062,108.1196,16.11111,108.08781,FO DT#MBF#DNHW23-DNLC11
Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp-Đà Nẵng#CAX#Hải Vân,16.14062,108.1196,16.10747,108.1261,#MBF#DNLC11-DNLC22
Đà Nẵng#CAX#Liên Chiểu-Đà Nẵng#TTCMKV#Liên Chiểu,16.07665,108.1457,16.07427,108.1583,#MBF#DNLC1P-DNLC15
Đà Nẵng#CAX#Liên Chiểu-DNLC1W,16.07665,108.1457,16.084881,108.149884,FO DT#MBF#DNLC1W-DNLC1P
Đà Nẵng#CAX#Hải Vân-DNLC50,16.10747,108.1261,16.10666,108.13393,FO DT#MBF#DNLC22-DNLC50
Đà Nẵng#CAX#Hải Vân-Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp,16.10747,108.1261,16.14062,108.1196,#MBF#DNLC11-DNLC22
Đà Nẵng#CAX#Hải Vân-DNLC13,16.10747,108.1261,16.10014,108.13362,FO DT#MBF#DNLC22-DNLC13
Đà Nẵng#CAX#Ngũ Hành Sơn-DNNH39,16.03888,108.2423,16.04533,108.24728,FO DT#MBF#DNNH39-DNNH59
Đà Nẵng#CAX#Ngũ Hành Sơn-DNNH11,16.03888,108.2423,16.04248,108.24477,FO DT#MBF#DNNH11-DNNH59
Đà Nẵng#CAX#Ngũ Hành Sơn-DNNH09,16.03888,108.2423,16.027659,108.254858,FO DT#MBF#DNNH59-DNNH09
Đà Nẵng#CAX#Ngũ Hành Sơn-22DN042,16.03888,108.2423,#N/A,#N/A,FO DT#MBF#22DN042-DNNH59
Đà Nẵng#CAX#Sơn Trà-DNST1W,16.08304,108.2291,16.08027,108.23138,FO DT#MBF#DNST1W-DNST12
Đà Nẵng#CAX#Sơn Trà-DNST27,16.08304,108.2291,16.07834,108.22934,FO DT#MBF#DNST27-DNST12
Đà Nẵng#CAX#Sơn Trà-DNST01,16.08304,108.2291,16.0804063,108.2359264,FO DT#MBF#DNST01-DNST12
Đà Nẵng#CAX#Sơn Trà-DNST42,16.08304,108.2291,16.08566,108.23013,FO DT#MBF#DNST12-DNST42
Đà Nẵng#CAX#An Khê-DNCL20,16.05719,108.1815,16.05333,108.17861,FO DT#MBF#DNCL20-DNTK08
Đà Nẵng#CAX#An Khê-DNCL04,16.05719,108.1815,16.05701,108.17522,FO DT#MBF#DNCL04-DNTK08
Đà Nẵng#CAX#An Khê-DNTK26,16.05719,108.1815,16.05043,108.18414,FO DT#MBF#DNTK08-DNTK26
Đà Nẵng#CAX#Thanh Khê-DNTK62,16.07077,108.1924,16.07248,108.19066,FO DT#MBF#DNTK10-DNTK62
Đà Nẵng#CAX#Thanh Khê-DNTK58,16.07077,108.1924,16.07334,108.1857,FO DT#MBF#DNTK58-DNTK10
Đà Nẵng#CAX#Thanh Khê-DNTK13,16.07077,108.1924,16.071265,108.200369,FO DT#MBF#DNTK13-DNTK10
Đà Nẵng#CAX#Thanh Khê-DNTK14,16.07077,108.1924,16.06531,108.20105,FO DT#MBF#DNTK14-DNTK10
Quảng Nam#CAX#Điện Bàn Đông-QADB57,15.949,108.2549,15.946625,108.255544,FO DT#MBF#QADB57-QADB02
Quảng Nam#CAX#An Thắng-Quảng Nam#TTCMKV#Điện Bàn,15.92015,108.2215,15.88756,108.254,#MBF#QADB15-QADB08
Quảng Nam#CAX#An Thắng-QADB73,15.92015,108.2215,15.93896,108.20789,FO DT#MBF#QADB08-QADB73
Quảng Nam#CAX#Điện Bàn Bắc-QADB04,15.92376,108.1573,15.88972,108.18124,FO DT#MBF#QADB04-QADB52
Quảng Nam#CAX#Điện Bàn Bắc-QADL09,15.92376,108.1573,15.92042,108.1326,FO DT#MBF#QADB52-QADL09
Quảng Nam#CAX#Điện Bàn Bắc-QADB17,15.92376,108.1573,15.92097,108.15602,FO DT#MBF#QADB17-QADB52
Quảng Nam#CAX#Vu Gia-QADL34,15.84647,108.0867,15.8488,107.94628,FO DT#MBF#QADL34-QADL15
Quảng Nam#CAX#Vu Gia-QADX34,15.84647,108.0867,15.82321,108.2002,FO DT#MBF#QADL15-QADX34
Quảng Nam#CAX#Vu Gia-QADL32,15.84647,108.0867,15.83759,108.10099,FO DT#MBF#QADL32-QADL15
Quảng Nam#CAX#Vu Gia-QADL62,15.84647,108.0867,15.83245,108.08489,FO DT#MBF#QADL62-QADL15
Quảng Nam#CAX#Vu Gia-QADL33,15.84647,108.0867,15.85889,108.08336,FO DT#MBF#QADL33-QADL15
Quảng Nam#CAX#Thu Bồn-QADL05,15.82998,108.1244,15.85561,107.9979,FO DT#MBF#QADL05-QADX19
Quảng Nam#CAX#Thu Bồn-Quảng Nam#TTCMKV#Duy Xuyên,15.82998,108.1244,15.82266,108.2464,#MBF#QADX19-QADX04
Quảng Nam#CAX#Nam Phước-QADX39,15.83042,108.2721,15.81984,108.24974,FO DT#MBF#QADX39-QADX20
Quảng Nam#CAX#Nam Phước-QAQS06,15.83042,108.2721,15.82296,108.29238,FO DT#MBF#QADX20-QAQS06
Quảng Nam#CAX#Nam Phước-QADX30,15.83042,108.2721,15.836748,108.256463,FO DT#MBF#QADX30-QADX20
Quảng Nam#CAX#Nam Phước-QADX08,15.83042,108.2721,15.8198,108.2588,FO DT#MBF#QADX08-QADX20
Quảng Nam#CAX#Hội An Đông-18QA083,15.88636,108.3625,#N/A,#N/A,FO DT#MBF#18QA083-QAHA18
Quảng Nam#CAX#Tam Xuân-QATK07,15.54565,108.5216,15.56074,108.50045,FO DT#MBF#QATK07-QANT49
Quảng Nam#CAX#Tam Xuân-QANT06,15.54565,108.5216,15.51584,108.55952,FO DT#MBF#QANT49-QANT06
Quảng Nam#CAX#Tam Xuân-QANT29,15.54565,108.5216,15.54721,108.53362,FO DT#MBF#QANT29-QANT49
Quảng Nam#CAX#Phú Ninh-QAPN14,15.52352,108.4193,15.52385,108.42056,FO DT#MBF#QAPN04-QAPN14
Quảng Nam#CAX#Phú Ninh-21QA013,15.52352,108.4193,#N/A,#N/A,FO DT#MBF#21QA013-QAPN04
Quảng Nam#CAX#Quế Sơn Trung-QAQS38,15.73686,108.2884,15.72096,108.29183,FO DT#MBF#QAQS38-QAQS10
Quảng Nam#CAX#Xuân Phú-QATB52,15.77703,108.3351,15.7487,108.33968,FO DT#MBF#QATB52-QATB11
"Quảng Nam#Phòng#Trạm CSGT Thăng Bình (X. Bình Phục, Thăng Bình)-21QA048",15.72009,108.3759,#N/A,#N/A,FO DT#MBF#21QA048-QATB14
Quảng Nam#CAX#Thăng Phú-QATB59,15.6326,108.3741,15.636993,108.378782,FO DT#MBF#QATB59-QATB34
Quảng Nam#CAX#Thăng Phú-QAPN43,15.6326,108.3741,15.61997,108.39905,FO DT#MBF#QAPN43-QATB34
Quảng Nam#CAX#Hương Trà-QATK46,15.54533,108.4841,15.55759,108.49099,FO DT#MBF#QATK03-QATK46
Quảng Nam#Phòng#PC07-QATK24,15.57504,108.4772,15.56684,108.47923,FO DT#MBF#QATK18-QATK24
Quảng Nam#Phòng#PC07-NH Nam Á Bank,15.57504,108.4772,#N/A,#N/A,FO DT#MBF#NH Nam Á Bank-QATK18
Quảng Nam#Phòng#PC11-QAPN20,15.55858,108.45,15.5647,108.4398,FO DT#MBF#QAPN20-QATK22
Gia Lai#TTCMKV#TT2 Gia Lai-Gia Lai#TTCMKV#IA Grai,13.97628591,107.9923964,13.9612553,107.8538977,
Gia Lai#TTCMKV#IA Grai-Gia Lai#TTCMKV#Đức Cơ,13.9612553,107.8538977,13.7939236,107.672132,
Gia Lai#TTCMKV#Đức Cơ-Gia Lai#TTCMKV#Chư Prông,13.7939236,107.672132,13.7626345,107.899749,
Gia Lai#TTCMKV#Chư Sê-GLPK65,13.6921072,108.0803548,13.97583,108.00695,
GLCP04-Gia Lai#TTCMKV#Mang Yang,14.19663,107.96053,14.0435123,108.2541378,
Gia Lai#TTCMKV#Mang Yang-Gia Lai#TTCMKV#Đắk Pơ,14.0435123,108.2541378,13.96791805,108.5461278,
GLPK65-GLPK20,13.97583,108.00695,13.98685,107.99047,
GLPK20-GLPK68,13.98685,107.99047,14.00268,107.98805,
GLPK68-Gia Lai#CAX#Thống Nhất,14.00268,107.98805,14.018173,107.9891159,
Gia Lai#CAX#Thống Nhất-GLPK05,14.018173,107.9891159,14.02933,107.98911,
GLPK65-GLPK51,13.97583,108.00695,14.0286,107.96494,
GLPK51-GLIG07,14.0286,107.96494,14.04879,107.9422,
GLIG07-GLPK39,14.04879,107.9422,14.04136,107.97731,
GLPK39-GLPK05,14.04136,107.97731,14.02933,107.98911,
GLPK65-GLPK19,13.97583,108.00695,13.99285,108.03925,
GLPK19-GLPK73,13.99285,108.03925,14.00258,108.05047,
GLPK73-GLPK23,14.00258,108.05047,14.03785,108.01285,
GLPK23-GLPK05,14.03785,108.01285,14.02933,107.98911,
Gia Lai#TTCMKV#Đắk Pơ-Gia Lai#Phòng#Trại Giam Gia Trung,13.96791805,108.5461278,14.06473,108.33433,
Gia Lai#Phòng#Trại Giam Gia Trung-Gia Lai#TTCMKV#Mang Yang,14.06473,108.33433,14.0435123,108.2541378,
Gia Lai#TTCMKV#Đắk Pơ-GLDP11,13.96791805,108.5461278,13.93478,108.60108,
GLDP11-Gia Lai#CAX#An Bình,13.93478,108.60108,13.959593,108.614628,
Gia Lai#CAX#An Bình-GLAK03,13.959593,108.614628,13.99493,108.65478,
GLAK03-GLAK04,13.99493,108.65478,14.09185,108.66287,
GLAK04-Gia Lai#TTCMKV#Mang Yang,14.09185,108.66287,14.0435123,108.2541378,
Gia Lai#TTCMKV#Đắk Pơ-Gia Lai#TTCMKV#An Khê,13.96791805,108.5461278,13.95355968,108.6551369,
Gia Lai#TTCMKV#An Khê-GLAK17,13.95355968,108.6551369,13.97183,108.67151,
GLAK17-GLAK02,13.97183,108.67151,13.97381,108.67932,
GLAK02-Gia Lai#CAX#Cửu An,13.97381,108.67932,13.97773,108.71429,
Gia Lai#CAX#Cửu An-GLAK10,13.97773,108.71429,14.00313,108.68961,
GLAK10-GLDP02,14.00313,108.68961,13.97861,108.52669,
GLDP02-TTCMKV Mang Yang,13.97861,108.52669,14.0435123,108.2541378,
GLPK65-GLPK13,13.97583,108.00695,13.97138,108.03329,
GLPK13-GLPK09,13.97138,108.03329,13.97904,108.05569,
GLPK09-GLPK41,13.97904,108.05569,13.9588,108.07334,
GLPK41-GLPK64,13.9588,108.07334,13.98039,108.07653,
GLPK64-GLPK07,13.98039,108.07653,13.98773,108.08733,
GLPK07-Đắk Đoa,13.98773,108.08733,13.99314,108.11892,
GLPK65-Gia Lai#Phòng#K02 (D1/E20),13.97583,108.00695,13.93667,108.00833,
Gia Lai#Phòng#K02 (D1/E20)-TTCMKV Hàm Rồng,#N/A,#N/A,13.88617,108.01423,
Gia Lai#TTCMKV#Hàm Rồng-Gia Lai#CAX#Ia Băng,13.88617,108.01423,13.8934722,108.0485,
Gia Lai#CAX#Ia Băng-GLDD21,13.8934722,108.0485,13.87852,108.1274,
GLDD21-GLDD08,13.87852,108.1274,13.95218,108.13621,
GLDD08-Gia Lai#CAX#Đăk Đoa,13.95218,108.13621,13.9952541,108.1132199,
Gia Lai#CAX#Đăk Đoa-Gia Lai#CAX#KDang,13.9952541,108.1132199,13.999352,108.174187,
Gia Lai#CAX#KDang-GLDD02,13.999352,108.174187,14.00637,108.20633,
GLDD02-GLMY12,14.00637,108.20633,13.98383,108.23298,
GLMY12-Gia Lai#TTCMKV#Mang Yang,13.98383,108.23298,14.0416,108.25279,
GLCP04-GLCP05,14.19663,107.96053,14.14036,107.95247,
GLCP05-GLCP10,14.14036,107.95247,14.067,107.98912,
GLCP10-GLPK65,14.067,107.98912,13.97583,108.00695,
GLCP04-Gia Lai#CAX#Ia Ly,14.19663,107.96053,14.17063,107.86704,
Gia Lai#CAX#Ia Ly-Gia Lai#CAX#Ia Phí,14.208291,107.8373984,14.13502,107.89,
Gia Lai#CAX#Ia Phí-GLPK05,14.13502,107.89,14.02933,107.98911,
GLCP04-Gia Lai#CAX#Ia Khươl,14.19663,107.96053,14.216556,108.046714,
Gia Lai#CAX#Ia Khươl-Gia Lai#CAX#Đăk Sơ Mei,14.216556,108.046714,14.1682339,108.140328,
Gia Lai#CAX#Đăk Sơ Mei-GLDD06,14.1682339,108.1403277,14.10531,108.11626,
GLDD06-Gia Lai#CAX#Kon Gang,14.10531,108.11626,14.05867,108.08603,
Gia Lai#CAX#Kon Gang-GLPK05,14.0596025,108.0953193,14.02933,107.98911,
GLPK65-GLPK18,13.97583,108.00695,13.96026,108.00501,
Gia Lai#CAX#Ia Dom-Gia Lai#CAX#Ia O,13.7748964,107.6078117,13.9606325,107.531486,
Gia Lai#CAX#Ia O-GLIG17,13.9606325,107.5314856,13.9657,107.59383,
GLIG17-Gia Lai#CAX#Ia Krái,13.9657,107.59383,13.9387732,107.750114,
